TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20190727,24.274,1.0,21.596,2.061,1.0,25.882,3.289,1.0,24.745,22.827,1.867,25.896,2.038,24.274,1.0,21.596,2.061,1.0,25.882,3.289,1.0,457.101,184.484,1.0,144.502,184.484,1.0,-9999,-9999,399.087,399.087,0.0,462.674,1.0,456.413,462.674,1.0,7.541,1.0,7.851,7.541,1.0,99.663,99.669,1.0,9.466,19.6,1.0,1.505,1.791,1.0,0.26655,1.0,162.39177083333334,1.0,354.77607708333335,1.0,21.010161172916664,1.0,405.316,1.0,20.379,19.42,1.0,1.0,20.81,1.0,0.805672,1.0,67.3129,1.0,92.496,82.796,102.176,5.26971,15.3021,38.7386,1.0,53.2315,47.6492,58.8023,3.01807,8.80131,15.0,1,18,30,18,30,-2.4786,0.895833,0.519284,0.569962,-2.30968,0.895833,0.497036,0.549769,-2.53256,0.840104,0.0352324,-2.82072,-2.80386,-2.7103,-2.54074,-2.38689,-2.33397,-2.30968,0.6875,0.895833,0.6875,0.875,0.666667,0.895833,0.895833,6.81272,0.733001,1.0,0.546932,0.640564,-7.90922,10.8819,0.833333,0.730309,0.816793,6.72083,0.802602,1.0,0.541355,0.635808,-7.59365,10.3625,0.833333,0.694108,0.784592,6.17333,6.20044,6.56005,6.72083,6.81272,6.86733,7.26608,0.944444,0.944444,1.0,1.0,1.0,0.5,1.0,-8.35683,-8.33577,-8.25913,-7.9601,-7.65403,-7.6042,-7.59365,0.8,0.8,0.833333,0.833333,0.766667,0.833333,0.833333,7.21274,7.11809,7.08572,0.166011,5.08756,5.09615,6.84589,7.15432,7.93596,8.09363,8.17139,9.64442,9.42777,9.61828,0.15692,7.79305,7.87935,9.36492,9.66857,10.4243,10.5536,10.9179,7.61254,8.41159,6.82585,0.210971,3.97454,5.49368,5.68995,6.74678,7.8665,8.34858,8.64678,10.5763,10.3136,9.28428,0.153687,7.63974,8.1432,8.56033,9.06326,10.1196,10.3514,10.5763,-9999,-9999
20190728,21.159,1.0,20.674,1.821,1.0,21.45,1.442,1.0,22.109,21.552,2.017,22.443,2.173,21.159,1.0,20.674,1.821,1.0,21.45,1.442,1.0,455.406,88.874,1.0,57.352,88.874,1.0,-9999,-9999,397.621,397.621,0.0,451.287,1.0,454.752,451.287,1.0,0.057,1.0,4.497,0.057,1.0,99.17,99.177,1.0,13.485,0.2,1.0,1.424,1.723,1.0,0.20564375,1.0,63.60339583333333,1.0,170.91086188124999,1.0,9.604902770833334,1.0,408.793,1.0,19.865,19.244,1.0,1.0,22.043,1.0,-0.811828,1.0,46.5974,1.0,64.0305,57.3156,66.8532,4.02221,8.13416,2.9679,1.0,4.07826,3.65057,4.25804,1.9299,1.98174,15.0,1,18,30,18,30,1.78075,0.916667,0.4704,0.795501,1.52592,0.916667,0.451087,0.784235,1.78754,0.910417,0.0856906,0.684477,1.00623,1.52592,1.86802,2.21718,2.28926,2.36366,0.916667,0.916667,0.916667,0.791667,1.0,0.979167,0.979167,8.36977,1.58421,1.0,0.610037,0.8807,-2.27623,9.54782,0.866667,0.626146,0.922317,8.50177,1.84449,1.0,0.598475,0.872731,-2.74835,9.86634,0.866667,0.595635,0.901882,7.18977,7.41875,7.44865,8.31491,8.50177,8.68916,8.95365,1.0,0.888889,0.888889,1.0,1.0,1.0,1.0,-3.33857,-2.96471,-2.74835,-1.77407,-1.62373,-1.61029,-1.55772,0.866667,0.866667,0.866667,0.966667,0.733333,0.733333,0.766667,7.08288,6.88165,6.84669,0.144638,5.12256,5.14431,6.58034,6.88547,7.50798,7.75856,7.95217,5.02052,5.35573,5.05915,0.144352,3.25454,3.2869,4.94616,5.30213,5.65315,5.74212,6.14627,6.13117,6.9503,5.89968,0.186921,3.63026,4.5647,4.93934,6.11708,6.8118,7.09323,7.23777,6.6384,6.286,5.57309,0.118657,4.61859,4.69621,5.01312,5.36721,6.1937,6.24548,6.6384,-9999,-9999
20190729,26.092,1.0,24.21,2.547,1.0,27.221,3.604,1.0,26.695,24.107,2.198,28.248,3.447,26.092,1.0,24.21,2.547,1.0,27.221,3.604,1.0,453.671,217.792,1.0,209.332,217.792,1.0,-9999,-9999,387.734,387.734,0.0,477.297,1.0,443.552,477.297,1.0,8.79,1.0,11.38,8.79,1.0,99.769,99.844,1.0,0.076,1.2,1.0,1.52,1.64,1.0,0.21121041666666665,1.0,187.8137291666667,1.0,403.5193227659575,0.9791666666666666,25.148941943749993,1.0,414.724,1.0,19.867,19.063,1.0,1.0,21.723,1.0,6.97413,1.0,83.4763,1.0,115.306,108.486,126.711,5.61869,14.6316,42.5709,1.0,58.8031,55.3252,64.6193,3.30551,7.64156,15.0,1,18,30,18,30,-2.67116,0.9375,0.533365,0.623197,-2.73958,0.9375,0.510516,0.603757,-2.85739,0.932292,0.0428339,-3.45648,-3.2273,-3.07678,-2.75525,-2.65397,-2.58264,-2.56931,0.916667,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,7.32548,2.12581,1.0,0.659703,0.992916,-8.51378,9.92622,0.9,0.720835,0.737621,7.48856,2.23153,1.0,0.597474,0.952707,-8.71711,9.91606,0.9,0.700761,0.718016,6.07171,6.10025,6.84174,7.22001,7.48856,7.5844,7.60857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.97235,-8.82502,-8.81213,-8.58111,-8.52459,-8.51209,-8.44877,0.866667,0.9,0.9,0.9,0.9,0.9,0.933333,7.75824,7.85358,7.85553,0.164392,6.18518,6.21005,7.35627,7.78681,8.965,9.06192,9.18413,10.4561,10.5932,10.7129,0.128487,9.40693,9.64566,10.3136,10.5182,11.6021,11.6489,11.8381,6.07988,6.89668,6.44605,0.191327,3.96973,5.13528,5.61349,6.3315,7.1847,7.40633,7.79773,10.7334,10.3996,10.0833,0.12306,9.05005,9.27642,9.42227,10.1355,10.4193,10.6267,11.0195,-9999,-9999
20190730,27.307,1.0,25.756,3.284,1.0,28.238,3.613,1.0,28.077,25.882,2.603,29.393,3.59,27.307,1.0,25.756,3.284,1.0,28.238,3.613,1.0,451.897,242.27,1.0,219.997,242.27,1.0,-9999,-9999,386.582,386.582,0.0,479.322,1.0,442.247,479.322,1.0,12.176,1.0,15.825,12.176,1.0,100.241,100.296,1.0,0.0,0.0,1.0,1.801,1.353,1.0,0.22142291666666666,1.0,213.05847916666667,1.0,465.9032395833333,1.0,27.526983347916666,1.0,414.219,1.0,20.084,19.144,1.0,1.0,21.41,1.0,6.55102,1.0,90.7146,1.0,125.304,117.893,138.218,6.04142,16.2328,62.7991,1.0,86.7443,81.6139,95.6843,3.45617,10.988,15.0,1,18,30,18,30,-1.82742,0.9375,0.554196,0.827044,-2.55215,0.9375,0.48809,0.784283,-2.42988,0.946875,0.0966159,-3.37007,-3.05659,-2.99792,-2.55215,-1.85278,-1.8288,-1.77811,0.791667,0.9375,0.958333,0.9375,0.9375,1.0,0.9375,6.27813,2.04265,0.833333,0.642596,0.689613,-6.58446,9.79223,1.0,0.762549,1.18868,6.33956,2.1228,0.833333,0.565683,0.618574,-7.73874,8.7298,1.0,0.671668,1.13252,5.89042,5.98778,6.18217,6.29431,6.33956,6.48832,6.69402,0.833333,0.833333,0.833333,0.888889,0.833333,1.0,0.888889,-9.77064,-8.40816,-8.3934,-7.73874,-6.666,-6.58446,-6.58237,0.866667,1.0,1.0,1.0,0.966667,1.0,1.0,8.10033,8.31595,8.31779,0.172824,6.79227,6.8394,7.63365,8.16491,9.42733,9.6295,10.0389,10.1161,10.8681,10.7477,0.111293,9.7902,9.95262,10.0177,10.747,11.3307,11.5135,11.8216,5.47208,6.23235,6.64698,0.249439,3.13271,5.37287,5.59643,6.51291,7.45143,8.27783,9.2417,10.6881,10.5326,10.7668,0.140963,8.9013,9.97614,10.0977,10.7201,11.1733,11.5733,11.9667,-9999,-9999
20190731,26.578,1.0,25.112,1.12,1.0,27.457,2.016,1.0,26.653,25.497,1.42,27.347,2.375,26.578,1.0,25.112,1.12,1.0,27.457,2.016,1.0,450.084,198.245,1.0,175.874,198.245,1.0,-9999,-9999,396.621,396.621,0.0,487.215,1.0,453.619,487.215,1.0,7.605,1.0,10.351,7.605,1.0,100.462,100.488,1.0,1.514,0.0,1.0,0.96,1.807,1.0,0.27084375,1.0,173.20483333333334,1.0,366.2004063191489,0.9791666666666666,22.963197979166665,1.0,410.206,1.0,20.316,19.269,1.0,1.0,21.199,1.0,5.49253,1.0,89.531,1.0,123.026,111.519,136.414,6.13531,19.4476,48.9963,1.0,67.3268,61.0295,74.6535,3.30575,10.6266,15.0,1,18,30,18,30,-4.68024,0.979167,0.603415,0.711938,-4.88418,0.979167,0.55762,0.673562,-4.71017,0.982812,0.0499491,-5.24224,-4.99769,-4.90434,-4.80632,-4.3933,-4.24206,-4.23028,0.979167,0.979167,0.979167,0.979167,1.0,1.0,1.0,6.36638,1.25746,1.0,0.714832,0.949978,-11.036,10.8622,0.966667,0.825607,0.888431,6.39613,1.28787,1.0,0.598737,0.866002,-11.3683,10.6379,0.966667,0.781108,0.847238,6.15004,6.26428,6.30351,6.53656,7.18593,7.51563,7.5446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.7613,-11.7044,-11.3827,-11.3649,-11.0518,-11.0481,-11.0328,0.966667,0.966667,0.966667,0.933333,1.0,1.0,1.0,8.26999,8.49988,8.47521,0.170285,7.13286,7.18295,7.64516,8.26999,9.57789,9.84926,10.1938,13.1663,13.3841,13.1854,0.127325,11.958,12.4164,12.5004,13.1046,13.966,14.112,14.4359,5.28818,5.96299,7.08707,0.501826,3.36903,4.90845,5.28818,5.94405,7.1527,9.59765,14.8731,9.34494,9.78,10.1436,0.268329,8.70411,8.94414,9.09104,9.54181,10.0245,12.7431,14.2561,-9999,-9999
20190801,26.959,1.0,25.052,2.893,1.0,28.103,3.223,1.0,26.957,24.753,1.792,28.279,2.878,26.959,1.0,25.052,2.893,1.0,28.103,3.223,1.0,448.232,233.096,1.0,183.772,233.096,1.0,-9999,-9999,399.532,399.532,0.0,479.745,1.0,456.916,479.745,1.0,11.275,1.0,11.031,11.275,1.0,100.616,100.648,1.0,0.785,0.0,1.0,1.239,1.362,1.0,0.20558750000000003,1.0,206.2480833333333,1.0,448.2617944375,1.0,26.728779729166664,1.0,418.391,1.0,20.229,19.319,1.0,1.0,21.027,1.0,4.83482,1.0,83.9405,1.0,117.667,109.089,127.897,5.77287,15.0895,59.2146,1.0,83.0064,76.9554,90.2227,3.43824,10.4186,15.0,1,18,30,18,30,-4.03986,0.958333,0.550952,0.61084,-4.28195,0.958333,0.521219,0.584164,-4.16792,0.952083,0.0364875,-4.47659,-4.43329,-4.36129,-4.28195,-3.92332,-3.90574,-3.87992,0.9375,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,6.40593,2.25732,1.0,0.706622,0.720485,-10.0724,8.88138,0.933333,0.73611,0.824401,6.45823,2.30193,1.0,0.587323,0.60393,-10.477,8.89249,0.933333,0.722251,0.812051,6.29762,6.36627,6.37369,6.45695,6.60611,6.64758,6.68998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.8623,-10.7096,-10.6617,-10.477,-9.97075,-9.9672,-9.9672,0.9,0.933333,0.9,0.933333,0.933333,0.933333,0.933333,8.53442,8.84369,8.8108,0.179985,7.63596,7.70216,7.75532,8.53372,9.96321,10.2551,10.7247,13.0144,13.1256,12.9787,0.149809,11.9946,12.078,12.1166,12.6112,13.8739,14.1716,14.6047,5.46886,6.05746,6.98509,0.495831,4.00235,5.08673,5.13038,5.796,7.03274,9.6824,14.8029,9.71516,10.4496,10.7829,0.263045,9.45659,9.71516,9.76464,10.0426,10.8118,13.0889,14.8543,-9999,-9999
20190802,23.042,1.0,21.972,2.129,1.0,23.684,3.887,1.0,23.871,23.012,1.801,24.386,2.08,23.042,1.0,21.972,2.129,1.0,23.684,3.887,1.0,446.342,160.071,1.0,156.164,160.071,1.0,-9999,-9999,387.44,387.44,0.0,462.333,1.0,443.219,462.333,1.0,2.532,1.0,6.662,2.532,1.0,100.382,100.354,1.0,6.551,23.3,1.0,1.631,2.612,0.958333,0.3669521739130435,0.9583333333333334,131.76785416666667,1.0,307.82847103541667,1.0,18.1533438125,1.0,415.946,1.0,20.164,19.39,1.0,1.0,24.054,1.0,-0.447968,1.0,69.3776,1.0,97.2527,90.1632,105.708,5.19076,12.638,26.841,1.0,37.6254,34.8826,40.8964,3.14037,5.45304,15.0,1,18,30,18,30,-0.0150701,1.0,0.594911,0.667378,-0.192096,1.0,0.508126,0.591326,-0.232738,0.996354,0.0409488,-0.592235,-0.544722,-0.518572,-0.214258,-0.0386024,0.0601732,0.134401,1.0,0.979167,0.979167,1.0,1.0,1.0,1.0,7.54552,1.2149,1.0,0.716284,0.758142,-4.55055,12.6966,1.0,0.810342,0.895645,7.63921,1.26545,1.0,0.587756,0.638101,-4.87971,12.6828,1.0,0.699588,0.796837,7.36838,7.41825,7.53308,7.60913,7.77848,7.9151,7.95483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.59765,-5.33727,-5.25673,-4.94526,-4.58421,-4.57431,-4.5497,0.966667,1.0,1.0,1.0,1.0,1.0,1.0,8.3574,8.47958,8.31855,0.142153,7.38147,7.40123,7.43674,8.35702,9.41139,9.48252,9.67652,8.46697,8.67168,8.55129,0.111378,7.61249,7.81311,7.95472,8.37247,9.35752,9.51627,9.61635,4.46278,4.96075,5.13711,0.230985,3.63782,3.71411,3.82237,4.58661,5.65829,7.0689,8.17022,6.77005,7.9014,7.47764,0.109109,6.70322,6.774,6.89898,7.37813,7.84262,8.05833,8.62084,-9999,-9999
20190803,24.219,1.0,22.052,3.9,1.0,25.52,3.684,1.0,24.65,21.504,2.481,26.538,3.834,24.219,1.0,22.052,3.9,1.0,25.52,3.684,1.0,444.414,239.852,1.0,202.635,239.852,1.0,-9999,-9999,359.979,359.979,0.0,444.875,1.0,412.112,444.875,1.0,10.667,1.0,12.561,10.667,1.0,100.45,100.496,1.0,0.016,0.0,1.0,1.506,1.595,1.0,0.20146875,1.0,201.47389583333333,1.0,461.2542270833333,1.0,27.284311729166664,1.0,403.87,1.0,19.411,19.039,1.0,1.0,27.494,1.0,1.42975,1.0,97.3182,1.0,136.923,130.707,148.279,6.02034,14.3502,51.6252,1.0,72.6344,69.3372,78.659,3.43605,7.71731,15.0,1,18,30,18,30,-3.78525,0.875,0.54412,0.573235,-3.80665,0.875,0.513796,0.544535,-3.76143,0.864583,0.0329953,-4.02985,-4.01781,-3.81563,-3.78066,-3.71364,-3.65708,-3.43075,0.854167,0.854167,0.875,0.854167,0.875,0.770833,0.875,6.27707,2.63247,0.888889,0.72672,0.757634,-9.60247,8.82807,0.866667,0.71673,0.763127,6.28334,2.6372,0.888889,0.623947,0.659694,-9.63922,8.81441,0.866667,0.698149,0.745702,5.83048,5.90511,5.9105,6.24469,6.33354,6.33354,6.41057,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,-9.77596,-9.7411,-9.68053,-9.56643,-9.37893,-9.21704,-9.04108,0.833333,0.833333,0.866667,0.866667,0.833333,0.833333,0.866667,8.32714,8.50995,8.319,0.102234,7.43036,7.65287,7.75631,8.29653,8.94728,9.08282,9.35308,12.2939,12.3166,12.0804,0.0853745,11.4089,11.51,11.6482,12.0313,12.352,12.7228,13.0667,4.83214,5.2536,4.8905,0.139863,3.72129,3.87877,4.20736,4.84716,5.15707,5.2536,6.35628,9.38475,10.8622,10.1675,0.111322,9.38477,9.44556,9.79103,10.0502,10.4278,10.5062,10.8622,-9999,-9999
20190804,24.761,1.0,22.178,2.09,1.0,26.311,3.145,1.0,25.32,22.806,1.803,26.828,3.153,24.761,1.0,22.178,2.09,1.0,26.311,3.145,1.0,442.449,231.796,1.0,192.8,231.796,1.0,-9999,-9999,375.967,375.967,0.0,457.3,1.0,430.223,457.3,1.0,9.166,1.0,12.332,9.166,1.0,100.681,100.713,1.0,0.061,0.0,1.0,2.563,2.662,1.0,0.3530458333333333,1.0,193.0055625,1.0,445.76227013958334,1.0,26.580035208333328,1.0,400.866,1.0,19.525,18.879,1.0,1.0,25.842,1.0,4.83104,1.0,88.5949,1.0,124.191,115.138,134.423,5.83138,15.439,45.6439,1.0,63.9832,59.3189,69.2543,3.51145,8.15922,15.0,1,18,30,18,30,-3.19827,1.0,0.587622,0.698296,-3.2682,1.0,0.562853,0.677584,-3.40648,0.996354,0.0532934,-3.8039,-3.77156,-3.76456,-3.2682,-3.12475,-3.01706,-2.98466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.67857,4.24654,1.0,0.704037,0.806754,-9.53835,10.1398,1.0,0.801515,0.875401,7.72228,4.25245,1.0,0.635999,0.748117,-9.6724,10.0557,1.0,0.779426,0.855223,6.81518,6.83552,6.83936,7.53809,7.62338,7.62338,7.70337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.0251,-9.92983,-9.91874,-9.6724,-9.39187,-9.22584,-9.17588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.95929,8.11983,7.97935,0.0722622,7.33629,7.48912,7.54394,7.89679,8.39081,8.47874,8.71206,11.3134,11.388,11.3858,0.039871,11.0407,11.1129,11.162,11.3796,11.5117,11.6035,11.9003,5.00225,5.35243,5.04648,0.131526,3.95664,4.09461,4.45376,5.00225,5.34579,5.36912,6.25115,8.96863,10.6875,9.91162,0.120148,8.96863,9.07979,9.34711,9.88515,10.2005,10.2984,10.6875,-9999,-9999
20190805,26.009,1.0,23.303,2.467,1.0,27.633,3.244,1.0,26.366,23.919,2.299,27.834,3.45,26.009,1.0,23.303,2.467,1.0,27.633,3.244,1.0,440.448,229.554,1.0,192.872,229.554,1.0,-9999,-9999,392.429,392.429,0.0,469.044,1.0,448.871,469.044,1.0,10.627,1.0,12.613,10.627,1.0,100.74,100.769,1.0,0.009,0.0,1.0,1.656,1.946,1.0,0.24969999999999995,1.0,200.98535416666664,1.0,441.45098556249997,1.0,26.404585479166666,1.0,400.871,1.0,19.72,18.943,1.0,1.0,24.645,1.0,5.33847,1.0,72.8979,1.0,102.564,97.9084,110.606,5.73055,11.0198,42.5275,1.0,59.8345,57.1183,64.5259,3.38488,6.45061,14.0,1,18,30,18,30,-2.7296,0.958333,0.542782,0.620005,-2.83913,0.958333,0.513405,0.594456,-2.85288,0.959896,0.0363762,-3.25246,-3.22757,-3.02988,-2.83913,-2.67298,-2.62826,-2.58127,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.979167,7.49235,1.86096,1.0,0.754558,0.762269,-8.704,7.99138,0.933333,0.703846,0.813076,7.55321,1.88555,1.0,0.668761,0.677449,-8.90939,8.01524,0.933333,0.682349,0.79454,7.30746,7.35945,7.41515,7.52432,7.55321,7.57575,7.63188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.42547,-9.4119,-9.10921,-8.90939,-8.63915,-8.59779,-8.49135,0.933333,0.933333,0.933333,0.933333,0.933333,0.933333,0.966667,7.65661,7.82573,7.73368,0.0535559,7.31663,7.40149,7.41792,7.62697,7.89418,8.08592,8.31074,10.6113,10.6649,10.5866,0.0503202,10.2275,10.2866,10.3939,10.5413,10.6958,10.785,10.9442,5.39932,5.66087,5.79121,0.122382,5.14489,5.23018,5.34748,5.54034,5.92143,6.38974,7.25637,9.58589,10.53,10.1674,0.0964742,9.58589,9.71893,9.81674,10.0617,10.3685,10.5283,10.9495,-9999,-9999
20190806,26.383,1.0,24.171,2.044,1.0,27.71,2.929,1.0,26.89,24.802,1.637,28.143,2.832,26.383,1.0,24.171,2.044,1.0,27.71,2.929,1.0,438.411,216.09,1.0,184.877,216.09,1.0,-9999,-9999,401.985,401.985,0.0,482.012,1.0,459.695,482.012,1.0,7.853,1.0,11.477,7.853,1.0,100.638,100.656,1.0,0.08,0.0,1.0,1.551,1.786,1.0,0.259525,1.0,195.0234375,1.0,415.5585410354167,1.0,25.0090555625,1.0,398.967,1.0,20.038,19.083,1.0,1.0,23.777,1.0,6.53795,1.0,55.7652,1.0,78.4593,74.8976,84.611,5.55772,9.09584,43.3404,1.0,60.9782,58.2101,65.7592,3.27685,6.48494,14.0,1,18,30,18,30,-2.0021,0.979167,0.594183,0.788436,-2.73107,0.958333,0.521778,0.735412,-2.4406,0.967187,0.0776153,-3.0417,-2.91283,-2.90242,-2.73107,-1.93564,-1.87633,-1.85799,0.958333,0.958333,0.958333,0.958333,1.0,0.979167,0.979167,6.60785,2.12301,1.0,0.695238,0.739826,-7.05161,9.20905,0.966667,0.815653,1.27013,6.69815,2.18176,1.0,0.593352,0.645021,-8.22975,8.99375,0.933333,0.721435,1.21178,6.48733,6.54849,6.58557,6.7757,7.02553,7.0544,7.19246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.06217,-8.92293,-8.7077,-8.22975,-6.98098,-6.97568,-6.93013,0.933333,0.933333,0.933333,0.933333,0.966667,0.966667,0.966667,7.54447,7.65982,7.61661,0.0458967,7.29027,7.34268,7.40704,7.49403,7.72217,7.87682,8.05737,10.2889,10.3909,10.0572,0.0720654,9.4235,9.58188,9.69041,10.0408,10.314,10.3909,10.4768,5.54148,5.72009,6.75949,0.220413,5.31924,5.41228,5.67036,5.84349,7.32546,8.70767,9.62902,10.7816,10.3349,10.6661,0.141371,9.74752,9.84092,9.87148,10.3349,11.3154,11.7073,12.2107,-9999,-9999
