TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201401,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.771,7.849,1.671,10.047,1.904,8.771,0.0,7.849,1.671,0.0,10.047,1.904,0.0,178.848,-9999,-9999,65.923,65.923,0.0,-9999,-9999,334.649,334.649,0.0,-9999,-9999,347.454,347.454,0.0,-9999,-9999,1.3,1.3,0.0,98.189,98.189,0.0,4.822,4.822,0.0,2.843,2.843,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57.1524,0.0,104.696,-9999,30.539,0.0,55.9433,-9999,2.0,3,27.871,20.129,0.0,0.0,-0.911084,-0.935273,0.0,0.0,-9999,-9999,-9999,-9999,-0.935273,-0.911084,0.0,0.0,-9999,-9999,-9999,-9999,-0.94941,-0.951114,0.0,0.0,0.0212097,0.0211646,-1.12757,-1.12405,-1.12381,-0.935273,-0.921759,-0.813103,-0.708281,-1.12757,-1.12632,-1.12381,-0.935273,-0.921759,-0.850473,-0.713269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13421,4.09409,1.17549,1.15588,0.0,0.0,-9999,-9999,-9999,-9999,-7.81968,-7.81968,3.57546,3.57546,0.0,0.0,-9999,-9999,-9999,-9999,4.09409,4.13421,1.15588,1.17549,0.0,0.0,-9999,-9999,-9999,-9999,-7.81968,-7.81968,3.57546,3.57546,0.0,0.0,-9999,-9999,-9999,-9999,3.95713,3.96299,3.96337,4.09409,4.17857,4.19773,4.19773,3.95713,3.95921,3.96337,4.09409,4.1749,4.19773,4.19773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.07183,-8.07183,-8.07183,-7.81968,-7.81968,-7.48729,-7.45379,-8.07183,-8.07183,-8.07183,-7.81968,-7.81968,-7.51419,-7.45379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30036,4.27006,4.30504,0.0121001,4.12853,4.27796,4.28632,4.30036,4.35531,4.36192,4.41242,4.28708,4.30036,4.30392,0.0108053,4.12853,4.27796,4.28632,4.29876,4.32717,4.36092,4.41242,5.2086,5.18114,5.25615,0.0211686,5.06381,5.09689,5.20399,5.23563,5.37021,5.41399,5.43158,5.23563,5.23563,5.25333,0.0212418,5.06203,5.09689,5.19344,5.23403,5.3909,5.41848,5.43158,3.16786,3.16786,3.23984,0.0339745,2.9507,2.98587,3.09198,3.19639,3.48003,3.50171,3.51458,3.1566,3.22969,3.21941,0.0302525,2.92525,2.97668,3.03722,3.22969,3.25089,3.48434,3.50214,2.91445,2.88379,2.9802,0.0205555,2.87437,2.88031,2.89239,2.91442,3.1554,3.15913,3.1599,2.89239,2.89231,2.96885,0.0177409,2.87437,2.88379,2.89239,2.91433,2.94474,3.15801,3.15918,-9999,-9999
201402,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.932,6.685,2.024,9.401,2.158,7.932,0.0,6.685,2.024,0.0,9.401,2.158,0.0,239.901,-9999,-9999,101.657,101.657,0.0,-9999,-9999,324.638,324.638,0.0,-9999,-9999,336.007,336.007,0.0,-9999,-9999,1.502,1.502,0.0,98.262,98.262,0.0,5.303,5.303,0.0,2.92,2.92,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,56.7468,0.0,89.5288,-9999,30.2602,0.0,47.7412,-9999,2.0,3,26.0357,21.9643,0.0,0.0,-0.906499,-0.931767,0.0,0.0,-9999,-9999,-9999,-9999,-0.931767,-0.906499,0.0,0.0,-9999,-9999,-9999,-9999,-0.947743,-0.94943,0.0,0.0,0.0206199,0.0205902,-1.12337,-1.12017,-1.11938,-0.931767,-0.916611,-0.823649,-0.716096,-1.12337,-1.12214,-1.11938,-0.931767,-0.916611,-0.860728,-0.721011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36135,4.31644,0.810063,0.790871,0.0,0.0,-9999,-9999,-9999,-9999,-7.08534,-7.08534,4.23694,4.23694,0.0,0.0,-9999,-9999,-9999,-9999,4.31644,4.36135,0.790871,0.810063,0.0,0.0,-9999,-9999,-9999,-9999,-7.08534,-7.08534,4.23694,4.23694,0.0,0.0,-9999,-9999,-9999,-9999,4.21804,4.22251,4.22394,4.31644,4.43053,4.469,4.469,4.21804,4.21902,4.22394,4.31644,4.43655,4.469,4.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37049,-7.36919,-7.36919,-7.08534,-7.08534,-6.82287,-6.82102,-7.37049,-7.36919,-7.36919,-7.08534,-7.08534,-6.89822,-6.82102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1526,4.11833,4.15187,0.012873,3.9594,4.12726,4.13671,4.1526,4.19696,4.20449,4.25921,4.13757,4.1526,4.15142,0.011557,3.9594,4.12726,4.13671,4.15079,4.16496,4.20334,4.25617,5.05529,5.02483,5.1013,0.0215896,4.89117,4.94833,5.04801,5.08436,5.21577,5.26038,5.28011,5.08436,5.08436,5.09916,0.0216068,4.89117,4.94833,5.03873,5.08255,5.23452,5.26554,5.28011,3.01733,3.01733,3.08378,0.033209,2.7922,2.82826,2.93891,3.04707,3.32025,3.34205,3.35542,3.00795,3.08198,3.06511,0.0301736,2.7663,2.81708,2.87885,3.08198,3.10222,3.32454,3.34251,3.98098,3.94526,4.0491,0.024993,3.90581,3.93497,3.94074,3.97949,4.26454,4.26818,4.26957,3.95507,3.95497,4.03521,0.0218599,3.90518,3.93316,3.94276,3.97949,4.00769,4.26818,4.26929,-9999,-9999
201403,10.471,0.596102,7.664,2.49,0.600806,13.215,4.192,0.591398,11.622,9.502,2.514,13.661,3.374,11.77,0.596102,9.436,2.474,0.600806,14.018,3.569,0.591398,323.25,178.879,0.597446,182.947,179.898,0.597446,305.649,0.596102,318.134,315.533,0.596102,312.293,0.596102,328.571,323.284,0.596102,4.667,0.596102,4.925,5.243,0.596102,98.404,98.435,0.591398,1.694,1.743,0.591398,2.703,2.733,0.385753,-9999,-9999,91.68714930555555,0.5806451612903226,379.41107126674547,0.5799731182795698,25.208387731481483,0.5806451612903226,29.72746643518518,0.5806451612903226,375.813349537037,0.5806451612903226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,51.9898,0.537634,78.3515,0.628446,22.9863,0.538306,34.6417,0.628119,3.0,3,23.4516,24.5484,18.9355,19.4194,-0.808211,-0.821789,0.556452,0.556452,0.0406969,0.0409242,0.0686105,0.0646258,-0.821789,-0.808211,0.556452,0.556452,0.0409242,0.0407195,0.0687455,0.0644964,-0.824823,-0.825761,0.555578,0.555444,0.00878684,0.00875193,-0.900793,-0.896882,-0.891714,-0.821789,-0.810263,-0.786408,-0.719976,-0.903139,-0.897012,-0.890199,-0.821789,-0.810263,-0.796977,-0.721169,0.557796,0.557796,0.557796,0.556452,0.556452,0.548387,0.552419,0.557796,0.557796,0.557796,0.556452,0.556452,0.547043,0.552419,4.05169,4.026,0.628334,0.620549,0.55914,0.55914,0.0381448,0.0381373,0.0524367,0.0523936,-5.46496,-5.46507,4.73048,4.7301,0.553763,0.553763,0.0679433,0.0677758,0.131739,0.118608,4.026,4.05169,0.620549,0.628334,0.55914,0.55914,0.0389228,0.0381448,0.0530053,0.052399,-5.46507,-5.46496,4.7301,4.73048,0.553763,0.553763,0.0680182,0.0679922,0.131777,0.118732,4.0233,4.02589,4.02681,4.03381,4.08855,4.09785,4.10364,4.02404,4.026,4.02766,4.03423,4.08745,4.09785,4.10194,0.55914,0.55914,0.55914,0.55914,0.557796,0.557796,0.557796,0.55914,0.55914,0.55914,0.55914,0.557796,0.557796,0.557796,-5.61703,-5.61171,-5.60817,-5.46721,-5.46114,-5.38598,-5.34516,-5.61563,-5.61165,-5.60625,-5.4677,-5.46114,-5.41698,-5.34516,0.556555,0.556555,0.556555,0.553763,0.553763,0.539599,0.54725,0.556555,0.556555,0.556555,0.553763,0.553763,0.539599,0.54725,4.57784,4.57821,4.60916,0.0072611,4.56122,4.57481,4.57696,4.58363,4.66471,4.66805,4.68014,4.57416,4.57784,4.60477,0.00662488,4.5659,4.57481,4.57679,4.58114,4.65548,4.66645,4.67792,5.39123,5.38642,5.43492,0.00776835,5.37841,5.38834,5.39329,5.40362,5.47973,5.50162,5.51153,5.39963,5.39963,5.42959,0.00733711,5.37841,5.38762,5.39444,5.4003,5.47541,5.47999,5.5097,3.94302,3.94375,4.00858,0.0242455,3.86423,3.89388,3.94086,3.96857,4.11585,4.12942,4.14517,3.94054,3.97145,3.98788,0.0143523,3.8556,3.90227,3.94054,3.96857,3.98218,4.12016,4.14149,4.99759,4.98667,5.06159,0.0186414,4.9822,4.98616,4.98703,5.04516,5.12082,5.12916,5.14151,4.98461,4.9822,5.04642,0.00972822,4.9822,4.98462,4.98689,5.04481,5.12542,5.12953,5.14151,-9999,-9999
201404,16.305,1.0,13.243,2.395,1.0,18.672,3.921,1.0,16.041,13.548,2.803,17.97,3.617,16.305,1.0,13.243,2.395,1.0,18.672,3.921,1.0,404.654,239.906,1.0,226.538,239.906,1.0,340.137,1.0,341.849,340.137,1.0,354.686,1.0,355.685,354.686,1.0,6.664,1.0,6.406,6.664,1.0,98.108,98.142,1.0,1.724,1.717,1.0,2.16,2.397,1.0,0.33462882711807296,0.8805555555555556,139.96851944444447,1.0,503.91627430555565,1.0,30.40140416666667,1.0,37.39001388888888,1.0,402.68361041666674,1.0,417.181,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,72.5638,1.0,97.3521,0.71789,26.742,1.0,35.8773,0.547627,3.0,3,20.9333,27.0667,20.9333,27.0667,-0.913799,-0.897289,0.986806,0.9875,0.0523203,0.0523356,0.0638655,0.0628944,-0.897289,-0.900732,0.9875,0.986806,0.0523356,0.052304,0.0638781,0.0628682,-0.921825,-0.923934,0.986146,0.986059,0.00715688,0.00775616,-1.03181,-0.963467,-0.939817,-0.905788,-0.892972,-0.890217,-0.885425,-1.02849,-0.960329,-0.939817,-0.911668,-0.897289,-0.890566,-0.885425,0.978472,0.980556,0.986111,0.984028,0.988194,0.988194,0.988194,0.975694,0.996528,0.986111,0.981944,0.9875,0.988194,0.988194,5.41819,5.42072,1.13652,1.13773,0.987302,0.987302,0.0549773,0.0540842,0.0655497,0.0685342,-5.71433,-5.68766,5.90237,5.88372,0.986369,0.987603,0.0786547,0.078557,0.111378,0.0962851,5.42072,5.41445,1.13773,1.13401,0.987302,0.987302,0.0556142,0.0549009,0.0660848,0.0691805,-5.68766,-5.68846,5.88372,5.88357,0.987603,0.986369,0.0784162,0.078655,0.11121,0.0963651,5.28628,5.365,5.39123,5.40446,5.42072,5.4364,5.46103,5.28378,5.35095,5.38863,5.40446,5.42611,5.43513,5.44721,0.996825,0.987302,0.995238,0.987302,0.987302,0.985714,0.985714,0.996825,0.995238,0.987302,0.987302,0.987302,0.987302,0.987302,-5.85894,-5.82045,-5.73988,-5.69585,-5.66713,-5.66274,-5.65156,-5.87764,-5.77422,-5.73968,-5.69988,-5.66713,-5.66287,-5.65156,0.97635,0.976302,0.977584,0.981383,0.990073,0.988838,0.988838,0.973881,0.973833,0.977584,0.981383,0.990073,0.988838,0.988838,6.69332,6.69719,6.64131,0.0165304,6.43692,6.57123,6.57958,6.6241,6.69716,6.72504,6.74769,6.62122,6.69332,6.64735,0.013851,6.47268,6.57294,6.57958,6.6241,6.69716,6.73004,6.76666,7.5846,7.59792,7.56525,0.0161829,7.42645,7.47768,7.49686,7.53155,7.61033,7.654,7.69545,7.59061,7.59061,7.56917,0.0156339,7.43039,7.47768,7.49893,7.54336,7.61033,7.66124,7.77412,6.68834,6.59306,6.56171,0.0222952,6.21313,6.49103,6.52446,6.56501,6.64514,6.68834,6.72581,6.7408,6.56664,6.57626,0.0215281,6.21313,6.52043,6.53655,6.57544,6.65107,6.71128,6.74927,7.4235,7.44852,7.43947,0.016435,7.20505,7.27797,7.38985,7.45796,7.48164,7.53076,7.58601,7.46639,7.43899,7.43428,0.018006,7.20505,7.27625,7.38985,7.45293,7.47898,7.53076,7.59204,-9999,-9999
201405,19.16,1.0,14.751,2.919,1.0,21.976,4.992,1.0,18.888,15.574,3.151,21.001,4.492,19.16,1.0,14.751,2.919,1.0,21.976,4.992,1.0,461.897,309.967,0.975806,300.758,310.333,0.975806,341.279,1.0,337.843,341.279,1.0,348.944,0.975806,351.105,348.77,0.975806,13.47,1.0,12.468,13.47,1.0,98.143,98.153,1.0,0.608,0.477,1.0,2.548,2.572,1.0,0.37417708333683086,0.8749999999999999,172.15647379032254,1.0,619.0993511071484,0.9744623655913978,51.27356989247311,1.0,54.29300134408601,1.0,426.28858736559135,1.0,408.25,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65.2895,1.0,81.5445,0.602099,67.952,1.0,84.8698,0.693457,3.0,3,18.6452,29.3548,18.6452,29.3548,-0.50546,-0.525071,0.957661,0.959677,0.0347873,0.0347627,0.0642868,0.0711076,-0.525071,-0.511179,0.959677,0.958333,0.0347627,0.0347865,0.0642735,0.0711193,-0.50876,-0.508841,0.948975,0.948908,0.00755908,0.0080979,-0.582829,-0.574638,-0.527979,-0.511764,-0.479196,-0.466515,-0.426933,-0.619996,-0.581391,-0.525503,-0.510988,-0.479196,-0.457329,-0.42705,0.96371,0.964382,0.96371,0.958333,0.94422,0.943548,0.919355,0.96707,0.964382,0.959677,0.959677,0.94422,0.936828,0.933468,3.71882,3.685,0.762544,0.768053,0.974533,0.977929,0.0506725,0.0507016,0.12135,0.127482,-3.17617,-3.18545,3.46842,3.47371,0.946681,0.947794,0.0443712,0.0444053,0.0466107,0.0486558,3.685,3.71882,0.768053,0.762544,0.977929,0.974533,0.0506692,0.0506725,0.121349,0.12747,-3.18545,-3.18529,3.47371,3.47405,0.947794,0.947794,0.0443247,0.0443696,0.0465665,0.0486232,3.54237,3.56704,3.68214,3.71194,3.77057,3.78757,3.82219,3.4675,3.55403,3.6819,3.7158,3.7775,3.78796,3.82219,0.98472,0.98472,0.983022,0.889549,0.947368,0.940577,0.93539,0.989813,0.98472,0.983022,0.974533,0.916714,0.945671,0.93539,-3.20924,-3.18734,-3.18545,-3.17943,-3.16701,-3.15879,-3.11639,-3.21741,-3.1888,-3.1863,-3.17667,-3.16394,-3.14903,-3.11459,0.917798,0.946719,0.947794,0.950056,0.944457,0.943382,0.927809,0.917798,0.951131,0.946719,0.950056,0.915573,0.922247,0.927809,3.76612,3.78489,3.87851,0.0179902,3.76612,3.78033,3.78338,3.84722,3.90021,4.00879,4.02081,3.81614,3.76612,3.8805,0.019268,3.76692,3.77579,3.7896,3.84576,3.90021,4.00658,4.02113,4.29279,4.29607,4.38735,0.0141926,4.27723,4.29279,4.32114,4.37489,4.44345,4.46062,4.47844,4.29119,4.29119,4.38926,0.0149879,4.27723,4.29622,4.32907,4.37138,4.42523,4.46383,4.49139,3.35732,3.33566,3.46756,0.0338156,3.33664,3.37112,3.37543,3.39575,3.45076,3.56804,3.68383,3.6268,3.33658,3.48972,0.0403008,3.35732,3.37354,3.37748,3.3989,3.45895,3.59042,3.74805,4.20965,4.19078,4.27567,0.0238193,4.19076,4.20965,4.21154,4.21975,4.25458,4.36071,4.43497,4.20892,4.19076,4.28797,0.0273435,4.19076,4.20964,4.21127,4.22198,4.25901,4.36249,4.48569,-9999,-9999
