TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
199601,-4.554,1.0,-4.957,1.178,1.0,-3.856,1.144,1.0,-3.974,-4.388,1.081,-3.272,1.138,-4.554,1.0,-4.957,1.178,1.0,-3.856,1.144,1.0,100.259,40.33,0.987903,43.907,40.851,0.987903,-9999,-9999,260.547,260.547,0.0,233.563,0.986559,258.484,233.393,0.986559,0.656,0.998656,1.175,0.657,0.998656,97.51,97.51,0.0,0.284,0.284,0.0,2.917,2.917,0.0,-9999,-9999,-2.4114717741935476,1.0,59.300096916772766,0.9737903225806452,-9999,-9999,-9999,-9999,-9999,-9999,4.265530913978495,1.0,-9999,-9999,-9999,-9999,-1.735,0.435,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.1788,0.0,3.27359,-9999,29.6553,0.0,8.68421,-9999,1.0,3,30.4516,17.5484,0.0,0.0,-2.96013,-2.96266,0.0,0.0,-9999,-9999,-9999,-9999,-2.96266,-2.96266,0.0,0.0,-9999,-9999,-9999,-9999,-2.79968,-2.85068,0.0,0.0,0.098843,0.103815,-3.63513,-3.3173,-3.13376,-2.96013,-2.55306,-2.0509,-1.60732,-3.6565,-3.61064,-3.31137,-2.96266,-2.55306,-2.0509,-1.60732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127815,0.120511,1.8021,1.80726,0.0,0.0,-9999,-9999,-9999,-9999,-8.02985,-8.02387,2.67053,2.68115,0.0,0.0,-9999,-9999,-9999,-9999,0.120511,0.120511,1.80726,1.80726,0.0,0.0,-9999,-9999,-9999,-9999,-8.02387,-8.02387,2.68115,2.68115,0.0,0.0,-9999,-9999,-9999,-9999,0.101756,0.10605,0.120511,0.127815,0.145225,0.266146,0.27447,-0.0578243,0.11886,0.11886,0.126211,0.145225,0.266146,0.27447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.79743,-8.93578,-8.48523,-8.02985,-7.14779,-5.88708,-4.28318,-9.899,-9.73248,-8.91139,-8.02985,-7.14779,-5.88708,-4.28318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374845,0.371624,0.357146,0.00437328,0.282168,0.353867,0.357529,0.361675,0.371863,0.373018,0.378267,0.364818,0.369655,0.354389,0.00505208,0.286631,0.321786,0.356801,0.361675,0.371624,0.373018,0.376366,3.33751,3.33429,3.20782,0.105379,1.8445,2.42244,2.44607,3.3317,3.49092,3.97009,3.99193,3.32495,3.33232,3.15407,0.10105,1.83916,2.42276,2.4509,3.32903,3.48958,3.67676,3.99193,0.776506,0.777759,0.836129,0.0308116,0.585204,0.67318,0.733974,0.777759,0.928834,0.960459,0.972958,0.85076,0.777759,0.804336,0.0252012,0.585091,0.669617,0.680672,0.777759,0.918514,0.955757,0.983339,1.93609,1.90759,2.13217,0.0630948,1.73513,1.87733,1.89779,1.90759,2.24859,2.81154,2.81718,1.90759,1.90759,2.07527,0.0542199,1.67586,1.87733,1.89779,1.90759,2.24683,2.49431,2.80366,-9999,-9999
199602,-3.268,1.0,-3.805,1.369,1.0,-2.543,1.209,1.0,-2.967,-3.745,1.466,-1.928,1.688,-3.268,1.0,-3.805,1.369,1.0,-2.543,1.209,1.0,165.372,66.985,1.0,71.201,66.985,1.0,-9999,-9999,263.806,263.806,0.0,239.965,1.0,262.271,239.965,1.0,0.846,1.0,1.574,0.846,1.0,96.893,96.893,0.0,1.452,1.452,0.0,3.211,3.211,0.0,-9999,-9999,18.499770114942528,1.0,114.52364026142959,0.9841954022988506,-9999,-9999,-9999,-9999,-9999,-9999,6.184935344827586,1.0,-9999,-9999,-9999,-9999,-1.432,-0.429,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.3948,0.0,6.8404,-9999,29.0684,0.0,17.4501,-9999,2.0,3,27.4483,20.5517,0.0,0.0,-3.00482,-3.00753,0.0,0.0,-9999,-9999,-9999,-9999,-3.00753,-3.00753,0.0,0.0,-9999,-9999,-9999,-9999,-2.83845,-2.89007,0.0,0.0,0.100832,0.105838,-3.69073,-3.36634,-3.17334,-3.00482,-2.5955,-2.07375,-1.6169,-3.70424,-3.66369,-3.35653,-3.00753,-2.5955,-2.07375,-1.6169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528376,0.520776,1.25763,1.26911,0.0,0.0,-9999,-9999,-9999,-9999,-7.45636,-7.45219,3.0145,3.01892,0.0,0.0,-9999,-9999,-9999,-9999,0.520776,0.520776,1.26911,1.26911,0.0,0.0,-9999,-9999,-9999,-9999,-7.45219,-7.45219,3.01892,3.01892,0.0,0.0,-9999,-9999,-9999,-9999,0.351661,0.502112,0.520776,0.528376,0.533711,0.577147,0.577147,0.231793,0.520776,0.526571,0.528376,0.533711,0.577147,0.577147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.01975,-8.24097,-7.83499,-7.45636,-6.55154,-5.42848,-4.06316,-9.09123,-8.95953,-8.23567,-7.45636,-6.55154,-5.42848,-4.06316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406011,0.402791,0.387913,0.00455719,0.308014,0.384993,0.388671,0.39283,0.403031,0.404185,0.409428,0.39598,0.400823,0.385095,0.00526808,0.312519,0.349911,0.38794,0.39283,0.402791,0.404185,0.407531,3.41354,3.41032,3.27798,0.107538,1.88125,2.47646,2.50114,3.408,3.56164,4.05428,4.07867,3.4008,3.40835,3.22355,0.103201,1.87589,2.47678,2.50596,3.40489,3.5603,3.75694,4.07867,0.875909,0.877324,0.941633,0.0329384,0.670309,0.765428,0.830541,0.877324,1.04198,1.08473,1.08856,0.9544,0.877324,0.90706,0.0276692,0.670141,0.761445,0.773714,0.877324,1.03579,1.07732,1.10444,2.96483,2.89262,3.25486,0.100039,2.51263,2.86898,2.88349,2.93184,3.49613,4.31911,4.32675,2.89262,2.89262,3.17612,0.085561,2.42755,2.87159,2.88349,2.93642,3.49344,3.83919,4.30321,-9999,-9999
199603,-0.839,1.0,-1.568,1.066,1.0,-0.13,1.638,1.0,0.226,-0.728,1.308,1.142,1.808,-0.839,1.0,-1.568,1.066,1.0,-0.13,1.638,1.0,263.398,108.473,1.0,123.076,108.473,1.0,-9999,-9999,273.288,273.288,0.0,257.061,1.0,273.289,257.061,1.0,0.964,1.0,1.956,0.964,1.0,97.326,97.326,0.0,1.352,1.352,0.0,2.895,2.904,0.0793011,-9999,-9999,52.24690860215054,1.0,199.07382463967056,0.9986559139784946,-9999,-9999,-9999,-9999,-9999,-9999,9.263427562342713,0.9993279569892473,-9999,-9999,-9999,-9999,-0.717,-0.133,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.1788,0.0,8.44004,-9999,29.6553,0.0,22.3898,-9999,3.0,3,23.6129,24.3871,0.0,0.0,-2.96013,-2.96266,0.0,0.0,-9999,-9999,-9999,-9999,-2.96266,-2.96266,0.0,0.0,-9999,-9999,-9999,-9999,-2.79968,-2.85068,0.0,0.0,0.098843,0.103815,-3.63513,-3.3173,-3.13376,-2.96013,-2.55306,-2.0509,-1.60732,-3.6565,-3.61064,-3.31137,-2.96266,-2.55306,-2.0509,-1.60732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89884,0.896987,0.774418,0.779159,0.0,0.0,-9999,-9999,-9999,-9999,-6.49229,-6.49509,3.48627,3.47865,0.0,0.0,-9999,-9999,-9999,-9999,0.896987,0.896987,0.779159,0.779159,0.0,0.0,-9999,-9999,-9999,-9999,-6.49509,-6.49509,3.47865,3.47865,0.0,0.0,-9999,-9999,-9999,-9999,0.625042,0.894897,0.896987,0.89884,0.917028,0.934288,0.934288,0.628103,0.896987,0.89884,0.907929,0.917028,0.934288,0.934288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.79478,-7.15668,-6.83075,-6.49509,-5.71874,-4.7991,-3.76908,-7.8682,-7.74828,-7.15668,-6.49509,-5.71874,-4.7991,-3.76908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467038,0.463905,0.448536,0.00485393,0.359452,0.4465,0.450109,0.454182,0.464138,0.465261,0.470357,0.457262,0.461987,0.445669,0.00561272,0.363911,0.40543,0.449392,0.454182,0.463905,0.465261,0.468514,3.4297,3.42657,3.29921,0.105752,1.92806,2.51472,2.53835,3.42394,3.58351,4.06263,4.08452,3.41739,3.42465,3.24535,0.101504,1.92281,2.51504,2.54304,3.42138,3.58211,3.7693,4.08452,1.09051,1.09227,1.16926,0.0367727,0.863044,0.969387,1.04094,1.09227,1.28876,1.34712,1.35394,1.17473,1.09227,1.12911,0.0324637,0.862713,0.964535,0.979237,1.09227,1.28876,1.33314,1.36274,4.4544,4.30234,4.8762,0.155824,3.57099,4.29024,4.2975,4.42395,5.33678,6.51045,6.52036,4.30234,4.30234,4.7704,0.132791,3.48082,4.2975,4.30145,4.43172,5.33273,5.79867,6.48054,-9999,-9999
199604,7.977,1.0,6.803,1.919,1.0,8.776,2.397,1.0,7.953,5.992,2.475,9.293,3.296,7.977,1.0,6.803,1.919,1.0,8.776,2.397,1.0,367.269,172.663,0.976389,186.696,175.469,0.976389,-9999,-9999,294.031,294.031,0.0,299.034,0.976389,297.394,298.459,0.976389,5.285,1.0,5.314,5.285,1.0,97.37,97.37,0.0,1.424,1.393,1.0,2.393,3.029,0.769444,-9999,-9999,98.27726388888888,1.0,377.2710972222222,1.0,-9999,-9999,-9999,-9999,-9999,-9999,12.298737499999996,0.9979166666666667,-9999,-9999,-9999,-9999,3.875,2.758,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.873976,0.0,12.3508,0.0,12.7955,-9999,36.3036,0.0,37.6109,-9999,3.0,3,19.6333,28.3667,0.0,0.0,-3.24251,-3.24891,0.0,0.0,-9999,-9999,-9999,-9999,-3.24891,-3.24891,0.0,0.0,-9999,-9999,-9999,-9999,-3.09683,-3.1437,0.0,0.0,0.0968896,0.101763,-3.90038,-3.60617,-3.43525,-3.24891,-2.85811,-2.38019,-1.88104,-3.95713,-3.87489,-3.59445,-3.24891,-2.85811,-2.38019,-1.87916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00157,1.00157,0.519426,0.519426,0.0,0.0,-9999,-9999,-9999,-9999,-5.97996,-5.99019,4.43579,4.42214,0.0,0.0,-9999,-9999,-9999,-9999,1.00157,1.00157,0.519426,0.519426,0.0,0.0,-9999,-9999,-9999,-9999,-5.99019,-5.99019,4.42214,4.42214,0.0,0.0,-9999,-9999,-9999,-9999,0.76969,0.994961,1.00157,1.00744,1.02137,1.02236,1.03718,0.76969,1.00157,1.00157,1.0152,1.02236,1.03718,1.03718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.08315,-6.56788,-6.30799,-5.99019,-5.35059,-4.57717,-3.74036,-7.20899,-7.04126,-6.56193,-5.99019,-5.35059,-4.57717,-3.73746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708312,0.706587,0.693156,0.00531445,0.573666,0.696929,0.698942,0.701208,0.706715,0.707334,0.710134,0.702916,0.705529,0.691061,0.00605121,0.576234,0.671029,0.698543,0.701208,0.706587,0.707334,0.709123,3.95722,3.95549,3.83686,0.104708,2.42336,3.08673,3.12916,3.95443,4.13399,4.57488,4.59892,3.94543,3.95443,3.78789,0.100577,2.42487,3.08691,3.13251,3.94804,4.13147,4.3065,4.59892,2.23538,2.23902,2.38456,0.0486249,2.04336,2.1357,2.19399,2.23897,2.5498,2.78976,2.80505,2.29791,2.23902,2.32064,0.0505759,2.04137,2.12785,2.15132,2.23902,2.544,2.66522,2.78363,5.71752,5.57841,6.16085,0.160418,4.88332,5.54265,5.56466,5.68527,6.64423,7.85663,7.86872,5.57841,5.57841,6.04848,0.137905,4.72107,5.54265,5.56466,5.70568,6.6391,7.11168,7.82503,-9999,-9999
199605,10.274,1.0,9.207,1.496,1.0,10.818,1.939,1.0,11.013,9.57,1.601,11.752,2.144,10.274,1.0,9.207,1.496,1.0,10.818,1.939,1.0,447.628,149.382,1.0,159.981,149.382,1.0,-9999,-9999,332.708,332.708,0.0,334.386,1.0,342.338,334.386,1.0,3.013,1.0,3.603,3.013,1.0,96.988,96.988,0.0,3.03,3.571,0.903226,2.645,2.896,0.790995,-9999,-9999,76.10354138069091,0.9993279569892474,278.49015528483187,0.9973118279569891,-9999,-9999,-9999,-9999,-9999,-9999,9.975396505376345,1.0,-9999,-9999,-9999,-9999,8.273,7.069,-9999,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.567117,0.0,8.93427,0.0,9.50432,-9999,44.7925,0.0,47.6504,-9999,3.0,3,16.4516,31.5484,0.0,0.0,-2.22427,-2.2552,0.0,0.0,-9999,-9999,-9999,-9999,-2.2552,-2.2552,0.0,0.0,-9999,-9999,-9999,-9999,-2.23806,-2.25599,0.0,0.0,0.0345454,0.0360823,-2.55861,-2.44479,-2.39677,-2.25451,-2.15812,-2.02307,-1.80962,-2.58034,-2.54035,-2.44322,-2.2552,-2.15812,-2.01932,-1.79939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858155,0.844047,0.342016,0.320076,0.0,0.0,-9999,-9999,-9999,-9999,-3.68189,-3.71975,3.71673,3.70339,0.0,0.0,-9999,-9999,-9999,-9999,0.844047,0.844047,0.320076,0.320076,0.0,0.0,-9999,-9999,-9999,-9999,-3.71975,-3.71975,3.70339,3.70339,0.0,0.0,-9999,-9999,-9999,-9999,0.767624,0.845326,0.857696,0.87739,0.88541,0.890205,0.899627,0.76982,0.845326,0.858155,0.878317,0.895204,0.898271,0.899627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.19423,-4.0101,-3.94887,-3.71975,-3.59101,-3.39838,-3.08058,-4.26159,-4.1662,-4.0101,-3.72186,-3.59101,-3.39591,-3.06568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770925,0.769489,0.756263,0.00554674,0.628441,0.761384,0.763083,0.764989,0.769596,0.770112,0.772438,0.766422,0.768607,0.754289,0.00630318,0.630652,0.739082,0.762746,0.764989,0.769489,0.770112,0.771599,3.02762,3.02468,3.01225,0.0394433,2.42078,2.78735,2.84064,3.0238,3.14071,3.3045,3.32136,3.00823,3.0238,2.99235,0.0388815,2.40843,2.79343,2.85914,3.01207,3.13762,3.20788,3.32136,2.50476,2.50883,2.67001,0.052724,2.30599,2.40275,2.46251,2.50878,2.84335,3.12793,3.14515,2.56668,2.50883,2.60005,0.0558086,2.30369,2.3947,2.41999,2.50883,2.83688,2.98151,3.12105,5.62839,5.4399,6.13063,0.186731,4.55945,5.42714,5.43383,5.59701,6.71305,8.08753,8.09958,5.4399,5.4399,6.0072,0.159552,4.46005,5.43383,5.43886,5.60501,6.70795,7.24337,8.05078,-9999,-9999
