TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201401,8.789,1.0,7.787,1.43,1.0,10.317,1.741,1.0,9.548,8.803,1.148,10.684,1.465,8.789,1.0,7.787,1.43,1.0,10.317,1.741,1.0,146.125,47.839,1.0,54.631,47.839,1.0,-9999,-9999,313.651,313.651,0.0,321.573,1.0,340.482,321.573,1.0,0.835,1.0,1.54,0.835,1.0,100.437,100.437,0.0,6.004,8.02,0.99664,2.574,2.574,0.0,-9999,-9999,12.475507000002489,0.9966397849462365,-9999,-9999,-9999,-9999,-9999,-9999,0.1388160293171769,0.9966397849462365,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,123.344,0.0,154.893,-9999,41.82,0.0,52.5167,-9999,5.0,3,29.0,19.0,0.0,0.0,-0.0199692,-0.0199692,0.0,0.0,-9999,-9999,-9999,-9999,-0.82616,0.181254,0.0,0.0,-9999,-9999,-9999,-9999,-0.408839,-0.315305,0.0,0.0,0.142776,0.133705,-1.96136,-1.25994,-1.22363,-0.787995,0.483124,0.54369,0.776035,-1.68661,-1.25534,-1.19058,-0.0199692,0.456214,0.483124,0.551955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91244,3.91244,5.93362,5.93362,0.0,0.0,-9999,-9999,-9999,-9999,-6.01972,-6.01972,1.88976,1.88976,0.0,0.0,-9999,-9999,-9999,-9999,2.62627,4.23347,7.07843,5.42459,0.0,0.0,-9999,-9999,-9999,-9999,-6.01972,-6.01972,1.88976,1.88976,0.0,0.0,-9999,-9999,-9999,-9999,0.638054,1.89523,1.94419,2.62627,4.76958,4.81169,5.18236,0.854996,1.90257,1.98116,3.91244,4.72665,4.76958,4.82487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.10296,-6.10296,-6.04374,-6.01972,-5.93884,-5.82994,-5.27255,-6.10296,-6.10296,-6.10296,-6.01972,-5.96009,-5.91635,-5.82994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10693,4.63959,5.20575,0.0427168,4.68517,4.97995,5.0237,5.13938,5.35246,5.44715,5.65847,5.31009,5.42696,5.29915,0.0498124,4.68517,5.0474,5.06495,5.29558,5.44715,5.48956,5.87204,4.70514,4.45833,5.52106,0.169019,4.29091,4.56338,4.5817,4.70514,6.35942,6.50131,7.33995,6.13625,6.25313,5.70799,0.180512,4.25777,4.56427,4.60892,6.18422,6.44745,6.7523,7.54579,7.2941,7.5492,7.36123,0.182894,4.62244,7.19292,7.2941,7.38473,7.95639,8.11371,8.42356,7.48666,7.52323,7.03775,0.260558,1.77395,6.76382,7.2941,7.52323,7.55327,8.054,8.29635,3.19732,3.20079,3.09961,0.0708925,2.26676,3.15122,3.16019,3.18219,3.19634,3.24026,3.32115,2.64504,3.18257,2.98042,0.112035,0.583969,3.08746,3.16341,3.18519,3.20426,3.24237,3.37637,-9999,-9999
201402,8.444,1.0,7.197,1.707,1.0,9.957,2.344,1.0,9.331,8.28,1.555,10.598,1.917,8.444,1.0,7.197,1.707,1.0,9.957,2.344,1.0,209.053,80.642,1.0,94.199,80.642,1.0,-9999,-9999,300.776,300.776,0.0,-9999,-9999,327.616,313.534,0.99628,1.76,1.0,2.369,1.76,1.0,100.459,100.459,0.0,5.143,6.33,0.991071,3.196,3.196,0.0,-9999,-9999,34.45202535756664,0.9962797619047619,-9999,-9999,-9999,-9999,-9999,-9999,3.2855879864121826,0.9962797619047619,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,123.074,0.0,177.857,-9999,42.0576,0.0,60.7784,-9999,1.0,3,26.3929,21.6071,0.0,0.0,-0.081846,-0.081846,0.0,0.0,-9999,-9999,-9999,-9999,-0.888098,0.119377,0.0,0.0,-9999,-9999,-9999,-9999,-0.46492,-0.375419,0.0,0.0,0.140779,0.131948,-1.99306,-1.31508,-1.27394,-0.843837,0.41273,0.47894,0.707793,-1.71278,-1.31092,-1.23829,-0.081846,0.387193,0.41273,0.48367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60404,4.60404,5.73476,5.73476,0.0,0.0,-9999,-9999,-9999,-9999,-5.79092,-5.79092,2.1798,2.1798,0.0,0.0,-9999,-9999,-9999,-9999,3.18943,4.95708,7.15427,5.0968,0.0,0.0,-9999,-9999,-9999,-9999,-5.79092,-5.79092,2.1798,2.1798,0.0,0.0,-9999,-9999,-9999,-9999,1.02777,2.39329,2.42237,3.19192,5.53249,5.58779,5.98904,1.26635,2.39701,2.46358,4.60404,5.48778,5.53249,5.59585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.86562,-5.86562,-5.80153,-5.79092,-5.71363,-5.57476,-5.09902,-5.86562,-5.86562,-5.86562,-5.79092,-5.7316,-5.70001,-5.57476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01536,4.53655,5.11618,0.0433277,4.58238,4.88889,4.9332,5.04824,5.27099,5.35154,5.58376,5.21277,5.33109,5.21025,0.0505868,4.58238,4.95722,4.97902,5.20071,5.362,5.41129,5.80147,4.66422,4.41718,5.4916,0.16784,4.26712,4.54186,4.55973,4.66422,6.32272,6.46686,7.29653,6.10087,6.21919,5.67517,0.179144,4.23464,4.54449,4.58777,6.14941,6.41847,6.73059,7.50113,7.25031,7.50387,7.31703,0.181796,4.59469,7.14974,7.25031,7.34039,7.90862,8.065,8.37299,7.44171,7.47806,6.99549,0.258994,1.7633,6.72321,7.25031,7.47806,7.50792,8.00565,8.24654,4.75253,4.75909,4.6078,0.107975,3.02655,4.69338,4.69784,4.72896,4.76499,4.83238,4.94403,4.02609,4.74505,4.42781,0.168556,0.86795,4.64901,4.71517,4.74732,4.76954,4.83736,4.98183,-9999,-9999
201403,10.153,0.952285,7.387,2.27,0.966398,12.848,3.753,0.937705,10.568,8.603,2.056,12.475,3.085,10.073,0.952285,7.416,2.233,0.966398,12.659,3.677,0.937705,298.355,147.715,0.954973,156.235,146.805,0.954973,-9999,-9999,297.936,297.936,0.0,314.024,0.952285,324.779,315.002,0.952285,3.751,0.952285,3.503,3.513,0.952285,101.101,101.101,0.0,2.928,3.049,0.932796,2.121,2.121,0.0,-9999,-9999,80.95249609163643,0.9200268817204301,-9999,-9999,-9999,-9999,-9999,-9999,11.243214706191434,0.9966397849462365,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.69162,0.0,123.566,0.0,146.184,-9999,41.9582,0.0,49.6383,-9999,1.0,3,23.5806,24.4194,0.0,0.0,-0.0403451,-0.0403451,0.0,0.0,-9999,-9999,-9999,-9999,-0.844813,0.160878,0.0,0.0,-9999,-9999,-9999,-9999,-0.426363,-0.334265,0.0,0.0,0.142084,0.132984,-1.97336,-1.27324,-1.23603,-0.802674,0.46071,0.521614,0.75474,-1.69861,-1.26907,-1.20388,-0.0403451,0.4338,0.46071,0.529893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35379,5.35379,5.54237,5.54237,0.0,0.0,-9999,-9999,-9999,-9999,-5.24268,-5.24268,2.46077,2.46077,0.0,0.0,-9999,-9999,-9999,-9999,3.77262,5.74931,7.31825,4.72161,0.0,0.0,-9999,-9999,-9999,-9999,-5.24268,-5.24268,2.46077,2.46077,0.0,0.0,-9999,-9999,-9999,-9999,1.48605,2.88427,2.90563,3.77888,6.40583,6.45835,6.91668,1.75334,2.88427,2.9584,5.35379,6.35291,6.40583,6.47469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.30748,-5.30748,-5.25046,-5.24268,-5.18366,-5.06631,-4.71467,-5.30748,-5.30748,-5.30748,-5.24268,-5.19379,-5.17379,-5.06631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49546,5.13978,5.58123,0.0380161,5.1797,5.37039,5.4086,5.50026,5.75124,5.82226,5.93659,5.7279,5.83063,5.66829,0.044105,5.1797,5.42932,5.43435,5.63808,5.83063,5.88497,6.12672,5.22004,4.9789,5.91549,0.163453,4.70071,4.96861,4.99212,5.1413,6.76788,6.8397,7.63521,6.57272,6.67544,6.09466,0.173641,4.66779,4.96861,5.01408,6.61487,6.8006,7.06543,7.81388,7.43049,7.69035,7.49887,0.186313,4.70887,7.32742,7.43049,7.52281,8.10516,8.26542,8.58107,7.62665,7.6639,7.16934,0.26543,1.80712,6.89029,7.43049,7.6639,7.69451,8.2046,8.45148,7.31032,7.32465,7.0764,0.173851,4.06173,7.18581,7.20842,7.2801,7.35338,7.45218,7.62806,6.37765,7.32641,6.78386,0.266256,1.2368,7.18581,7.2214,7.32093,7.38587,7.43575,7.51882,-9999,-9999
201404,13.41,0.975694,10.331,1.848,0.986667,15.718,3.335,0.967857,13.844,11.454,1.658,15.634,2.927,13.466,0.975694,10.341,1.867,0.986667,15.808,3.386,0.967857,389.448,203.003,0.975694,203.061,207.831,0.975694,-9999,-9999,317.29,317.29,0.0,339.542,0.975694,344.118,339.315,0.975694,4.379,0.975694,4.705,4.456,0.975694,100.862,100.862,0.0,2.061,1.286,0.970139,2.152,2.152,0.0,-9999,-9999,133.37628803258735,0.9631944444444444,-9999,-9999,-9999,-9999,-9999,-9999,20.024940993597482,0.9631944444444444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.469772,0.0,123.336,0.0,136.927,-9999,41.9415,0.0,46.5631,-9999,2.0,3,20.6,27.4,0.0,0.0,-0.0462381,-0.0462381,0.0,0.0,-9999,-9999,-9999,-9999,-0.851855,0.154985,0.0,0.0,-9999,-9999,-9999,-9999,-0.432323,-0.340538,0.0,0.0,0.141913,0.132909,-1.97826,-1.28168,-1.24457,-0.810424,0.453504,0.515942,0.747469,-1.69888,-1.27736,-1.21,-0.0462381,0.427021,0.453504,0.523111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1485,6.1485,5.46075,5.46075,0.0,0.0,-9999,-9999,-9999,-9999,-4.69994,-4.69994,2.95904,2.95904,0.0,0.0,-9999,-9999,-9999,-9999,4.33738,6.60092,7.65765,4.39996,0.0,0.0,-9999,-9999,-9999,-9999,-4.69994,-4.69994,2.95904,2.95904,0.0,0.0,-9999,-9999,-9999,-9999,1.50387,3.23183,3.31218,4.34106,7.34914,7.41228,7.93291,1.8096,3.31218,3.39728,6.1485,7.2896,7.34914,7.42839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.75802,-4.75802,-4.69994,-4.69994,-4.61878,-4.53437,-3.96406,-4.75802,-4.75802,-4.75802,-4.69994,-4.64409,-4.53437,-4.51421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45852,6.30982,6.51715,0.03271,6.31865,6.33758,6.36163,6.41823,6.70651,6.80759,6.8605,6.7581,6.83471,6.59241,0.0369961,6.30974,6.37118,6.37944,6.49474,6.78959,6.83471,6.87504,6.38704,6.15484,6.85769,0.154547,5.71626,5.92328,5.95295,6.09018,7.67093,7.68697,8.36879,7.60996,7.68656,7.02474,0.16179,5.67091,5.92328,5.96645,7.58379,7.72024,7.85342,8.49919,7.82516,8.09883,7.89717,0.196209,4.95898,7.71661,7.82516,7.92238,8.53566,8.70444,9.03685,8.03174,8.07097,7.55014,0.279529,1.90311,7.25627,7.82516,8.07097,8.1032,8.64038,8.90038,9.42593,9.44661,9.12429,0.228112,4.92628,9.25249,9.28686,9.42593,9.51059,9.65591,9.85117,8.34362,9.46403,8.7421,0.346522,1.57973,9.25249,9.29935,9.44422,9.46944,9.58465,9.68254,-9999,-9999
201405,13.859,0.680108,11.015,1.59,0.693548,15.551,3.097,0.672043,14.735,12.386,1.42,16.127,2.65,14.235,0.680108,11.321,1.624,0.693548,15.966,2.972,0.672043,456.553,220.399,0.682124,232.829,238.005,0.682124,-9999,-9999,324.352,324.352,0.0,347.781,0.679435,351.175,349.092,0.679435,4.098,0.680108,4.96,4.399,0.680108,101.14,101.14,0.0,3.559,3.985,0.263441,2.244,2.244,0.0,-9999,-9999,167.4779043439882,0.6411290322580645,-9999,-9999,-9999,-9999,-9999,-9999,23.344541755174273,0.6424731182795698,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.66766,0.0,113.516,0.0,120.995,-9999,41.6167,0.0,44.3588,-9999,3.0,3,17.871,30.129,0.0,0.0,0.0553778,0.0592056,0.0,0.0,-9999,-9999,-9999,-9999,-0.168604,0.120288,0.0,0.0,-9999,-9999,-9999,-9999,-0.0475403,-0.0603897,0.0,0.0,0.0315596,0.0267287,-0.338244,-0.275164,-0.249875,-0.0766882,0.100482,0.171986,0.27019,-0.346161,-0.276784,-0.229524,-0.033473,0.0653703,0.0874522,0.179186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65204,7.65204,1.99604,1.99604,0.0,0.0,-9999,-9999,-9999,-9999,-4.46646,-4.46056,6.25697,6.25501,0.0,0.0,-9999,-9999,-9999,-9999,7.02992,7.81555,2.75003,1.62274,0.0,0.0,-9999,-9999,-9999,-9999,-4.44857,-4.46274,6.25347,6.25491,0.0,0.0,-9999,-9999,-9999,-9999,5.83464,6.28232,6.34582,7.02992,7.83973,7.94969,8.19347,5.87122,6.28232,6.33059,7.65204,7.79342,7.83973,7.98523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.55587,-4.53132,-4.51966,-4.44664,-4.20413,-4.15606,-3.81719,-4.6034,-4.55587,-4.53132,-4.45801,-4.27213,-4.18062,-4.14686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67734,6.57488,6.72979,0.0324028,6.53869,6.55608,6.57576,6.63005,6.89596,7.03785,7.08665,6.99213,7.06287,6.80238,0.0364001,6.51207,6.5848,6.5945,6.69651,6.96359,7.06287,7.10004,6.54471,6.45459,6.79018,0.0462108,6.42257,6.51366,6.52518,6.5958,7.1016,7.15634,7.22573,7.15798,7.23147,6.84992,0.0489927,6.42257,6.51366,6.54516,6.85019,7.15798,7.20586,7.25053,7.91457,8.19136,7.9874,0.198451,5.01564,7.80478,7.91457,8.0129,8.63319,8.8039,9.1401,8.12351,8.16318,7.6364,0.282723,1.92485,7.33918,7.91457,8.16318,8.19578,8.73911,9.00207,10.6698,10.693,10.3332,0.258113,5.53881,10.4804,10.5203,10.6698,10.7694,10.9307,11.1477,9.46345,10.7155,9.90301,0.391885,1.81595,10.4804,10.5332,10.6939,10.735,10.8898,10.9611,-9999,-9999
