TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
200301,-1.1,1.0,-1.823,1.132,1.0,0.005,1.365,1.0,-2.183,-2.725,1.89,-1.362,2.388,-1.1,1.0,-1.823,1.132,1.0,0.005,1.365,1.0,135.655,75.333,0.999328,76.08,75.392,0.999328,232.639,1.0,237.089,232.639,1.0,229.715,0.999328,241.202,229.714,0.999328,2.262,1.0,1.304,2.262,1.0,85.697,85.697,0.0,1.211,1.211,0.0,0.931,1.307,0.985215,0.43390026178892127,0.8420698924731184,-6.723729759475805,1.0,136.70062435219535,0.9979838709677419,-9999,-9999,8.819961260551073,1.0,305.46721102150536,1.0,366.085,0.999328,-0.208,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.6757,0.999328,28.8454,0.768986,-13.9666,1.0,-14.5569,1.19241,5.0,3,29.1613,18.8387,29.1613,18.8387,-0.708132,-0.701229,0.989919,0.986559,0.0288677,0.0280997,0.0352192,0.0346196,-0.694624,-0.714646,0.989919,0.987903,0.0281727,0.0281861,0.0346518,0.0346897,-0.7064,-0.702406,0.987802,0.983653,0.00324847,0.00338695,-0.732824,-0.7284,-0.721206,-0.704302,-0.693399,-0.688049,-0.674279,-0.734172,-0.726519,-0.716791,-0.701928,-0.690399,-0.686076,-0.677504,0.990591,0.993952,0.975134,0.971102,0.991263,0.989247,0.989919,0.986559,0.991263,0.978495,0.971102,0.989919,0.988575,0.985215,-0.037529,0.0077273,0.492589,0.469192,0.996774,0.995699,0.0310789,0.0301398,0.044213,0.0420302,-1.67757,-1.73316,1.52424,1.44929,0.980221,0.973514,0.0520527,0.0504539,0.0769146,0.0717047,-0.026128,-0.0141656,0.48691,0.468775,0.996774,0.995699,0.0302471,0.0306995,0.0436324,0.0424334,-1.66022,-1.73054,1.52325,1.45968,0.980221,0.976825,0.0509187,0.0503108,0.0761518,0.0716041,-0.0836547,-0.0689113,-0.0636469,-0.0386594,-0.0164662,-0.00601791,0.00252221,-0.0708529,-0.0551082,-0.0386594,-0.0208663,-0.00601791,0.00347946,0.0103042,0.986022,0.996774,0.996774,0.988172,0.995699,0.989247,0.989247,0.998925,0.996774,0.988172,0.996774,0.989247,0.989247,0.995699,-1.75533,-1.73316,-1.68948,-1.66834,-1.64329,-1.61991,-1.60667,-1.77042,-1.74519,-1.7341,-1.683,-1.65337,-1.64329,-1.61645,0.961347,0.973514,0.981919,0.983531,0.978429,0.976825,0.985314,0.973514,0.919204,0.973514,0.980221,0.978429,0.978429,0.985314,0.197734,0.18562,0.188715,0.00472765,0.126817,0.152715,0.171238,0.187586,0.201926,0.227337,0.235169,0.134906,0.189241,0.1724,0.00548152,0.106318,0.135392,0.144636,0.184754,0.191753,0.196096,0.235258,0.838927,0.900267,0.890505,0.00436758,0.831881,0.86199,0.873384,0.888097,0.907365,0.919599,0.934475,0.828306,0.883865,0.876579,0.0052292,0.807881,0.831664,0.86199,0.880222,0.899012,0.904228,0.936323,0.614374,0.614374,0.705584,0.0411213,0.239869,0.479037,0.51853,0.64478,0.788296,1.10021,1.13463,1.12641,1.10183,0.851425,0.0438812,0.459913,0.535695,0.617289,0.79747,1.11753,1.14787,1.21117,0.394751,0.482095,0.632981,0.0384625,0.343247,0.400855,0.436483,0.543753,0.8314,0.930368,0.97788,0.930978,0.959647,0.777331,0.0406208,0.3853,0.449391,0.483166,0.829316,0.94749,0.980272,1.11854,-9999,-9999
200302,-3.709,1.0,-4.93,1.261,1.0,-2.178,1.847,1.0,-3.854,-4.611,2.389,-2.897,3.367,-3.709,1.0,-4.93,1.261,1.0,-2.178,1.847,1.0,198.957,134.966,1.0,135.578,134.966,1.0,205.055,1.0,214.807,205.055,1.0,204.778,1.0,216.248,204.778,1.0,2.254,1.0,1.655,2.254,1.0,86.193,86.193,0.0,0.247,0.247,0.0,0.949,1.077,0.999256,0.4079315832218998,0.8712797619047619,32.62917129441964,1.0,238.22614752619407,0.9918154761904763,-9999,-9999,12.461588648660713,1.0,294.84655357142856,1.0,364.374,0.983631,-0.932,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.4157,0.981399,11.1221,0.501858,43.4968,0.985119,46.4467,1.17717,1.0,3,26.8214,21.1786,26.8214,21.1786,-1.25452,-1.07046,0.949405,0.934524,0.0483949,0.0505268,0.132785,0.123183,-1.23954,-1.09555,0.949405,0.936012,0.0480469,0.0483568,0.132658,0.122309,-1.22618,-1.14695,0.944327,0.936217,0.0193083,0.0159073,-1.45954,-1.33295,-1.31832,-1.24617,-1.10834,-1.08565,-1.07617,-1.33487,-1.28732,-1.23955,-1.10884,-1.08376,-1.06263,-1.0254,0.956845,0.956845,0.953869,0.949405,0.931548,0.934524,0.936012,0.956845,0.953869,0.949405,0.931548,0.93006,0.934524,0.915179,0.059814,0.326971,0.37272,0.387591,0.992347,0.976158,0.0518402,0.0546808,0.207753,0.18288,-2.78096,-2.70823,1.90642,1.93719,0.894643,0.880844,0.0828344,0.0869223,0.0934517,0.093932,0.0848217,0.288599,0.372435,0.408211,0.992347,0.976158,0.0514587,0.0497817,0.207658,0.181475,-2.77953,-2.71691,1.90891,1.9441,0.894643,0.884253,0.0822476,0.0847318,0.0929319,0.0919087,-0.256845,-0.0735341,-0.0548508,0.0752141,0.274645,0.328827,0.341213,-0.073812,-0.00776516,0.0848217,0.274645,0.341213,0.341262,0.401976,0.993622,0.993622,0.991071,0.992347,0.976158,0.976158,0.976158,0.993622,0.991071,0.992347,0.976158,0.976158,0.976158,0.976158,-2.83905,-2.81966,-2.78969,-2.77344,-2.74521,-2.73314,-2.71664,-2.80288,-2.78127,-2.77651,-2.75902,-2.73937,-2.71006,-2.68292,0.909578,0.894643,0.909903,0.906656,0.87289,0.851948,0.884253,0.909903,0.894643,0.894643,0.87289,0.886039,0.880844,0.823701,0.314713,0.532459,0.469581,0.0253994,0.211281,0.279164,0.314713,0.463233,0.67056,0.673037,0.680526,0.253385,0.369315,0.393521,0.0272992,0.10089,0.251222,0.253385,0.340877,0.485644,0.532025,0.689816,1.58079,1.62801,1.6503,0.0119443,1.56707,1.57333,1.5902,1.62257,1.73319,1.75099,1.76395,1.58146,1.60886,1.62894,0.0114248,1.56043,1.56707,1.57174,1.60003,1.65042,1.65964,1.76808,1.42497,1.42499,1.51129,0.0849222,0.850164,0.907073,1.17047,1.44591,1.66645,1.86231,2.25858,1.15128,0.998255,1.6233,0.100761,0.868028,1.00467,1.15128,1.45303,1.80128,2.25137,3.04304,1.65676,1.87772,1.8941,0.0336333,1.59423,1.66388,1.74258,1.86563,1.99116,2.04913,2.15211,1.74394,1.73965,1.96095,0.0381093,1.66397,1.74238,1.76241,1.90831,2.05184,2.14875,2.50266,-9999,-9999
200303,3.551,1.0,2.016,1.136,1.0,5.036,2.179,1.0,3.027,2.146,2.303,3.879,3.182,3.551,1.0,2.016,1.136,1.0,5.036,2.179,1.0,289.969,189.301,0.997984,192.666,189.27,0.997984,244.133,1.0,251.318,244.133,1.0,251.544,0.997984,257.136,251.554,0.997984,3.525,1.0,2.476,3.525,1.0,86.553,86.553,0.0,0.563,0.563,0.0,0.825,1.121,1.0,0.40532021764046466,0.8528225806451613,88.18212663051075,1.0,337.8311153682844,0.9966397849462365,-9999,-9999,15.65949834543011,1.0,328.8282365591398,1.0,365.91,0.997312,-0.547,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.7699,0.997984,31.0189,0.62185,71.58,0.997984,74.5831,1.05538,2.0,3,23.6129,24.3871,23.6129,24.3871,-4.78791,-4.80615,0.986559,0.982527,0.0861776,0.0876852,0.0941803,0.0974148,-4.7852,-4.81795,0.985215,0.982527,0.0866165,0.0879256,0.0945821,0.0976313,-4.78577,-4.7927,0.984913,0.978679,0.00597851,0.00652829,-4.83758,-4.81896,-4.81303,-4.79531,-4.76632,-4.74298,-4.71877,-4.85511,-4.83671,-4.81879,-4.80189,-4.78256,-4.75183,-4.71789,0.983871,0.986559,0.983871,0.986559,0.986559,0.989247,0.992608,0.981855,0.983871,0.983871,0.983871,0.985215,0.832661,0.979839,0.150042,0.253317,0.45849,0.403031,0.992987,0.987553,0.0490477,0.0530823,0.0760372,0.0876716,-9.10835,-9.24551,6.20687,6.17916,0.98048,0.977792,0.156402,0.158295,0.19777,0.178277,0.176831,0.217036,0.453817,0.419052,0.992987,0.987553,0.0486081,0.0512228,0.0757544,0.0865584,-9.12828,-9.23013,6.19904,6.18672,0.977792,0.977792,0.1574,0.159223,0.19856,0.179102,0.115547,0.120765,0.126927,0.165582,0.202411,0.236971,0.277504,0.11903,0.14003,0.161035,0.199986,0.253317,0.27958,0.423019,1.0,0.992987,0.992987,0.987553,0.987553,0.987553,0.991585,0.992987,0.992987,0.991585,0.991585,0.987553,0.991585,0.990182,-9.28095,-9.23876,-9.2149,-9.12188,-9.09698,-8.99668,-8.97309,-9.29254,-9.27307,-9.25068,-9.21452,-9.1312,-9.10905,-9.0385,0.976551,0.976551,0.980426,0.976501,0.98048,0.98177,0.985641,0.976551,0.97531,0.972676,0.976551,0.976501,0.98048,0.98048,0.199361,0.233721,0.234549,0.0056351,0.173158,0.199361,0.205458,0.237293,0.272923,0.276244,0.284769,0.205582,0.223996,0.218379,0.00594602,0.166138,0.173986,0.185231,0.205896,0.241695,0.263618,0.283835,4.95374,5.05167,5.03675,0.00821225,4.93635,4.97967,4.99404,5.04446,5.07544,5.08642,5.10533,4.95528,5.00919,5.007,0.00921167,4.90371,4.94315,4.96144,4.98562,5.04953,5.06049,5.10543,0.891189,0.804316,1.02546,0.0394958,0.707945,0.812086,0.891186,0.985407,1.09887,1.15537,1.36256,0.956117,0.960062,0.991936,0.0261673,0.724945,0.851266,0.912114,0.962311,1.05628,1.1466,1.16711,4.34453,4.28747,4.45502,0.0471504,4.16698,4.32409,4.34453,4.43836,4.50763,4.5306,4.981,4.38812,4.32423,4.43107,0.0312637,4.16698,4.28757,4.32599,4.439,4.49325,4.5001,4.50919,-9999,-9999
200304,3.734,1.0,2.487,1.222,1.0,4.644,1.896,1.0,4.797,3.976,1.859,5.395,2.387,3.734,1.0,2.487,1.222,1.0,4.644,1.896,1.0,384.092,190.681,1.0,202.442,190.681,1.0,276.915,1.0,275.875,276.915,1.0,272.945,1.0,284.638,272.945,1.0,2.42,1.0,2.519,2.42,1.0,86.009,86.009,0.0,2.712,2.712,0.0,1.123,1.241,1.0,0.4846274899830829,0.8520833333333333,119.49540445736791,0.9993055555555554,345.077602152612,0.9972222222222222,-9999,-9999,15.519894760416665,1.0,331.5312347222222,1.0,357.572,0.997222,0.721,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,61.9258,0.997917,61.7018,0.908473,47.252,0.994444,47.081,0.987274,1.0,3,20.2667,27.7333,20.2667,27.7333,-7.09135,-7.20358,0.983333,0.979861,0.0981052,0.102525,0.123553,0.141944,-7.08141,-7.21448,0.983333,0.979861,0.0974774,0.0984064,0.123055,0.138999,-7.17363,-7.222,0.980174,0.976285,0.0137902,0.0236121,-7.3793,-7.24753,-7.21503,-7.1527,-7.12322,-7.09732,-7.09135,-7.60023,-7.29365,-7.25081,-7.21082,-7.12489,-7.09732,-7.08602,0.961806,0.974306,0.979861,0.984028,0.984028,0.983333,0.983333,0.960417,0.967361,0.974306,0.979861,0.981944,0.983333,0.982639,0.281557,0.297334,0.402209,0.381562,1.0,1.0,0.0324099,0.0336028,0.0522519,0.0444655,-11.957,-12.1564,8.10568,8.22035,0.970666,0.964579,0.161902,0.169079,0.202929,0.249992,0.309324,0.295242,0.382102,0.384542,1.0,1.0,0.0308169,0.0321736,0.0512791,0.0433955,-11.9602,-12.1751,8.09652,8.23151,0.970666,0.964579,0.161011,0.162434,0.202218,0.245546,0.195121,0.230801,0.277178,0.283287,0.297334,0.312773,0.354522,0.230801,0.277942,0.2798,0.29335,0.312773,0.336184,0.400718,1.0,1.0,1.0,1.0,1.0,1.0,0.984127,1.0,1.0,1.0,1.0,1.0,0.984127,0.979198,-12.5043,-12.2209,-12.1751,-12.0371,-12.0102,-11.9762,-11.9573,-12.917,-12.3635,-12.2274,-12.1741,-12.0102,-11.9952,-11.9573,0.947294,0.960654,0.964579,0.965813,0.968283,0.970666,0.970666,0.948482,0.95691,0.960654,0.964579,0.968283,0.969432,0.970666,0.435971,0.525996,0.49538,0.00997174,0.344222,0.435347,0.442532,0.511648,0.538108,0.553355,0.567865,0.360455,0.484405,0.45565,0.0126172,0.305491,0.355089,0.39206,0.451488,0.515655,0.520662,0.573701,7.5072,7.74047,7.65364,0.0173053,7.49995,7.51882,7.5488,7.64555,7.74169,7.77771,7.79948,7.51315,7.56581,7.60705,0.0177729,7.47249,7.51109,7.51424,7.56348,7.71372,7.73034,7.80472,2.18364,2.18364,2.32313,0.0358209,1.96435,2.08161,2.14355,2.29365,2.50629,2.55923,2.59867,2.09354,2.31844,2.2752,0.0309674,1.96435,2.02802,2.14355,2.25078,2.42338,2.50638,2.59199,9.02582,9.03683,8.87182,0.0621498,7.81221,8.16059,8.91963,8.96866,9.02582,9.12495,9.23266,7.8882,8.92767,8.6572,0.0799388,7.81221,7.8765,8.08342,8.91963,8.99836,9.0333,9.14734,-9999,-9999
200305,12.022,0.994624,10.484,1.081,1.0,12.915,1.89,0.991675,11.913,10.634,1.806,12.654,2.584,12.016,0.994624,10.484,1.081,1.0,12.907,1.881,0.991675,454.401,255.677,0.994624,258.339,256.118,0.994624,300.648,0.993952,300.509,300.506,0.993952,323.746,0.994624,312.224,323.505,0.994624,5.092,0.994624,4.427,5.081,0.994624,86.34,86.34,0.0,1.925,1.925,0.0,0.973,1.186,1.0,0.4604715436541223,0.8944892473118279,161.78570415836765,0.9919354838709676,468.76405498313176,0.9932795698924731,-9999,-9999,19.729522686297397,0.9932795698924731,371.6564390983726,0.9926075268817204,346.071,0.995968,6.375,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70.935,0.995296,69.3086,0.980352,103.103,0.995296,100.739,1.15342,2.0,3,17.6129,30.3871,17.6129,30.3871,-8.17531,-8.03374,0.987231,0.975134,0.0932136,0.0907865,0.129263,0.110067,-8.13042,-8.06506,0.980511,0.975806,0.0923949,0.0901289,0.128673,0.109525,-8.15778,-8.11289,0.982897,0.974714,0.0140819,0.0101796,-8.36251,-8.23988,-8.2163,-8.15239,-8.11032,-8.06077,-8.03841,-8.25322,-8.17437,-8.14872,-8.12352,-8.05585,-8.04991,-8.03273,0.995296,0.994624,0.994624,0.990591,0.978495,0.971774,0.975134,0.887097,0.987231,0.981183,0.971774,0.971774,0.975134,0.975134,1.71146,2.08079,0.49854,0.482844,1.0,0.979127,0.0599511,0.0679909,0.300964,0.201721,-13.4402,-13.4432,9.74511,9.73691,0.979914,0.972667,0.137568,0.1329,0.142898,0.151641,1.80373,2.00253,0.504054,0.491674,0.98482,0.981025,0.0575025,0.0595553,0.300486,0.199037,-13.4253,-13.4447,9.69466,9.72229,0.97787,0.972667,0.136637,0.13278,0.142001,0.151536,1.18791,1.49092,1.55667,1.78547,1.99136,2.08079,2.19952,1.48773,1.71362,1.79954,1.97022,2.08302,2.09346,2.26101,1.0,1.0,1.0,0.98482,0.971537,0.979127,0.958254,1.0,1.0,0.98482,0.971537,0.971537,0.979127,0.958254,-13.5907,-13.4869,-13.4714,-13.4402,-13.4123,-13.4096,-13.3994,-13.6518,-13.57,-13.4878,-13.4668,-13.4401,-13.424,-13.4096,0.961082,0.97683,0.97683,0.979914,0.991675,0.986334,0.992716,0.950538,0.961082,0.97683,0.972667,0.979914,0.97787,0.986334,1.8826,1.97124,1.94989,0.0276291,1.63542,1.76382,1.80552,1.92993,2.08258,2.18895,2.21466,1.70525,1.81031,1.85967,0.0316798,1.41822,1.68211,1.7284,1.85518,1.97124,1.99934,2.21785,9.9175,10.0363,10.0699,0.0188191,9.89821,9.9175,9.94969,10.0603,10.2061,10.2246,10.2474,9.93941,9.94072,10.017,0.019754,9.78022,9.92199,9.9282,10.0175,10.0868,10.0997,10.2502,2.439,4.16917,2.98133,0.110642,1.83131,2.15604,2.41504,2.84449,3.60884,3.6523,3.92646,3.47995,2.97424,3.08045,0.0978175,1.83565,2.2463,2.61346,3.18703,3.56066,3.6523,3.87392,10.0656,11.5564,10.64,0.100517,9.76136,9.84762,10.041,10.6233,11.242,11.3622,11.454,11.0518,10.6886,10.7102,0.0821575,9.74048,10.11,10.2583,10.7133,11.1533,11.3048,11.3641,-9999,-9999
