TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.785,1.394,1.009,2.465,0.853,1.751,0.258065,1.425,0.995,0.258065,2.331,0.732,0.258065,103.453,-9999,-9999,32.746,32.746,0.0,-9999,-9999,324.447,324.447,0.0,-9999,-9999,277.853,266.587,0.258065,-9999,-9999,0.691,0.636,0.258065,94.46,94.424,0.257392,4.255,4.306,1.0,3.17,3.22,0.838038,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,387.303,0.668683,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.03731,0.258065,57.8805,-9999,-9999,-9999,-40.3101,-9999,-9999,-9999,-9999,-9999,30.3871,17.6129,0.0,0.0,-2.78378,-2.77267,0.410618,0.417339,-9999,-9999,-9999,-9999,-3.00995,-2.77677,0.377016,0.416667,-9999,-9999,-9999,-9999,-2.91003,-2.78515,0.365575,0.410484,0.0391738,0.0172065,-3.46434,-3.08492,-3.01431,-2.90117,-2.77677,-2.71215,-2.66385,-3.01199,-2.90117,-2.79534,-2.77755,-2.71222,-2.69327,-2.66643,0.260753,0.31586,0.325269,0.340054,0.416667,0.426747,0.454973,0.383065,0.340054,0.406586,0.398522,0.427419,0.436828,0.453629,-1.18739,-1.18638,5.04492,5.05035,0.379612,0.389049,-9999,-9999,-9999,-9999,-5.28541,-5.25463,6.76818,6.78417,0.459775,0.461672,-9999,-9999,-9999,-9999,-1.44165,-1.18637,5.27715,5.05018,0.346134,0.389049,-9999,-9999,-9999,-9999,-5.45951,-5.26582,7.00811,6.77678,0.424121,0.459775,-9999,-9999,-9999,-9999,-2.32046,-1.71512,-1.56443,-1.39834,-1.15968,-1.14794,-1.13015,-1.44165,-1.31239,-1.2023,-1.17574,-1.15959,-1.14641,-1.13291,0.210894,0.276773,0.295181,0.335656,0.400495,0.36551,0.43304,0.346134,0.355714,0.381693,0.37649,0.399455,0.414166,0.412085,-5.50986,-5.45951,-5.39471,-5.24364,-5.13999,-5.08966,-5.03597,-5.46607,-5.34084,-5.2863,-5.26582,-5.13999,-5.10993,-5.08933,0.429414,0.424121,0.411837,0.392862,0.469062,0.323052,0.492532,0.422423,0.450287,0.455979,0.459775,0.469062,0.47096,0.47096,4.23558e-07,4.43289e-07,4.17278e-07,7.74224e-09,2.66953e-07,3.89691e-07,4.16691e-07,4.22991e-07,4.3487e-07,4.47096e-07,4.7424e-07,4.225e-07,3.80519e-07,3.79329e-07,1.07052e-08,2.67944e-07,2.78456e-07,3.23582e-07,3.8155e-07,4.225e-07,4.45988e-07,4.73455e-07,2.79314,2.77677,2.78515,0.0172065,2.66198,2.68434,2.71222,2.77677,2.79314,2.83965,3.00995,3.01654,3.00995,2.91003,0.0391738,2.65539,2.6842,2.77193,2.90107,3.00692,3.02345,3.41314,5.10463,5.17012,5.27325,0.209961,0.178071,5.0192,5.04214,5.10463,6.22615,6.26426,6.28491,5.08226,6.22607,5.49461,0.258419,0.120983,5.0192,5.08226,6.22615,6.2662,6.28491,6.30545,1.32176,0.324843,1.19922,0.166415,0.324843,0.324843,0.324843,0.327294,2.46269,2.58234,2.586,2.58234,2.46262,1.86106,0.138763,0.324843,0.327294,1.33415,2.24636,2.46433,2.52731,2.58542,-9999,-9999
201202,-2.928,1.0,-3.404,1.232,1.0,-2.28,1.289,1.0,-2.7,-3.303,1.463,-1.872,1.638,-2.928,1.0,-3.404,1.232,1.0,-2.28,1.289,1.0,168.604,-9999,-9999,66.851,66.851,0.0,-9999,-9999,306.048,306.048,0.0,208.336,1.0,253.561,208.336,1.0,0.563,1.0,0.562,0.563,1.0,95.116,94.931,1.0,1.314,1.121,1.0,2.339,2.555,0.846264,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,388.919,0.668822,-0.849,-0.303,0.027,0.701,1.684,2.766,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,18.581,28.411,-9999,-9999,-9999,-9999,1.0,1.0,-4.20523,1.0,33.7071,-9999,-9999,-9999,-2.67439,-9999,-9999,-9999,-9999,-9999,27.3793,20.6207,0.0,0.0,-1.30764,-1.28365,0.35273,0.373563,-9999,-9999,-9999,-9999,-1.51174,-1.27866,0.292385,0.371408,-9999,-9999,-9999,-9999,-1.46975,-1.21584,0.305154,0.364242,0.057748,0.0377088,-2.04686,-2.01342,-1.6409,-1.47783,-1.28601,-1.02064,-0.843387,-1.65478,-1.38483,-1.33544,-1.27866,-1.0203,-0.999044,-0.961812,0.196121,0.211207,0.272989,0.281609,0.359914,0.397989,0.479167,0.259339,0.3125,0.341236,0.371408,0.400862,0.403017,0.417385,0.460794,0.52061,2.73548,2.59438,0.312456,0.335083,-9999,-9999,-9999,-9999,-3.4299,-3.44779,3.83275,3.73576,0.409934,0.428943,-9999,-9999,-9999,-9999,0.393874,0.520472,2.97057,2.60915,0.235723,0.333852,-9999,-9999,-9999,-9999,-3.79064,-3.43532,3.75061,3.71858,0.369635,0.425313,-9999,-9999,-9999,-9999,-0.34993,-0.30385,0.338976,0.459909,0.558047,0.911854,0.937548,0.312008,0.460794,0.476432,0.539216,0.909031,0.926818,0.935764,0.129357,0.138958,0.193522,0.181011,0.264471,0.370319,0.459752,0.194711,0.312456,0.29075,0.259538,0.371508,0.378858,0.37516,-4.06983,-4.00021,-3.99447,-3.76783,-3.43532,-3.37072,-3.10206,-4.00491,-3.69873,-3.52991,-3.41867,-3.36522,-3.35255,-3.26353,0.355635,0.332022,0.315374,0.37508,0.425313,0.439486,0.49273,0.346997,0.385451,0.401175,0.409934,0.44277,0.446227,0.456598,0.678632,0.647272,0.725978,0.0107209,0.584699,0.639378,0.647199,0.740513,0.78473,0.789522,0.804501,0.706347,0.584699,0.683091,0.0176009,0.50929,0.580392,0.594715,0.647165,0.772028,0.796053,0.867998,1.95637,1.92594,1.94181,0.0309608,1.69663,1.76677,1.7953,1.92617,2.03949,2.07811,2.35555,2.0172,2.09644,2.15284,0.0478101,1.68818,1.78595,1.9253,2.07742,2.41263,2.52271,2.6204,4.51169,4.56957,4.66041,0.185771,0.157387,4.43618,4.45645,4.51169,5.50293,5.53661,5.55487,4.49191,5.50286,4.8525,0.230362,0.0806446,4.43618,4.49191,5.50293,5.53832,5.55487,5.57302,1.97629,0.644755,2.16031,0.291621,0.644755,0.644755,0.644755,0.652574,4.42118,4.58483,4.59051,4.58581,4.42109,3.33917,0.248687,0.644755,0.652574,1.99369,4.11795,4.42339,4.50591,4.58977,-9999,-9999
201203,6.52,0.983871,5.53,1.291,0.971312,7.436,1.754,0.994988,6.394,5.181,1.651,7.522,2.308,6.458,0.983871,5.411,1.267,0.971312,7.425,1.752,0.994988,266.207,-9999,-9999,122.538,122.538,0.0,-9999,-9999,329.403,329.403,0.0,254.207,0.983871,284.396,254.221,0.983871,2.792,0.983871,2.56,2.781,0.983871,95.101,95.044,0.981855,1.127,0.365,1.0,1.884,2.351,0.903898,0.42599609354562096,0.6431451612903225,-9999,-9999,-9999,-9999,-9999,-9999,392.678,0.851478,3.829,3.433,3.314,3.4,2.972,3.124,0.983871,0.983871,0.983871,0.983871,0.983871,0.983871,25.657,26.449,29.223,20.171,19.51,29.843,0.919355,0.919355,0.983871,0.983871,0.983871,0.983871,3.31357,0.983871,41.581,-9999,-9999,-9999,14.9427,-9999,-9999,-9999,-9999,-9999,23.5806,24.4194,0.0,0.0,-3.18132,-3.03323,0.444892,0.49664,-9999,-9999,-9999,-9999,-3.48203,-3.11362,0.380376,0.488575,-9999,-9999,-9999,-9999,-3.34162,-3.10795,0.39375,0.472429,0.0667834,0.0343045,-4.20982,-3.51329,-3.48618,-3.39709,-3.18132,-2.93352,-2.82103,-3.51974,-3.35057,-3.26921,-3.11253,-2.93605,-2.90699,-2.86868,0.219086,0.334005,0.358199,0.260081,0.444892,0.559812,0.599462,0.290323,0.43078,0.436828,0.454973,0.509409,0.544355,0.551075,0.195539,0.270193,4.34802,4.15376,0.222632,0.280479,-9999,-9999,-9999,-9999,-6.24684,-6.04588,5.24556,5.20831,0.660688,0.707757,-9999,-9999,-9999,-9999,-0.135054,0.124737,4.27974,4.55255,0.165133,0.265052,-9999,-9999,-9999,-9999,-6.50442,-6.06359,5.05753,5.21861,0.588335,0.706467,-9999,-9999,-9999,-9999,-1.01707,-0.112812,-0.105147,0.0945669,0.195539,0.573475,1.0246,-0.105147,0.0150218,0.0934919,0.270193,0.566994,0.688794,0.743127,0.0633533,0.162328,0.1553,0.21401,0.222632,0.305835,0.452375,0.1553,0.198263,0.21401,0.280479,0.315667,0.353974,0.369481,-7.03295,-6.78573,-6.74069,-6.48866,-6.31708,-6.24394,-6.06359,-6.84695,-6.34694,-6.32114,-6.23935,-6.17939,-6.04782,-6.03202,0.366844,0.483985,0.412038,0.588335,0.656755,0.723703,0.706467,0.526031,0.638291,0.610907,0.723703,0.684587,0.716964,0.709047,1.08972,1.07509,1.09892,0.00772684,1.03821,1.04168,1.05738,1.08588,1.12854,1.14477,1.18607,1.12441,1.13699,1.08136,0.0231018,0.704421,0.889422,1.05004,1.11682,1.15425,1.1813,1.24011,4.2034,4.18871,4.20687,0.0392587,3.93029,3.96997,3.98868,4.10859,4.40218,4.48834,4.61901,4.46436,4.61901,4.42298,0.054823,3.82168,3.99957,4.2037,4.43475,4.59284,4.63072,4.7534,5.60406,5.67596,5.79066,0.229564,0.195493,5.51027,5.53545,5.60406,6.83531,6.87714,6.89981,5.5795,6.83522,6.05057,0.27461,0.257887,5.51027,5.5795,6.83531,6.87927,6.89981,6.92236,2.73733,1.14002,3.47927,0.454233,1.14002,1.14002,1.14002,1.16026,7.04591,7.23715,7.24332,7.23836,7.04581,5.3425,0.395247,1.14002,1.16026,2.76034,6.68977,7.04838,7.13699,7.24254,-9999,-9999
201204,5.197,0.990972,4.112,1.209,0.985714,5.948,1.649,0.995062,6.002,4.603,1.432,6.971,2.019,5.184,0.990972,4.085,1.18,0.985714,5.946,1.648,0.995062,369.165,-9999,-9999,168.195,168.195,0.0,-9999,-9999,330.645,330.645,0.0,248.996,0.990972,286.036,249.112,0.990972,2.088,0.990972,2.424,2.094,0.990972,93.126,93.056,0.988889,2.979,2.25,1.0,2.425,2.671,0.909722,0.5342905528958071,0.6145833333333334,-9999,-9999,-9999,-9999,-9999,-9999,390.754,0.852083,4.792,4.78,4.706,4.68,4.62,4.685,0.990972,0.990972,0.990972,0.990972,0.990972,0.990972,22.864,23.888,26.934,18.947,17.889,26.379,0.990972,0.990972,0.990972,0.990972,0.990972,0.990972,0.678507,0.990972,74.4857,-9999,-9999,-9999,19.1954,-9999,-9999,-9999,-9999,-9999,19.6667,28.3333,0.0,0.0,-5.14822,-5.06266,0.49375,0.509028,-9999,-9999,-9999,-9999,-5.28338,-5.03837,0.447917,0.505556,-9999,-9999,-9999,-9999,-5.32765,-5.08361,0.448611,0.502622,0.0523144,0.0275287,-5.92552,-5.75872,-5.63323,-5.26291,-5.14822,-4.95736,-4.82479,-5.39724,-5.24985,-5.17872,-5.0596,-4.96103,-4.92443,-4.86787,0.356944,0.378472,0.393056,0.449306,0.49375,0.524306,0.583333,0.413889,0.463889,0.486111,0.50625,0.524306,0.560417,0.579861,0.0657847,0.14183,4.57399,4.53579,0.273481,0.292863,-9999,-9999,-9999,-9999,-8.43319,-8.34147,7.6389,7.59721,0.645422,0.657432,-9999,-9999,-9999,-9999,-0.366632,0.196531,4.6118,4.43388,0.216576,0.284926,-9999,-9999,-9999,-9999,-8.34681,-8.34147,7.53389,7.59721,0.60775,0.657432,-9999,-9999,-9999,-9999,-1.5183,-1.14292,-1.01819,-0.35776,0.0885448,0.340452,0.489085,-0.570146,-0.216429,0.0345349,0.165734,0.324604,0.440503,0.572653,0.147839,0.162609,0.121104,0.218243,0.251867,0.309467,0.444237,0.177988,0.226576,0.266814,0.301037,0.320816,0.362676,0.339414,-8.78256,-8.51915,-8.49235,-8.40623,-8.34597,-8.31431,-8.23496,-8.49433,-8.43932,-8.41206,-8.3503,-8.3212,-8.31098,-8.29437,0.491397,0.522494,0.630325,0.58526,0.693164,0.611163,0.701304,0.62551,0.643041,0.649125,0.690942,0.671692,0.680166,0.674161,1.23111,1.23136,1.25715,0.00965621,1.17061,1.18824,1.22492,1.2772,1.2922,1.30053,1.3241,1.17061,1.26773,1.18155,0.023853,0.842293,0.981853,1.08013,1.24797,1.28342,1.29602,1.32636,6.24705,6.26973,6.34076,0.0242146,6.16085,6.20395,6.24235,6.30067,6.36694,6.50217,6.61607,6.46971,6.55111,6.50921,0.0373471,6.06682,6.20395,6.32719,6.53064,6.65222,6.71947,6.86838,5.4722,5.5424,5.65403,0.224403,0.190893,5.38061,5.4052,5.4722,6.67447,6.71532,6.73746,5.44822,6.67439,5.90348,0.270448,0.219687,5.38061,5.44822,6.67447,6.7174,6.73746,6.75948,3.39188,1.55112,4.59714,0.594094,1.55112,1.55112,1.55112,1.5809,9.28268,9.50076,9.50747,9.50219,9.28257,7.04547,0.52136,1.55112,1.5809,3.41974,8.87381,9.28543,9.38133,9.50665,-9999,-9999
201205,11.976,0.901882,10.412,1.599,0.924955,12.786,2.218,0.888239,12.029,10.113,1.775,13.024,2.597,12.04,0.901882,10.45,1.634,0.924955,12.868,2.323,0.888239,448.486,-9999,-9999,209.439,209.439,0.0,-9999,-9999,350.582,350.582,0.0,308.577,0.611559,312.359,291.09,0.611559,4.639,0.901882,4.147,4.642,0.901882,94.113,94.123,0.897849,3.388,1.977,1.0,2.07,2.425,0.971774,0.4994560141188717,0.7815860215053764,-9999,-9999,-9999,-9999,-9999,-9999,389.021,0.942204,9.974,9.55,9.2,8.735,7.635,6.823,0.901882,0.901882,0.901882,0.901882,0.901882,0.901882,24.149,24.988,27.746,19.604,18.738,28.669,0.901882,0.901882,0.901882,0.901882,0.901882,0.901882,3.84961,0.901882,77.1537,-9999,-9999,2.40793,50.7413,-9999,-9999,1.36523,-9999,-9999,16.5806,31.4194,0.0,0.0,-2.86104,-2.81188,0.599462,0.623656,3.08201,3.08201,3.09457,3.08334,-2.65209,-2.82915,0.53293,0.62164,-9999,3.08201,-9999,3.08334,-2.99752,-2.8233,0.537248,0.615138,0.0696092,0.0140799,-3.9365,-3.25477,-2.98484,-2.85366,-2.79022,-2.69776,-2.6721,-3.02558,-2.93485,-2.86104,-2.81011,-2.78456,-2.75367,-2.70486,0.349462,0.756048,0.69422,0.572581,0.667339,0.548387,0.508737,0.700941,0.682796,0.599462,0.579973,0.637097,0.673387,0.549059,5.24672,5.32091,4.97453,4.75991,0.44538,0.47831,-9999,-9999,-9999,-9999,-6.91311,-6.89455,8.0731,8.07436,0.67789,0.69711,-9999,2.96997,-9999,2.97035,5.83089,5.30224,5.43374,4.74124,0.349278,0.474502,-9999,-9999,-9999,-9999,-6.90732,-6.9112,8.00162,8.0839,0.627419,0.696035,-9999,2.96997,-9999,2.97035,2.88489,3.99004,4.90147,5.35838,5.58412,5.79578,5.8883,4.81001,4.99615,5.22895,5.34428,5.37756,5.47724,5.75201,0.145016,0.732342,0.239181,0.430147,0.372351,0.339421,0.322396,0.59435,0.566572,0.53185,0.541258,0.558507,0.466437,0.366527,-7.32773,-7.11451,-7.10115,-6.96509,-6.89107,-6.85529,-6.84525,-7.10115,-6.95054,-6.935,-6.89615,-6.85814,-6.85529,-6.846,0.503432,0.545632,0.602957,0.768078,0.707258,0.729772,0.715323,0.602957,0.744355,0.689987,0.675874,0.714315,0.729772,0.706183,4.28752,4.23341,4.19219,0.0236183,3.87244,4.05188,4.08299,4.23466,4.26265,4.28752,4.43899,4.25715,4.06998,4.33033,0.0975774,3.58658,3.96729,4.07043,4.23245,4.36062,4.43657,5.59927,7.06234,7.06257,7.01549,0.0230166,6.74612,6.8541,6.9125,7.03512,7.08609,7.10392,7.32465,6.67533,6.72208,7.32785,0.13686,6.70933,6.81506,6.88505,7.05828,7.26358,7.36986,9.23544,6.13498,6.21368,6.34227,0.249409,0.254518,6.03229,6.05987,6.13498,7.48287,7.52866,7.55348,6.10809,7.48277,6.66133,0.283263,0.53776,6.03229,6.10809,7.48287,7.53099,7.55348,7.57817,3.8293,1.89684,5.4228,0.689333,1.89684,1.89684,1.89684,1.93842,10.8754,11.0941,11.1005,11.0956,10.8753,8.27982,0.608887,1.89684,1.93842,3.86049,10.469,10.8781,10.9676,11.0998,-9999,-9999
