TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.452,0.228,1.012,0.822,0.78,0.452,0.0,0.228,1.012,0.0,0.822,0.78,0.0,102.635,-9999,-9999,33.387,33.387,0.0,-9999,-9999,293.799,293.799,0.0,-9999,-9999,289.073,289.073,0.0,-9999,-9999,0.54,0.54,0.0,95.812,95.812,0.0,2.931,2.931,0.0,3.347,3.347,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,58.3367,0.0,75.7098,-9999,37.2025,0.0,48.2817,-9999,3.0,3,30.4194,17.5806,0.0,0.0,-2.14323,-2.14775,0.0,0.0,-9999,-9999,-9999,-9999,-2.14323,-2.14323,0.0,0.0,-9999,-9999,-9999,-9999,-2.16525,-2.13411,0.0,0.0,0.0114122,0.0140213,-2.30229,-2.26666,-2.1949,-2.14756,-2.14323,-2.14323,-2.08143,-2.30229,-2.1949,-2.1949,-2.14323,-2.08143,-2.00757,-2.00267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58091,1.59722,4.12869,4.10569,0.0,0.0,-9999,-9999,-9999,-9999,-8.36562,-8.40677,1.63956,1.61044,0.0,0.0,-9999,-9999,-9999,-9999,1.58091,1.58091,4.12869,4.12869,0.0,0.0,-9999,-9999,-9999,-9999,-8.36562,-8.36562,1.63956,1.63956,0.0,0.0,-9999,-9999,-9999,-9999,1.33912,1.39336,1.50233,1.58091,1.59722,1.73928,1.82831,1.33912,1.50233,1.50233,1.58091,1.82831,1.94809,1.94809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.66651,-8.65252,-8.40677,-8.36562,-8.36562,-8.36562,-8.36562,-8.66651,-8.65252,-8.63161,-8.36562,-8.36562,-8.36562,-8.36562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73665,2.74249,2.83932,0.0291989,2.64439,2.70058,2.73775,2.78752,2.88363,2.93376,3.28157,2.74232,2.74016,2.78112,0.0223874,2.64358,2.69769,2.73673,2.74016,2.78786,2.88324,2.95605,4.88339,4.88572,4.97343,0.0223777,4.83929,4.87001,4.88339,4.91474,5.00287,5.03283,5.28643,4.88572,4.88339,4.94637,0.0185266,4.83929,4.87933,4.88198,4.88554,4.99572,5.03283,5.04201,2.40185,2.77258,2.65533,0.0594459,1.92321,2.39274,2.40185,2.73789,2.77692,2.91855,3.20328,2.72725,2.77943,2.63785,0.0661964,1.62526,2.21951,2.40185,2.76414,2.77943,3.02963,3.20328,2.20621,2.20337,2.15884,0.0246441,1.89394,2.07039,2.07638,2.10655,2.20904,2.27978,2.37907,2.20621,2.20904,2.16188,0.026127,1.80793,1.9927,2.07638,2.20337,2.21789,2.28924,2.38642,-9999,-9999
201102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.154,1.692,1.237,2.767,1.264,2.154,0.0,1.692,1.237,0.0,2.767,1.264,0.0,166.264,-9999,-9999,63.069,63.069,0.0,-9999,-9999,296.332,296.332,0.0,-9999,-9999,291.941,291.941,0.0,-9999,-9999,1.055,1.055,0.0,95.684,95.684,0.0,1.757,1.757,0.0,3.258,3.258,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.82631,0.0,58.0656,0.0,72.2407,-9999,37.3053,0.0,46.4123,-9999,1.0,3,27.5,20.5,0.0,0.0,-2.15489,-2.15966,0.0,0.0,-9999,-9999,-9999,-9999,-2.15489,-2.15489,0.0,0.0,-9999,-9999,-9999,-9999,-2.1778,-2.14506,0.0,0.0,0.0118923,0.0146897,-2.32143,-2.28598,-2.20839,-2.15574,-2.15489,-2.15489,-2.09367,-2.32143,-2.20839,-2.20839,-2.15489,-2.09367,-2.01102,-2.00843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42293,2.42426,3.21174,3.20982,0.0,0.0,-9999,-9999,-9999,-9999,-8.10076,-8.11354,1.98708,2.01701,0.0,0.0,-9999,-9999,-9999,-9999,2.42293,2.42293,3.21174,3.21174,0.0,0.0,-9999,-9999,-9999,-9999,-8.10076,-8.10076,1.98708,1.98708,0.0,0.0,-9999,-9999,-9999,-9999,2.14181,2.20152,2.33267,2.42293,2.42426,2.57806,2.6764,2.14181,2.33267,2.33267,2.42293,2.65609,2.83523,2.83523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.31144,-8.31144,-8.11354,-8.10076,-8.10076,-8.10076,-8.10076,-8.32933,-8.32933,-8.31144,-8.10076,-8.10076,-8.10076,-8.10076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10921,3.11406,3.18771,0.0263764,3.00361,3.02731,3.10921,3.12176,3.26777,3.28807,3.56253,3.11392,3.11213,3.13852,0.0209568,3.00274,3.02497,3.09774,3.11108,3.12204,3.26777,3.30602,5.26702,5.26896,5.33277,0.0190832,5.21199,5.2176,5.26585,5.26983,5.34946,5.42355,5.58683,5.26896,5.26702,5.31632,0.0158879,5.21199,5.26492,5.26585,5.26896,5.34639,5.38372,5.44077,2.85771,3.2677,3.13613,0.0662824,2.31983,2.84686,2.85771,3.21912,3.27305,3.4274,3.73065,3.21438,3.27567,3.11576,0.0738507,1.98171,2.65113,2.85771,3.25774,3.27567,3.53729,3.73698,3.5371,3.53264,3.47012,0.0350058,3.09907,3.34632,3.35607,3.40049,3.54035,3.62999,3.76929,3.5371,3.54035,3.4718,0.0363682,2.97306,3.23747,3.35607,3.53264,3.54911,3.64245,3.76929,-9999,-9999
201103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.675,3.209,1.799,6.072,2.63,4.675,0.0,3.209,1.799,0.0,6.072,2.63,0.0,262.012,-9999,-9999,136.557,136.557,0.0,-9999,-9999,282.511,282.511,0.0,-9999,-9999,276.289,276.289,0.0,-9999,-9999,2.47,2.47,0.0,96.172,96.172,0.0,0.722,0.722,0.0,2.773,2.773,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.31283,0.0,58.1602,0.0,72.3583,-9999,37.1988,0.0,46.2798,-9999,1.0,3,23.6774,24.3226,0.0,0.0,-2.15293,-2.15725,0.0,0.0,-9999,-9999,-9999,-9999,-2.15293,-2.15293,0.0,0.0,-9999,-9999,-9999,-9999,-2.17364,-2.14058,0.0,0.0,0.0116916,0.0146508,-2.31191,-2.27638,-2.20467,-2.15293,-2.15293,-2.15113,-2.08858,-2.31191,-2.20467,-2.20467,-2.15293,-2.08858,-2.00417,-2.00417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42403,3.42403,1.55393,1.55393,0.0,0.0,-9999,-9999,-9999,-9999,-7.43,-7.43821,2.73195,2.75693,0.0,0.0,-9999,-9999,-9999,-9999,3.42403,3.42403,1.55393,1.55393,0.0,0.0,-9999,-9999,-9999,-9999,-7.43,-7.43,2.73195,2.73195,0.0,0.0,-9999,-9999,-9999,-9999,3.11221,3.1818,3.32258,3.42403,3.42403,3.60642,3.7223,3.11221,3.32258,3.32258,3.42403,3.67532,3.79833,3.79833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.60416,-7.53741,-7.43821,-7.43,-7.43,-7.43,-7.43,-7.60416,-7.53741,-7.5119,-7.43,-7.43,-7.43,-7.41292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75497,3.75689,3.77301,0.0212182,3.56986,3.62799,3.67483,3.75568,3.87545,3.95348,3.98833,3.75684,3.75613,3.74724,0.0198044,3.56863,3.62571,3.64634,3.75568,3.75689,3.88269,3.95967,5.90905,5.90982,5.91359,0.0137575,5.77549,5.83267,5.8795,5.9086,5.92272,5.9925,6.0985,5.90982,5.90905,5.92088,0.012493,5.83039,5.83852,5.88012,5.90905,5.91258,5.92581,6.10852,3.80428,4.25337,4.10615,0.0750839,3.20105,3.78984,3.80428,4.17524,4.26108,4.49605,4.73059,4.18429,4.26346,4.08221,0.0823164,2.82295,3.56407,3.80428,4.24041,4.26346,4.51575,4.79886,5.77268,5.76559,5.68438,0.0475169,5.20125,5.52122,5.53368,5.60103,5.77268,5.87062,6.05658,5.77268,5.7752,5.68074,0.0471326,5.02502,5.37969,5.53368,5.76559,5.77776,5.88527,6.05658,-9999,-9999
201104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.764,8.532,2.069,12.319,2.98,10.764,0.0,8.532,2.069,0.0,12.319,2.98,0.0,365.538,-9999,-9999,200.179,200.179,0.0,-9999,-9999,307.681,307.681,0.0,-9999,-9999,304.793,304.793,0.0,-9999,-9999,5.059,5.059,0.0,95.956,95.956,0.0,1.26,1.26,0.0,2.466,2.466,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.38628,0.0,58.1916,0.0,67.8578,1.13788,37.2332,0.0,43.418,2.07259,1.0,2,19.8,28.2,0.0,0.0,-2.1502,-2.15472,0.0,0.0,-9999,-9999,-9999,-9999,-2.1502,-2.1502,0.0,0.0,-9999,-9999,-9999,-9999,-2.17204,-2.13975,0.0,0.0,0.0116564,0.0144435,-2.31156,-2.27602,-2.20246,-2.15133,-2.1502,-2.1502,-2.0877,-2.31156,-2.20246,-2.20246,-2.1502,-2.0877,-2.00579,-2.00579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96363,3.96363,0.789754,0.789754,0.0,0.0,-9999,-9999,-9999,-9999,-6.32025,-6.3277,3.85725,3.8752,0.0,0.0,-9999,-9999,-9999,-9999,3.96363,3.96363,0.789754,0.789754,0.0,0.0,-9999,-9999,-9999,-9999,-6.32025,-6.32025,3.85725,3.85725,0.0,0.0,-9999,-9999,-9999,-9999,3.58495,3.66825,3.84062,3.96363,3.96363,4.1829,4.32058,3.58495,3.84062,3.84062,3.96363,4.32058,4.40003,4.40003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.47583,-6.41043,-6.3277,-6.32025,-6.31994,-6.31994,-6.31994,-6.47583,-6.41043,-6.38859,-6.32025,-6.31994,-6.31994,-6.31994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49038,5.48211,5.31272,0.0348494,4.98287,5.07302,5.11156,5.29635,5.48296,5.48882,5.69546,5.48236,5.4854,5.36372,0.0374245,4.98175,5.07302,5.11281,5.48211,5.48745,5.49028,5.74393,7.6356,7.63231,7.45246,0.0348843,7.03496,7.27319,7.31403,7.41371,7.63316,7.64355,7.81166,7.63231,7.6356,7.53576,0.032227,7.22823,7.2981,7.31568,7.63231,7.63765,7.645,7.88187,6.67798,7.1637,6.99773,0.0951896,5.99673,6.65264,6.67798,6.97193,7.17896,7.30667,7.71984,7.04835,7.1798,6.96911,0.0943936,5.59719,6.36934,6.67798,7.12494,7.1798,7.33662,7.71984,7.45883,7.44976,7.35564,0.0567111,6.7942,7.16414,7.17846,7.26288,7.45883,7.55887,7.77902,7.45883,7.46069,7.34795,0.0547456,6.5823,6.99986,7.17846,7.44479,7.46069,7.57502,7.77902,-9999,-9999
201105,11.503,0.549731,8.679,1.869,0.576613,13.016,2.786,0.53629,12.256,9.83,2.1,13.558,3.194,12.301,0.549731,9.67,2.094,0.576613,13.705,3.186,0.53629,446.265,236.397,0.553763,239.719,245.895,0.553763,310.866,0.549731,315.291,313.479,0.549731,322.812,0.549059,313.41,319.459,0.549059,4.842,0.549059,5.943,5.822,0.549059,95.922,95.897,0.527554,1.159,1.159,0.0,2.752,2.656,0.514113,-9999,-9999,121.61629300969328,0.5020161290322581,-9999,-9999,58.37365822836661,0.5020161290322581,377.3358133680556,0.5020161290322581,387.96,0.547715,13.089,13.259,13.037,0.549731,0.549731,0.549731,13.542,0.549731,5.31564,0.549731,62.9832,0.547715,73.4454,0.439438,32.6052,0.547043,38.0212,0.444339,0.523522,1,16.6452,31.3548,16.6452,29.0968,-2.57317,-2.57187,0.538978,0.538978,0.0526287,0.051165,0.0654653,0.0629432,-2.56947,-2.56677,0.539651,0.539651,0.0526459,0.0522694,0.0654791,0.0638442,-2.5923,-2.58417,0.538021,0.533804,0.00606695,0.00628682,-2.67599,-2.64464,-2.60993,-2.58177,-2.56907,-2.56677,-2.54231,-2.67599,-2.61166,-2.60993,-2.58475,-2.55142,-2.53834,-2.53015,0.540323,0.540323,0.540323,0.534274,0.538978,0.539651,0.525538,0.540323,0.540323,0.540323,0.538978,0.531586,0.530914,0.522177,4.32749,4.32634,0.589724,0.589859,0.574597,0.574597,0.0414727,0.0416322,0.164914,0.208758,-6.08265,-6.08037,5.30494,5.32908,0.521169,0.521169,0.0763532,0.0737608,0.087794,0.092206,4.3365,4.34978,0.610847,0.60884,0.576613,0.576613,0.0415841,0.0411446,0.164942,0.208662,-6.0818,-6.08454,5.28865,5.30007,0.521169,0.521169,0.0761235,0.0756045,0.0875943,0.0936874,4.06347,4.12769,4.23205,4.32618,4.34731,4.44692,4.56932,4.06347,4.21734,4.23205,4.32715,4.55737,4.62647,4.63727,0.576613,0.576613,0.576613,0.574597,0.576613,0.574597,0.574597,0.576613,0.576613,0.576613,0.574597,0.574597,0.572581,0.574597,-6.18806,-6.16588,-6.09749,-6.08511,-6.08064,-6.07921,-6.0784,-6.26236,-6.18972,-6.17993,-6.08772,-6.08265,-6.07906,-6.0784,0.514113,0.512097,0.521169,0.522177,0.522177,0.522177,0.522177,0.483871,0.485887,0.496976,0.522177,0.521169,0.522177,0.522177,5.49524,5.50016,5.39343,0.0270163,5.11885,5.20039,5.20679,5.41551,5.49524,5.59979,5.66722,5.49593,5.4743,5.40161,0.0262937,5.11885,5.17793,5.20679,5.45617,5.49677,5.50103,5.6522,8.04377,8.06693,7.9776,0.0238114,7.7665,7.81115,7.81488,7.96039,8.0671,8.13429,8.2244,8.06693,8.04377,7.9939,0.0224322,7.79454,7.80262,7.81503,8.03375,8.06693,8.08413,8.21652,6.0615,6.30929,6.31393,0.0569952,5.76174,6.05878,6.0615,6.29945,6.49913,6.52128,6.72588,6.21268,6.28965,6.24338,0.0470874,5.62067,5.94645,6.0615,6.28965,6.37336,6.52581,6.75543,8.32649,8.29931,8.28222,0.0370636,7.92672,8.06276,8.12738,8.28925,8.44385,8.47426,8.56083,8.32627,8.29093,8.25691,0.0311165,7.85149,8.06277,8.12739,8.29093,8.34376,8.46479,8.54478,-9999,-9999
201106,14.156,1.0,12.002,1.646,1.0,15.107,2.512,1.0,13.914,11.941,1.684,14.787,2.517,14.156,1.0,12.002,1.646,1.0,15.107,2.512,1.0,483.473,218.84,1.0,215.179,218.84,1.0,339.98,1.0,337.758,339.98,1.0,350.884,1.0,338.852,350.884,1.0,4.154,1.0,4.386,4.154,1.0,95.726,95.696,1.0,2.957,2.957,0.0,2.948,2.57,0.980556,0.2848440203792093,0.6034722222222224,123.51393684833037,0.9979166666666667,-9999,-9999,47.51255008875,1.0,387.16742222222217,1.0,383.404,0.995139,15.637,16.078,15.483,1.0,1.0,1.0,31.177,1.0,9.35227,1.0,75.4184,0.995833,88.3845,0.455062,22.8815,0.997917,26.8154,0.398343,0.986111,1,14.6333,33.3667,14.6333,33.3667,-0.627383,-0.716913,0.982639,0.976389,0.0516902,0.0513115,0.0640846,0.162619,-0.643555,-0.627555,0.986111,0.982639,0.051173,0.0511542,0.0636682,0.16257,-0.673314,-0.744264,0.980937,0.971111,0.0119286,0.027329,-0.915182,-0.709714,-0.679381,-0.651952,-0.636511,-0.633953,-0.62884,-1.19771,-0.945135,-0.804452,-0.664092,-0.643555,-0.636511,-0.62796,0.947917,0.969444,0.975694,0.988194,0.986806,0.986111,0.982639,0.907639,0.94375,0.954167,0.988194,0.986111,0.986806,0.984722,7.15885,7.05013,0.809152,0.770949,1.0,0.991111,0.060704,0.0534836,0.0662945,0.0886289,-3.98647,-4.06207,6.91435,6.9065,0.974985,0.970024,0.0661194,0.0671528,0.0754305,0.254243,7.12189,7.15632,0.830201,0.804798,1.0,1.0,0.0612796,0.0594551,0.066822,0.0923553,-3.99218,-3.9856,6.90025,6.90976,0.980036,0.974985,0.0656517,0.0659454,0.0750209,0.253926,7.05013,7.10303,7.10971,7.12189,7.14633,7.15632,7.2136,7.05013,7.10303,7.11198,7.12938,7.16784,7.24437,7.30431,0.991111,1.0,0.993333,1.0,1.0,1.0,0.967937,0.991111,1.0,1.0,1.0,0.988889,0.89873,0.954286,-4.42228,-4.06088,-4.04217,-3.9995,-3.98951,-3.98828,-3.98572,-4.8292,-4.4787,-4.25164,-4.01397,-3.98912,-3.98828,-3.98638,0.938859,0.970024,0.970024,0.983007,0.981046,0.983036,0.980036,0.896197,0.933868,0.947891,0.983007,0.982026,0.983036,0.980036,8.29005,8.30524,8.26357,0.0200583,8.09637,8.14589,8.14681,8.23846,8.30524,8.34137,8.4988,8.22817,8.21269,8.23281,0.012425,8.07931,8.14565,8.14806,8.2449,8.29049,8.30524,8.33444,8.85625,8.9328,9.00783,0.0437862,8.75193,8.79785,8.81631,8.88197,9.01303,9.20392,9.53609,8.94054,8.85625,8.90612,0.0199778,8.73411,8.79263,8.81688,8.87885,8.94054,8.99663,9.05079,7.66612,8.1243,7.59332,0.0648766,6.64004,7.15099,7.36575,7.66606,7.74503,8.04649,8.13803,7.74198,7.72702,7.73736,0.0473788,7.06085,7.57277,7.65086,7.69454,8.00139,8.08122,8.13844,7.73768,7.74449,7.72531,0.0678017,7.28223,7.43005,7.43674,7.51049,7.77281,8.22081,8.41913,7.75526,7.51255,7.57738,0.0342286,7.3303,7.40956,7.43684,7.5065,7.74821,7.75776,7.80026,-9999,-9999
