TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20190930,14.77,0.229167,13.481,1.213,0.458333,16.059,1.399,0.0,14.752,14.013,0.643,15.49,1.588,14.225,0.229167,12.959,0.738,0.458333,15.49,1.588,0.0,251.232,78.559,0.25,110.578,110.539,0.25,371.894,0.229167,375.167,365.572,0.229167,383.698,0.229167,362.742,357.177,0.229167,2.296,0.229167,3.896,3.74,0.229167,100.875,100.875,0.0,5.588,5.588,0.0,3.793,3.793,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,410.799,0.229167,14.056,14.105,14.05,13.887,13.757,13.466,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,23.542,24.302,18.77,21.059,-9999,0.229167,0.229167,0.229167,0.229167,-9999,2.29178,-9999,10.4888,-9999,-9999,-9999,-9999,1.30776,-9999,-32.556,-9999,-9999,-9999,-9999,3.40037,-9999,-9999,-9999,24,24,24,24,-2.10766,0.229167,0.478186,0.512796,-2.25784,0.229167,0.47762,0.512268,-2.13679,0.229167,0.0237689,-2.31229,-2.28694,-2.23209,-2.20576,-2.10766,-1.91655,-1.87002,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,0.229167,6.00842,0.668297,0.458333,0.324312,0.363001,-10.0705,10.469,0.0,0.862657,1.0241,6.00842,0.668297,0.458333,0.324312,0.363001,-10.3599,10.5119,0.0,0.861491,1.02312,5.74622,5.81427,5.85832,6.00842,6.08457,6.14041,6.22729,0.458333,0.458333,0.458333,0.458333,0.458333,0.458333,0.458333,-10.67,-10.6461,-10.3599,-10.3599,-10.0705,-9.54232,-9.39895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8485,5.85262,5.8542,0.0150142,5.75527,5.76327,5.79159,5.83993,5.87838,5.89434,6.00885,7.95189,8.11046,7.99099,0.0349397,7.6324,7.65192,7.72221,7.99411,8.11686,8.12308,8.29579,2.83489,2.97256,3.26027,0.119621,2.81554,2.86591,2.90353,3.15306,3.27098,3.29449,3.5129,8.63981,8.61141,8.70164,0.0524894,8.48214,8.4914,8.50486,8.64073,8.70019,8.73049,8.85354,-9999,-9999
20191001,15.535,1.0,14.941,0.663,1.0,16.128,1.407,1.0,15.419,14.721,0.795,16.117,0.939,15.535,1.0,14.941,0.663,1.0,16.128,1.407,1.0,247.805,79.34,1.0,60.222,79.34,1.0,376.461,1.0,398.764,376.461,1.0,391.567,1.0,388.227,391.567,1.0,2.033,1.0,1.942,2.033,1.0,100.007,99.993,1.0,19.791,20.07,1.0,3.612,3.304,1.0,0.5154686170212767,0.9791666666666666,153.68039122916667,1.0,5.684551325000001,1.0,68.1813464893617,0.9791666666666666,18.112627999999997,0.8125,395.868375,1.0,408.089,1.0,14.513,14.512,14.406,14.135,13.858,13.495,1.0,1.0,1.0,1.0,1.0,1.0,24.697,25.443,19.653,21.033,-9999,1.0,1.0,1.0,1.0,-9999,4.58958,-9999,8.89523,-9999,-9999,-9999,-9999,1.65505,-9999,-32.7711,-9999,-9999,-9999,-9999,3.35841,-9999,-9999,-9999,24,24,24,24,-1.51905,1.0,0.495012,0.515891,-1.51905,1.0,0.495479,0.516339,-1.47272,1.0,0.0199854,-1.59495,-1.59298,-1.52007,-1.51905,-1.50129,-1.30241,-1.2514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.17628,1.14349,1.0,0.400179,0.447556,-9.10394,11.2936,1.0,0.866046,0.869888,6.17628,1.14349,1.0,0.400179,0.447556,-9.10394,11.2936,1.0,0.867038,0.870875,6.0334,6.03547,6.17431,6.17628,6.20191,6.43628,6.4892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.1171,-9.11049,-9.1056,-9.10394,-9.07409,-8.94716,-8.92026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.06127,6.09662,6.04525,0.0195092,5.91137,5.93846,5.96138,6.02901,6.0787,6.09771,6.15605,7.54286,7.61567,7.51797,0.0161402,7.24414,7.42843,7.50632,7.54286,7.58008,7.59389,7.61567,3.2063,3.13083,3.54552,0.11546,3.14169,3.1512,3.20826,3.28167,3.50557,3.90729,4.05869,6.36008,6.1358,6.26543,0.0442797,6.01689,6.05232,6.07242,6.22565,6.32907,6.36008,6.49127,-9999,-9999
20191002,10.659,1.0,9.922,1.22,1.0,11.397,0.81,1.0,10.969,10.5,1.03,11.438,0.753,10.659,1.0,9.922,1.22,1.0,11.397,0.81,1.0,244.386,110.724,1.0,110.644,110.724,1.0,324.594,1.0,345.398,324.594,1.0,340.818,1.0,330.59,340.818,1.0,3.026,1.0,3.019,3.026,1.0,101.19,101.209,1.0,2.347,0.91,1.0,3.612,3.316,1.0,0.317872425,0.8333333333333334,204.61422874999997,1.0,8.001188166666667,1.0,77.13362375555556,0.9375,41.517100160714286,0.5833333333333334,366.45560416666666,1.0,410.044,1.0,12.732,13.112,13.364,13.676,13.895,13.534,1.0,1.0,1.0,1.0,1.0,1.0,24.816,25.612,21.996,21.151,-9999,1.0,1.0,1.0,1.0,-9999,-10.8244,-9999,16.9901,-9999,-9999,-9999,-9999,1.64935,-9999,-11.219,-9999,-9999,-9999,-9999,3.2779,-9999,-9999,-9999,24,24,24,24,-1.21392,0.979167,0.435195,0.548454,-1.36785,0.979167,0.435406,0.548621,-1.08821,0.979167,0.0444019,-1.39661,-1.33419,-1.29237,-1.21603,-0.680077,-0.666633,-0.657053,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,4.16576,1.35282,1.0,0.257837,0.449104,-6.50535,6.44172,0.958333,0.798135,1.18888,4.16576,1.35282,1.0,0.257837,0.449104,-6.80201,6.38267,0.958333,0.798561,1.18917,3.77864,3.80624,3.83214,4.16576,4.36377,4.54167,4.55575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.88675,-6.84486,-6.76897,-6.54217,-5.85914,-5.08257,-5.07296,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,4.55478,4.47829,4.6028,0.030814,4.41594,4.42193,4.4732,4.55801,4.63741,4.74954,4.90296,5.77405,5.84614,5.69101,0.0570754,5.07898,5.08645,5.11803,5.84715,5.9123,5.94298,6.01811,2.19214,2.12234,2.62686,0.105295,2.14168,2.16701,2.19285,2.40477,2.81621,3.03189,3.23255,7.70461,7.35173,7.51921,0.0619389,7.05318,7.11303,7.16365,7.47829,7.66851,7.74562,8.02661,-9999,-9999
20191003,9.687,1.0,8.237,1.384,1.0,11.137,2.206,1.0,10.778,9.84,0.688,11.716,1.519,9.687,1.0,8.237,1.384,1.0,11.137,2.206,1.0,240.976,72.338,1.0,84.737,72.338,1.0,329.84,1.0,357.226,329.84,1.0,335.548,1.0,343.365,335.548,1.0,2.704,1.0,2.92,2.704,1.0,101.727,101.699,1.0,1.18,0.0,1.0,2.378,2.022,1.0,0.23794806250000003,1.0,138.79189141458332,1.0,4.446291516666666,1.0,67.13789586956521,0.9583333333333334,-9999,0.0,363.18429166666664,1.0,417.854,1.0,11.168,11.531,11.815,12.361,13.356,13.519,1.0,1.0,1.0,1.0,1.0,1.0,23.562,24.593,22.073,21.123,-9999,1.0,1.0,1.0,1.0,-9999,-10.9586,-9999,16.7757,-9999,-9999,-9999,-9999,1.70832,-9999,-16.9627,-9999,-9999,-9999,-9999,3.6519,-9999,-9999,-9999,24,24,24,24,-2.04504,1.0,0.55495,0.639655,-2.05796,1.0,0.555918,0.640495,-2.11213,0.998958,0.0509567,-2.61031,-2.56411,-2.30918,-2.04504,-1.96456,-1.9279,-1.80523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.22465,0.259304,1.0,0.23209,0.47299,-8.16605,8.50307,1.0,1.04407,1.0754,4.22465,0.259304,1.0,0.23209,0.47299,-8.19094,8.49086,1.0,1.04598,1.07726,3.62668,3.661,3.67443,4.22465,4.47356,4.48527,4.55264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.65752,-8.61011,-8.48529,-8.20003,-8.11489,-8.09469,-7.94531,1.0,1.0,1.0,1.0,1.0,1.0,0.958333,4.18459,4.11115,4.25418,0.0350094,4.01709,4.0245,4.08616,4.19947,4.32,4.48047,4.60374,6.24715,6.16911,6.36631,0.0260018,6.1562,6.24715,6.26257,6.30653,6.48513,6.58669,6.62711,2.10593,1.93846,2.51809,0.105517,1.96727,2.00164,2.10593,2.23144,2.7482,3.14222,3.43154,5.89391,5.17657,5.43601,0.0537738,5.09541,5.17953,5.19457,5.29885,5.56002,5.82347,5.95338,-9999,-9999
20191004,11.554,1.0,10.153,1.436,1.0,12.954,1.264,1.0,11.777,10.514,1.5,13.04,1.099,11.554,1.0,10.153,1.436,1.0,12.954,1.264,1.0,237.576,51.004,1.0,42.506,51.004,1.0,361.768,1.0,380.677,361.768,1.0,356.915,1.0,368.692,356.915,1.0,1.764,1.0,1.944,1.764,1.0,100.474,100.461,1.0,9.11,5.63,1.0,3.777,3.051,1.0,0.4545802083333334,1.0,103.49091041666668,1.0,3.1709863499999997,1.0,49.27180915217393,0.9583333333333334,10.190963846153844,0.8125,374.8316875,1.0,410.088,1.0,11.655,11.839,11.94,12.163,12.906,13.38,1.0,1.0,1.0,1.0,1.0,1.0,23.876,24.677,22.305,21.085,-9999,1.0,1.0,1.0,1.0,-9999,-4.04292,-9999,3.7612,-9999,-9999,-9999,-9999,1.72633,-9999,-30.0952,-9999,-9999,-9999,-9999,3.97605,-9999,-9999,-9999,24,24,24,24,-0.292838,1.0,0.419488,0.443573,-0.292838,1.0,0.419846,0.443911,-0.250783,1.0,0.0165143,-0.354368,-0.346722,-0.317554,-0.292838,-0.229229,-0.0583713,-0.0475343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.52518,1.06009,1.0,0.218145,0.242233,-5.08957,6.63061,1.0,0.77849,0.797386,4.52518,1.06009,1.0,0.218145,0.242233,-5.08957,6.63061,1.0,0.779206,0.798085,4.41129,4.42442,4.47857,4.52518,4.6238,4.63504,4.64991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.09426,-5.09266,-5.09059,-5.08957,-5.06736,-4.74754,-4.74223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.59321,4.58415,4.63491,0.033622,4.35461,4.37126,4.46619,4.61595,4.74916,4.8146,4.92495,4.9106,4.87699,4.8857,0.0203611,4.70897,4.72014,4.78374,4.89049,4.97249,4.98268,5.02033,2.59629,2.46792,2.87265,0.0909067,2.25265,2.41062,2.51281,2.62411,3.14074,3.62675,3.91065,4.84284,4.2232,4.38871,0.039511,4.14253,4.19058,4.21937,4.29133,4.48697,4.76239,4.86775,-9999,-9999
20191005,9.64,1.0,9.508,0.896,1.0,9.773,1.411,1.0,9.715,9.404,0.937,10.026,1.408,9.64,1.0,9.508,0.896,1.0,9.773,1.411,1.0,234.188,61.839,0.916667,97.499,69.969,0.916667,335.582,1.0,343.992,335.582,1.0,339.368,0.916667,329.071,340.903,0.916667,1.697,1.0,1.83,1.697,1.0,101.391,101.364,1.0,0.003,0.17,1.0,2.647,1.832,1.0,0.27417213043478256,0.9583333333333334,75.61990956888889,0.9375,5.236933368124999,1.0,88.39677657142857,0.875,-9999,0.0,365.72960416666666,1.0,417.583,1.0,11.399,11.681,11.859,12.143,12.767,13.247,1.0,1.0,1.0,1.0,1.0,1.0,23.988,24.841,22.746,21.105,-9999,1.0,1.0,1.0,1.0,-9999,-7.08043,-9999,8.92495,-9999,-9999,-9999,-9999,1.31854,-9999,-3.92121,-9999,-9999,-9999,-9999,3.19883,-9999,-9999,-9999,24,24,24,24,-2.21739,1.0,0.39939,0.421737,-2.23874,1.0,0.398878,0.421251,-2.14641,0.989583,0.0279859,-2.335,-2.27962,-2.26636,-2.21739,-2.0229,-2.0087,-1.92047,1.0,0.958333,1.0,1.0,1.0,1.0,0.958333,4.16527,0.331015,1.0,0.228688,0.358115,-8.43883,7.69368,1.0,0.734987,0.749705,4.16527,0.331015,1.0,0.228688,0.358115,-8.47997,7.69006,1.0,0.733953,0.748692,3.77034,3.8257,3.88148,4.16527,4.36172,4.37687,4.39092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.75353,-8.47857,-8.43638,-8.23732,-8.19131,-8.18292,-8.0801,0.916667,1.0,1.0,1.0,1.0,1.0,0.916667,4.09634,4.0482,4.14901,0.0308663,3.90532,3.91585,3.98773,4.12858,4.22953,4.36532,4.4458,6.34709,6.28694,6.29542,0.0232758,6.14808,6.19321,6.20969,6.24139,6.31056,6.36869,6.65659,2.53426,2.82662,2.71231,0.0592665,2.0662,2.36945,2.43587,2.84305,2.97314,3.05311,3.17321,5.65652,5.59089,5.51114,0.0318126,5.18078,5.29093,5.38339,5.522,5.60915,5.65652,5.93497,-9999,-9999
20191006,10.829,1.0,9.871,0.815,1.0,11.787,1.764,1.0,11.35,10.549,1.054,12.151,1.388,10.829,1.0,9.871,0.815,1.0,11.787,1.764,1.0,230.812,43.497,1.0,47.614,43.497,1.0,364.234,1.0,381.85,364.234,1.0,351.988,1.0,369.959,351.988,1.0,0.894,1.0,1.203,0.894,1.0,100.929,100.903,1.0,11.05,14.48,1.0,3.055,2.38,1.0,0.35940743750000004,1.0,78.65324458958334,1.0,3.063465797916667,1.0,37.850157780487805,0.8541666666666666,12.565803096774191,0.6458333333333334,373.1814166666666,1.0,418.574,1.0,11.437,11.61,11.693,11.874,12.535,13.116,1.0,1.0,1.0,1.0,1.0,1.0,25.442,26.292,23.877,21.229,-9999,1.0,1.0,1.0,1.0,-9999,-3.40125,-9999,1.38066,-9999,-9999,-9999,-9999,1.39238,-9999,-13.0782,-9999,-9999,-9999,-9999,3.89184,-9999,-9999,-9999,24,24,24,24,0.15287,1.0,0.350041,0.383107,0.15287,1.0,0.350147,0.383204,0.155906,1.0,0.0279333,-0.116756,-0.0260477,0.0151522,0.15287,0.250483,0.285351,0.49064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2046,0.534967,1.0,0.232048,0.330805,-3.90998,6.38919,1.0,0.633468,0.636648,4.2046,0.534967,1.0,0.232048,0.330805,-3.90998,6.38919,1.0,0.633685,0.636864,3.71531,3.88887,3.98608,4.2046,4.35249,4.3604,4.38026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.95963,-3.9574,-3.95476,-3.93851,-3.86889,-3.8303,-3.41558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.378,4.355,4.40631,0.023946,4.19771,4.21441,4.28284,4.39581,4.48364,4.55514,4.61714,4.24347,4.20213,4.2504,0.00840666,4.12532,4.21178,4.22322,4.25165,4.27805,4.2917,4.31446,3.05163,3.45152,3.13555,0.0648925,2.54328,2.6171,2.79548,3.09203,3.45645,3.47889,3.58294,3.92055,4.07583,3.90529,0.0269944,3.69897,3.75125,3.79155,3.83391,4.05408,4.07695,4.19864,-9999,-9999
20191007,10.778,1.0,10.935,1.465,1.0,10.62,1.738,1.0,10.679,10.8,1.422,10.559,1.262,10.778,1.0,10.935,1.465,1.0,10.62,1.738,1.0,227.45,49.243,1.0,39.057,49.243,1.0,364.908,1.0,388.338,364.908,1.0,350.958,1.0,376.966,350.958,1.0,0.999,1.0,1.167,0.999,1.0,101.456,101.432,1.0,0.802,1.02,1.0,2.323,1.936,1.0,0.2550549555555556,0.9375,90.03959770833335,1.0,3.0112178916666665,1.0,48.60705139130434,0.9583333333333334,13.332702068965515,0.6041666666666666,374.12343749999997,1.0,421.85,1.0,11.822,12.022,12.119,12.253,12.655,13.051,1.0,1.0,1.0,1.0,1.0,1.0,25.354,26.315,24.834,22.273,-9999,1.0,1.0,1.0,1.0,-9999,-4.29272,-9999,4.97538,-9999,-9999,-9999,-9999,1.40165,-9999,0.261535,-9999,-9999,-9999,-9999,3.90919,-9999,-9999,-9999,24,24,24,24,-0.0603623,1.0,0.354407,0.510846,-0.0780922,1.0,0.354284,0.510761,0.0602508,1.0,0.0543017,-0.44193,-0.340601,-0.193145,-0.0585788,0.201515,0.395224,0.701765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.46956,0.519601,1.0,0.222654,0.250919,-4.58589,7.21416,1.0,0.645739,0.878754,4.46956,0.519601,1.0,0.222654,0.250919,-4.62006,7.23206,1.0,0.645486,0.878569,4.12146,4.25556,4.28376,4.41105,4.46072,4.48695,4.53891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.95097,-4.83862,-4.66134,-4.5558,-4.16017,-3.64659,-3.03593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.34994,4.32677,4.36817,0.0188154,4.19532,4.21323,4.27011,4.36282,4.43607,4.49066,4.52988,4.42361,4.40486,4.30792,0.0368666,3.78889,4.01755,4.19317,4.34291,4.46009,4.54939,4.58275,3.46222,3.79701,3.59374,0.0528349,2.69238,3.46222,3.47293,3.62943,3.74243,3.81259,3.87396,4.74042,4.9098,4.81612,0.0323995,4.38961,4.65827,4.67555,4.83955,4.99626,5.01099,5.09402,-9999,-9999
20191008,13.134,1.0,12.224,0.697,1.0,14.123,0.957,1.0,13.27,12.315,0.608,14.307,0.915,13.134,1.0,12.224,0.697,1.0,14.123,0.957,1.0,224.102,59.898,1.0,60.527,59.898,1.0,360.432,1.0,375.783,360.432,1.0,369.123,1.0,363.407,369.123,1.0,1.765,1.0,2.151,1.765,1.0,100.714,100.706,1.0,4.23,5.18,1.0,3.92,3.107,1.0,0.4902325,1.0,110.79451924770832,1.0,3.6650863270833334,1.0,60.03030211627908,0.8958333333333334,10.938878809523809,0.875,383.10341666666665,1.0,405.761,1.0,12.512,12.608,12.591,12.492,12.622,12.967,1.0,1.0,1.0,1.0,1.0,1.0,25.5,26.453,25.454,23.106,-9999,1.0,1.0,1.0,1.0,-9999,0.505132,-9999,3.46208,-9999,-9999,-9999,-9999,2.22066,-9999,-34.2003,-9999,-9999,-9999,-9999,4.00776,-9999,-9999,-9999,25,23,25,23,-1.02138,1.0,0.420113,0.451212,-1.02138,1.0,0.420534,0.451604,-1.14532,1.0,0.0270647,-1.50844,-1.3501,-1.34068,-1.02925,-1.0222,-1.02088,-1.01672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.72458,0.762621,1.0,0.219526,0.219811,-7.1895,7.31701,1.0,0.81049,0.877435,4.72458,0.762621,1.0,0.219526,0.219811,-7.1895,7.31701,1.0,0.811373,0.878251,4.68871,4.71003,4.71099,4.72282,4.7308,4.73241,4.73476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.12906,-7.85861,-7.84656,-7.19032,-7.18782,-7.1863,-7.18527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.91444,4.95405,4.89296,0.0133906,4.72331,4.78219,4.83608,4.9049,4.96966,4.97355,4.98642,5.93087,5.97543,6.03828,0.0353629,5.75613,5.81144,5.86181,5.95278,6.24381,6.31926,6.3317,4.04115,4.22684,4.14948,0.0440188,3.36417,4.04013,4.04847,4.1508,4.28573,4.31715,4.42358,5.57373,5.71896,5.68466,0.0318356,5.32174,5.52005,5.53416,5.66406,5.85463,5.93855,5.98888,-9999,-9999
20191009,11.133,1.0,10.851,0.419,1.0,11.439,0.748,1.0,11.42,11.119,0.514,11.748,0.529,11.133,1.0,10.851,0.419,1.0,11.439,0.748,1.0,220.77,83.125,1.0,77.141,83.125,1.0,333.15,1.0,353.363,333.15,1.0,348.928,1.0,339.192,348.928,1.0,1.741,1.0,2.234,1.741,1.0,100.581,100.576,1.0,2.42,4.2,1.0,4.349,3.899,1.0,0.5881777708333332,1.0,150.80996395833333,1.0,6.586748402083334,1.0,59.61769586666667,0.9375,14.772453958333335,1.0,371.91452083333337,1.0,406.262,1.0,11.807,12.021,12.128,12.257,12.561,12.868,1.0,1.0,1.0,1.0,1.0,1.0,25.792,26.678,26.217,23.917,-9999,1.0,1.0,1.0,1.0,-9999,-4.44514,-9999,7.36284,-9999,-9999,-9999,-9999,1.55746,-9999,-39.1541,-9999,-9999,-9999,-9999,3.84808,-9999,-9999,-9999,25,23,25,23,-2.02844,1.0,0.425915,0.426009,-2.02844,1.0,0.425915,0.426009,-2.02415,1.0,0.00128899,-2.02844,-2.02844,-2.02844,-2.02844,-2.02844,-2.01059,-2.00955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.3419,0.703566,1.0,0.205673,0.206334,-8.79883,9.43577,1.0,0.826865,0.826865,4.3419,0.703566,1.0,0.205673,0.206334,-8.79883,9.43577,1.0,0.826865,0.826865,4.3419,4.3419,4.3419,4.3419,4.3419,4.37491,4.37685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.79883,-8.79883,-8.79883,-8.79883,-8.79883,-8.79883,-8.79883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.31724,4.30162,4.33658,0.0133281,4.19716,4.22362,4.26971,4.33523,4.40284,4.41545,4.44792,6.36367,6.33006,6.36073,0.0125732,6.2256,6.25206,6.29815,6.36367,6.42972,6.44388,6.45825,3.88161,4.12294,4.07283,0.0225178,3.87838,3.89769,3.93217,4.10805,4.17851,4.23654,4.3032,6.13318,6.18956,6.20592,0.0140937,6.10948,6.12068,6.12318,6.18627,6.23158,6.32142,6.34055,-9999,-9999
