TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
201901,2.804,0.942204,2.475,1.047,0.953763,3.37,0.918,0.922939,3.21,2.922,1.034,3.711,0.883,3.021,0.942204,2.668,1.103,0.953763,3.629,0.971,0.922939,99.2179,32.34,0.944892,31.947,31.059,0.944892,310.689,0.942876,317.66,312.794,0.942876,281.381,0.942204,300.632,284.636,0.942204,1.208,0.942204,1.107,1.221,0.942204,101.601,101.557,0.901882,1.838,1.965,0.921371,3.149,3.323,0.870296,-9999,-9999,61.03755263347095,0.9213709677419354,4.821049968916409,0.9213709677419354,21.973991205750586,0.8696236559139785,-2.1893560306843156,0.6021505376344085,342.49555439244665,0.9220430107526881,426.58,0.948253,3.266,3.582,3.787,4.23,5.283,6.83,0.942876,0.942876,0.942876,0.942876,0.942876,0.942876,25.735,26.065,27.239,31.867,-9999,0.942876,0.942876,0.942876,0.942876,-9999,-8.24822,0.942876,0.864668,-9999,-9999,0.175066,-23.3865,-9999,-9999,0.564496,-9999,-9999,30.5161,17.4839,26.1613,17.1935,1.02491,0.776882,0.0343948,0.0438158,1.02491,0.776882,0.0343948,0.0438158,0.989216,0.765306,0.0146776,0.714589,0.970625,1.00345,1.02491,1.02491,1.02491,1.02491,0.734543,0.735215,0.741935,0.776882,0.776882,0.776882,0.776882,1.41286,0.912547,0.872043,0.0421158,0.0449708,0.233902,1.03312,0.615433,0.0536512,0.0553145,1.41286,0.912547,0.872043,0.0421158,0.0449708,0.233902,1.03312,0.615433,0.0536512,0.0553145,1.0124,1.38132,1.38181,1.41286,1.41286,1.41286,1.41286,0.815158,0.816233,0.819355,0.872043,0.872043,0.872043,0.872043,0.0999339,0.206977,0.230503,0.233902,0.233902,0.233902,0.233902,0.59688,0.615433,0.610057,0.615433,0.615433,0.615433,0.615433,0.949408,0.925299,0.951605,0.00184959,0.935278,0.940126,0.942689,0.949408,0.956925,0.96845,0.971354,-0.0763294,-0.0996156,-0.0376107,0.015818,-0.0896363,-0.0847879,-0.0822251,-0.0736927,-0.0582982,-0.0510028,0.253861,0.661072,0.661072,0.661072,3.11433e-07,0.661072,0.661072,0.661072,0.661072,0.661072,0.661072,0.661072,0.199881,0.199881,0.199881,3.51001e-07,0.199881,0.199881,0.199881,0.199881,0.199881,0.199881,0.199881,-9999,-9999
201902,6.612,0.949405,5.441,1.999,0.964286,8.131,2.611,0.928571,6.1,4.882,1.732,7.67,2.512,6.586,0.949405,5.438,1.897,0.964286,8.072,2.577,0.928571,162.796,85.958,0.950893,74.337,85.131,0.950893,315.837,0.949405,318.2,316.618,0.949405,289.375,0.949405,301.216,289.486,0.949405,2.758,0.949405,2.248,2.711,0.949405,102.072,102.079,0.927827,2.582,1.772,0.927827,2.939,2.981,0.919643,0.4682819081807858,0.6584821428571429,162.6670671055063,0.9270833333333333,10.717167105492193,0.9270833333333333,34.65775572103185,0.8802083333333333,-9999,-9999,358.8483990896072,0.9278273809523808,430.86,0.968006,3.847,3.965,3.973,4.033,4.449,5.511,0.953869,0.953869,0.953869,0.953869,0.953869,0.953869,28.585,28.538,31.173,33.634,-9999,0.953869,0.953869,0.953869,0.953869,-9999,-2.2252,0.953869,5.53455,-9999,-9999,0.209241,-6.02706,-9999,-9999,0.510951,-9999,-9999,27.3929,20.6071,27.3929,19.2143,1.21811,0.613095,0.0439477,0.151579,1.23042,0.61756,0.0436446,0.151492,1.25548,0.615867,0.0195742,1.08534,1.13492,1.17725,1.23696,1.25704,1.42506,1.47771,0.619792,0.613095,0.613839,0.613839,0.61756,0.622768,0.61756,1.84376,0.264324,0.693801,0.055858,0.211855,0.326679,1.47047,0.510281,0.0648541,0.0915667,1.84199,0.262932,0.693801,0.0553723,0.211727,0.354753,1.50363,0.519859,0.0646213,0.091402,1.65823,1.74011,1.78749,1.84376,1.85917,2.14883,2.23901,0.705182,0.695076,0.695076,0.693801,0.693801,0.700963,0.693801,0.268229,0.269345,0.306045,0.367241,0.392133,0.398627,0.401143,0.510444,0.508658,0.510281,0.511742,0.519859,0.523106,0.519859,1.54722,1.53193,1.56157,0.00316783,1.53818,1.54427,1.54668,1.55126,1.57462,1.58906,1.59125,0.297143,0.301516,0.306093,0.0179594,0.111347,0.113217,0.277926,0.302791,0.370663,0.43881,0.484053,1.56841,1.49008,1.4579,0.0136722,1.31536,1.31647,1.43536,1.48775,1.5169,1.517,1.56841,0.65103,0.642032,0.6279,0.00489387,0.576442,0.57711,0.623724,0.630572,0.65103,0.658992,0.669039,-9999,-9999
201903,8.296,0.952285,7.236,1.471,0.967742,9.277,1.769,0.935484,8.169,7.206,1.326,9.053,1.665,8.199,0.952285,7.169,1.434,0.967742,9.148,1.786,0.935484,258.973,98.868,0.953629,99.788,102.46,0.953629,338.813,0.952285,336.264,337.474,0.952285,312.67,0.952285,320.725,311.468,0.952285,2.794,0.952285,2.628,2.79,0.952285,101.606,101.661,0.933468,3.022,8.995,0.935484,3.83,4.599,0.933468,0.47447595789503266,0.6505376344086022,194.926126369375,0.9354838709677419,12.383816478497847,0.9354838709677419,62.53941157289241,0.9200268817204301,-9999,-9999,373.18360965394965,0.9348118279569891,416.416,0.999328,7.446,7.459,7.354,7.13,6.897,6.966,1.0,1.0,1.0,1.0,1.0,1.0,28.967,28.498,31.203,34.36,-9999,1.0,1.0,1.0,1.0,-9999,2.12174,1.0,5.49033,-9999,-9999,0.345155,-13.8953,-9999,-9999,0.552249,-9999,-9999,23.7419,24.2581,22.7742,20.3548,2.24516,0.703629,0.0760763,0.0882884,2.25111,0.704973,0.0757311,0.0879911,2.2706,0.710971,0.00918013,2.10884,2.2306,2.24516,2.27916,2.31404,2.3202,2.33995,0.705645,0.706317,0.703629,0.717742,0.717742,0.717742,0.707661,1.77783,0.872337,0.687518,0.0967022,0.174296,2.46407,4.03718,0.712675,0.111772,0.138069,1.75555,0.872143,0.688808,0.096389,0.174123,2.49834,4.00986,0.714078,0.110814,0.137295,1.33171,1.54939,1.6719,1.75716,1.77842,1.83941,1.84438,0.690323,0.687518,0.687518,0.688808,0.692679,0.692679,0.692679,2.46407,2.50433,2.53083,2.53912,2.65459,2.66644,2.68976,0.712675,0.714078,0.733841,0.733841,0.717485,0.717485,0.720119,2.21978,2.18569,2.16917,0.0168181,1.89631,2.05513,2.08642,2.22018,2.23854,2.24743,2.25071,-0.0227534,-0.0654155,-0.101426,0.012038,-0.2503,-0.219839,-0.158267,-0.0708128,-0.0524456,-0.0403277,-0.0170791,1.92574,1.81794,1.87441,0.0183394,1.75793,1.75976,1.81986,1.85109,1.8729,1.92574,2.20505,0.896306,0.886691,0.935101,0.0150732,0.87474,0.874876,0.883121,0.89103,0.920053,0.981052,1.16238,-9999,-9999
201904,10.41,1.0,8.404,1.879,1.0,11.81,3.101,1.0,10.358,8.454,1.761,11.686,2.964,10.41,1.0,8.404,1.879,1.0,11.81,3.101,1.0,363.465,181.594,0.990972,189.723,183.052,0.990972,339.402,0.99375,327.358,339.37,0.99375,315.082,0.990972,311.106,314.811,0.990972,5.139,1.0,4.875,5.139,1.0,101.366,101.377,1.0,1.414,0.365,1.0,2.735,2.998,0.999306,0.4905505462041262,0.6819444444444446,338.7010789515552,0.986111111111111,22.41178315679984,0.9875,83.50369326746063,0.9701388888888889,-9999,-9999,390.13402746336345,0.9875,426.437,0.990278,10.686,10.647,10.493,10.124,9.561,8.99,1.0,1.0,1.0,1.0,1.0,1.0,19.441,21.449,25.517,33.175,-9999,1.0,1.0,1.0,1.0,-9999,3.02776,1.0,20.3836,-9999,-9999,0.539408,27.0123,-9999,-9999,0.580348,-9999,-9999,19.8333,28.1667,12.9667,10.4667,1.08983,0.370833,0.0650308,0.16865,1.17804,0.370833,0.0636251,0.168113,1.04093,0.367118,0.0281375,0.640129,0.83966,0.900569,1.12948,1.14231,1.15088,1.17667,0.302778,0.315278,0.315972,0.397917,0.402083,0.409722,0.354861,2.72507,0.557032,0.426316,0.0471655,0.26525,-0.071279,3.87083,0.338054,0.12665,0.162225,2.78769,0.55831,0.426316,0.0459624,0.265039,0.0282404,3.79114,0.338054,0.124902,0.160864,1.97604,2.30316,2.37412,2.78678,2.81466,2.8252,2.8472,0.345614,0.347368,0.347368,0.426316,0.426316,0.433333,0.433333,-0.295839,-0.199302,-0.135168,-0.0647989,-0.0322607,0.00344755,0.0324737,0.279222,0.294011,0.297383,0.384342,0.392388,0.338054,0.404993,3.5861,3.50664,3.32023,0.0645276,2.44006,2.72236,2.76114,3.50664,3.5861,3.61978,3.64453,2.4587,2.3286,2.2793,0.0388361,1.82488,1.8827,1.97481,2.38752,2.45233,2.47615,2.49455,2.17305,2.23005,2.36568,0.0799865,2.04288,2.10491,2.17305,2.22109,2.2533,2.31209,4.01429,1.47436,1.46455,1.62371,0.0631742,1.41402,1.44344,1.45888,1.47099,1.47758,1.53732,2.7655,-9999,-9999
201905,11.627,1.0,9.613,1.512,1.0,12.652,2.34,1.0,11.576,9.553,1.466,12.613,2.324,11.627,1.0,9.613,1.512,1.0,12.652,2.34,1.0,445.309,204.399,0.995296,210.643,205.8,0.995296,355.649,1.0,344.286,355.649,1.0,331.252,0.995296,329.389,331.106,0.995296,4.406,1.0,4.224,4.406,1.0,101.581,101.592,1.0,1.957,1.297,1.0,2.55,3.006,1.0,0.27054591417297585,0.8279569892473119,387.8588121711803,0.9959677419354838,20.415721123958335,1.0,105.90020545710053,0.9845430107526881,-9999,-9999,395.19211424731185,1.0,426.55,1.0,13.739,13.57,13.299,12.71,11.829,10.953,0.999328,0.999328,0.999328,0.999328,0.999328,0.999328,18.729,20.521,23.1,32.39,-9999,0.999328,0.999328,0.999328,0.999328,-9999,9.14268,0.999328,31.9801,-9999,-9999,0.472095,27.7511,-9999,-9999,0.518749,-9999,-9999,16.2903,31.7097,16.2903,29.4194,0.00370207,0.862903,0.0570423,0.238649,0.105929,0.879032,0.0572918,0.238708,-0.0378471,0.861475,0.0484296,-0.662449,-0.309562,-0.174476,0.0692102,0.132901,0.1539,0.219339,0.726478,0.783602,0.805108,0.897849,0.909946,0.911962,0.922715,3.37948,0.452266,0.895406,0.0433155,0.0979334,-1.65552,4.31249,0.846798,0.0821877,0.353548,3.43669,0.54686,0.927664,0.0461439,0.0992168,-1.53971,4.2177,0.853765,0.081886,0.353478,3.40298,3.41636,3.42515,3.46259,3.52737,3.59203,3.70192,0.947249,0.872636,0.958634,0.956736,0.878329,0.958634,0.983302,-2.79446,-2.18131,-1.95115,-1.58468,-1.51563,-1.49359,-1.46701,0.626727,0.735567,0.77611,0.875522,0.896862,0.885799,0.886807,3.82584,3.95983,3.91435,0.0194853,3.73852,3.81788,3.84706,3.87611,3.95461,4.06257,4.16635,3.79013,3.8539,3.9522,0.0540857,3.60562,3.70307,3.75663,3.85378,4.00772,4.15869,4.36434,3.33974,3.58648,3.53294,0.0537396,3.05105,3.19879,3.29307,3.5582,3.67602,3.72846,4.08469,3.20951,3.06341,3.25579,0.061672,2.79408,2.90334,2.93795,3.1767,3.39128,3.56079,3.91234,-9999,-9999
201906,17.481,1.0,14.919,2.003,1.0,18.646,2.895,1.0,17.53,15.028,1.838,18.667,2.86,17.481,1.0,14.919,2.003,1.0,18.646,2.895,1.0,483.168,235.633,1.0,238.439,235.633,1.0,388.811,1.0,373.272,388.811,1.0,381.311,1.0,360.694,381.311,1.0,6.433,1.0,6.592,6.433,1.0,101.461,101.475,1.0,3.456,2.463,1.0,2.637,2.769,1.0,0.2754163017927144,0.8875,484.28122311937256,0.9944444444444446,22.729841769187498,1.0,107.76136278999384,0.9875,-9999,-9999,428.31618980496455,0.9993055555555556,424.824,1.0,18.186,17.896,17.521,16.673,15.243,13.587,1.0,1.0,1.0,1.0,1.0,1.0,17.986,20.268,20.838,30.923,-9999,1.0,1.0,1.0,1.0,-9999,13.1229,1.0,59.1663,-9999,-9999,0.670922,12.6345,-9999,-9999,0.557899,-9999,-9999,15.0,33.0,14.8667,32.3,-4.37038,0.936111,0.0807349,0.319628,-4.26785,0.94375,0.0820865,0.319972,-4.41008,0.910937,0.0440664,-5.01206,-4.80034,-4.62091,-4.24098,-4.18743,-4.18181,-4.16282,0.729861,0.903472,0.589583,0.9375,0.954167,0.968056,0.952778,5.57509,1.28469,0.922222,0.0798902,0.2276,-8.65996,7.9392,0.942424,0.108486,0.360347,5.78074,1.40059,0.931111,0.0986203,0.23483,-8.60972,7.91961,0.949495,0.106218,0.359671,5.23233,5.27226,5.37947,5.59119,5.67177,5.69849,5.78,0.9,0.871111,0.873333,0.944444,0.933333,0.475556,0.931111,-9.45136,-9.10353,-8.94856,-8.60568,-8.43443,-8.41627,-8.39628,0.811111,0.907071,0.912121,0.944444,0.961616,0.961616,0.971717,7.4435,7.70021,7.14009,0.0799124,6.0583,6.52033,6.87664,7.26553,7.4435,7.50027,7.72008,11.6445,11.9681,11.5502,0.0781652,10.6692,10.9866,11.2906,11.5626,11.7238,11.9632,12.2826,4.61967,4.08689,4.55401,0.100409,3.26533,4.04826,4.2006,4.54961,4.92682,5.21592,5.50928,7.57453,7.42002,7.71424,0.157881,6.42897,6.53776,7.34541,7.57453,8.44094,8.67995,9.07668,-9999,-9999
201907,18.728,0.675403,15.754,1.982,0.741935,20.134,3.102,0.645161,18.518,15.862,1.53,19.776,2.638,18.515,0.675403,15.824,1.696,0.741935,19.792,2.725,0.645161,465.336,240.574,0.679435,224.916,223.693,0.679435,396.906,0.675403,380.884,393.337,0.675403,384.572,0.675403,368.916,382.281,0.675403,7.85,0.675403,7.524,7.509,0.675403,101.543,101.55,0.644489,1.666,1.129,0.644489,2.37,2.307,0.644489,0.2779590895803426,0.6646505376344086,461.9490814014136,0.6424731182795699,19.81872587413817,0.6444892473118279,107.19929745670588,0.6297043010752688,-9999,-9999,438.90305057335024,0.6431451612903226,425.475,0.778898,17.689,17.563,17.358,16.879,16.061,14.716,0.807124,0.807124,0.807124,0.807124,0.807124,0.807124,12.676,14.664,15.027,26.852,-9999,0.807124,0.807124,0.807124,0.807124,-9999,4.75855,0.807124,67.3104,-9999,-9999,0.637664,8.73329,-9999,-9999,0.497973,-9999,-9999,15.3871,32.6129,15.3871,32.2581,-5.41507,0.701613,0.078736,0.220426,-5.4278,0.714382,0.079233,0.220604,-5.50806,0.679402,0.0316227,-5.8255,-5.77877,-5.67382,-5.44919,-5.40696,-5.367,-5.23387,0.50336,0.609543,0.635753,0.733199,0.712366,0.732527,0.74328,6.41813,0.890444,0.711962,0.0630656,0.261928,-10.6998,9.07495,0.696786,0.108926,0.412227,6.22152,0.854719,0.729167,0.0664866,0.262773,-10.6252,8.966,0.70757,0.108222,0.412041,5.85896,5.96316,5.98252,6.22152,6.41778,6.4716,6.92264,0.733333,0.746371,0.74207,0.729167,0.532258,0.709812,0.470296,-11.5687,-11.2215,-11.0913,-10.6233,-10.5086,-10.4263,-10.2144,0.525108,0.620479,0.641954,0.705615,0.728128,0.734024,0.739889,6.62713,7.2361,6.88569,0.0479535,6.60653,6.60966,6.64709,6.74756,7.19883,7.28305,7.38674,12.0533,12.6639,12.3937,0.0675558,11.902,12.0151,12.051,12.3035,12.72,12.7838,13.1634,7.39644,7.59147,6.82485,0.244648,3.41932,4.34055,6.3486,7.15477,7.8412,8.48338,8.61519,13.4899,13.461,13.1569,0.139295,11.1195,12.3088,12.7854,13.4726,13.7002,13.7842,14.1414,-9999,-9999
201908,18.217,1.0,15.653,1.76,1.0,19.825,3.024,1.0,18.385,16.044,1.649,19.85,2.848,18.217,1.0,15.653,1.76,1.0,19.825,3.024,1.0,397.467,186.886,0.981855,190.275,188.786,0.981855,392.501,0.980511,377.757,391.547,0.980511,389.421,0.981855,365.538,388.277,0.981855,6.327,1.0,6.616,6.327,1.0,101.469,101.466,1.0,1.898,1.462,1.0,2.68,2.207,1.0,0.29971212904021877,0.862231182795699,381.33895926250324,0.9650537634408602,16.01506798097778,0.9657258064516129,97.34842391279071,0.9301075268817203,-9999,-9999,428.9573650847124,0.9650537634408602,430.349,0.997984,16.561,16.553,16.457,16.195,15.746,14.838,1.0,1.0,1.0,1.0,1.0,1.0,16.434,17.937,14.95,23.837,-9999,1.0,1.0,1.0,1.0,-9999,2.44847,1.0,66.1433,-9999,-9999,0.620921,-10.7227,-9999,-9999,0.699437,-9999,-9999,18.1935,29.8065,18.1935,29.8065,-3.37112,0.975134,0.0776263,0.143465,-3.403,0.97379,0.0804085,0.144989,-3.44843,0.97038,0.0162313,-3.65614,-3.60103,-3.54254,-3.41467,-3.37145,-3.35973,-3.34532,0.955645,0.957661,0.928763,0.97379,0.983871,0.984543,0.974462,8.22617,0.69968,0.994907,0.0593205,0.376262,-10.2581,10.7264,0.962231,0.119941,0.460428,8.13071,0.721186,0.993209,0.0596781,0.376319,-10.2487,10.7356,0.961036,0.119346,0.460273,7.62652,7.87929,7.91056,8.13071,8.44762,8.6224,8.72005,0.971138,0.993209,0.993209,0.993209,0.993209,0.990137,0.986741,-10.9925,-10.9059,-10.6831,-10.2547,-10.0615,-10.0168,-9.9997,0.934735,0.937953,0.95086,0.9701,0.977968,0.975744,0.975744,9.29772,9.48527,9.40154,0.0393234,8.95828,9.18015,9.21126,9.36315,9.62614,9.65095,9.74381,12.7693,12.8883,12.85,0.0496527,12.4139,12.5665,12.5838,12.7693,13.1886,13.2589,13.3352,8.39437,8.64734,8.69129,0.0887687,7.75972,8.09018,8.27323,8.60834,9.06706,9.45983,9.74324,11.4566,11.4402,11.1777,0.0644146,10.0827,10.762,11.0061,11.3619,11.4163,11.4496,11.5285,-9999,-9999
201909,14.569,0.953472,12.762,1.659,0.969444,16.092,2.337,0.9375,14.825,13.133,1.578,16.251,2.315,14.557,0.953472,12.756,1.655,0.969444,16.075,2.354,0.9375,300.991,127.764,0.938194,120.788,127.432,0.938194,369.481,0.934028,368.323,369.732,0.934028,364.42,0.936111,355.35,363.432,0.936111,3.999,0.953472,4.54,4.032,0.953472,101.746,101.737,0.94375,2.167,2.075,0.933333,2.961,2.453,0.94375,0.3400885866899227,0.8395833333333333,259.67499882832965,0.8986111111111111,11.432069838379629,0.9,70.355569370589,0.8555555555555556,-9999,-9999,404.5531760769635,0.89375,422.905,0.952778,13.63,13.75,13.78,13.793,13.926,13.829,0.953472,0.953472,0.953472,0.953472,0.953472,0.953472,14.43,15.689,14.099,21.664,-9999,0.953472,0.953472,0.953472,0.953472,-9999,-1.0965,0.953472,34.6148,-9999,-9999,0.489459,-15.1838,-9999,-9999,0.5682,-9999,-9999,22.1,25.9,22.1,25.9,-1.37691,0.914583,0.101223,0.364978,-1.41349,0.9125,0.1014,0.365027,-1.51737,0.909184,0.0448907,-2.00516,-1.94715,-1.90819,-1.4162,-1.29404,-1.24583,-1.21684,0.919444,0.91875,0.91875,0.913194,0.909028,0.904861,0.893056,7.15876,1.2206,0.905149,0.0739095,0.847275,-8.555,8.96682,0.921796,0.169305,0.181033,7.02551,1.26818,0.902251,0.0756515,0.847429,-8.51256,8.88487,0.920462,0.169196,0.180931,5.78675,5.90395,5.99173,7.02551,7.48801,7.59204,7.65753,0.913889,0.913889,0.915476,0.902251,0.886968,0.867139,0.871684,-9.16111,-8.62187,-8.59931,-8.52563,-8.5092,-8.49367,-8.48593,0.901703,0.917895,0.919129,0.923524,0.918443,0.923129,0.923129,7.22976,7.22126,7.47265,0.100681,6.74528,6.84117,6.9449,7.23475,8.23581,8.46501,8.56385,8.68156,8.63475,8.99002,0.0757284,8.6044,8.64974,8.66799,8.7516,9.48164,9.66785,9.78291,6.01118,6.34248,5.74842,0.0936688,4.8085,5.07258,5.23814,5.86432,6.27594,6.34269,6.44428,8.8243,8.67625,8.43727,0.0738138,7.80488,7.93931,8.02352,8.47532,8.66414,8.8243,8.99899,-9999,-9999
