TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20200719,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.697,14.746,1.325,17.5,1.525,16.697,0.0,14.746,1.325,0.0,17.5,1.525,0.0,453.872,85.867,1.0,124.672,85.867,1.0,-9999,-9999,372.353,372.353,0.0,-9999,-9999,335.753,335.753,0.0,-9999,-9999,2.125,2.125,0.0,99.993,99.996,1.0,5.348,0.7,1.0,2.381,2.903,1.0,0.35699369230769223,0.8125,410.806,1.0,-9999,-9999,57.9659,-9999,-9999,-9999,-9999,-9999,-9999,5.23372,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,0.191775,1.0,-9999,-9999,0.473598,1.0,-9999,-9999,0.314491,1.0,0.0345681,-0.18034,0.161995,0.191775,0.385297,0.477106,0.482381,0.482381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.32436,1.54502,1.0,-9999,-9999,-2.34325,6.92482,1.0,-9999,-9999,6.8659,2.22672,1.0,-9999,-9999,-2.18283,6.99152,1.0,-9999,-9999,6.03773,6.32436,6.34115,6.8659,6.89859,6.90723,6.90723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.73147,-2.39068,-2.34325,-2.19152,-2.1879,-2.18711,-2.18534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.26554,6.30531,6.14167,0.0525887,5.47332,5.83786,6.21797,6.25767,6.30923,6.31263,6.33007,6.05745,6.13644,5.99225,0.0322635,5.65226,5.83597,5.92911,6.05525,6.14817,6.14982,6.15979,-9999,-9999
20200720,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.328,11.02,0.596,14.279,1.754,13.328,0.0,11.02,0.596,0.0,14.279,1.754,0.0,451.849,239.926,1.0,229.284,239.926,1.0,-9999,-9999,315.956,315.956,0.0,-9999,-9999,308.327,308.327,0.0,-9999,-9999,3.015,3.015,0.0,100.174,100.174,0.979167,0.26,0.2,1.0,3.858,4.181,0.979167,0.6050770844444445,0.9375,394.437,1.0,-9999,-9999,83.3089,-9999,-9999,-9999,-9999,-9999,-9999,83.2146,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-3.88654,1.0,-9999,-9999,-3.87305,1.0,-9999,-9999,-3.9065,1.0,0.0150021,-4.18464,-3.90364,-3.88654,-3.87644,-3.87449,-3.87393,-3.87393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.76753,1.63166,1.0,-9999,-9999,-7.66228,8.00979,1.0,-9999,-9999,5.76753,1.63166,1.0,-9999,-9999,-7.64393,8.03792,1.0,-9999,-9999,5.14111,5.74878,5.76753,5.76753,5.76753,5.76753,5.76753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.80988,-7.67681,-7.66228,-7.64853,-7.64589,-7.64513,-7.64513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.89853,5.91263,5.47833,0.0961914,4.48938,4.4998,4.87763,5.89759,5.90316,5.90382,5.90931,10.3612,10.3978,10.1286,0.0529109,9.6898,9.69656,9.69689,10.3576,10.3639,10.3669,10.3675,-9999,-9999
20200721,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.795,9.825,0.592,14.019,2.049,12.795,0.0,9.825,0.592,0.0,14.019,2.049,0.0,449.768,277.725,1.0,238.194,277.725,1.0,-9999,-9999,304.716,304.716,0.0,-9999,-9999,302.861,302.861,0.0,-9999,-9999,3.453,3.453,0.0,100.47,100.463,1.0,0.399,0.0,1.0,4.408,4.756,1.0,0.6488945869565217,0.9583333333333334,393.674,1.0,-9999,-9999,70.7821,-9999,-9999,-9999,-9999,-9999,-9999,95.3634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-3.58364,1.0,-9999,-9999,-3.58364,1.0,-9999,-9999,-3.58485,1.0,0.00121463,-3.58364,-3.58364,-3.58364,-3.58364,-3.58364,-3.58364,-3.58364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.21638,0.913886,1.0,-9999,-9999,-7.02325,6.16593,1.0,-9999,-9999,5.21638,0.913886,1.0,-9999,-9999,-7.02325,6.16593,1.0,-9999,-9999,5.21638,5.21638,5.21638,5.21638,5.21638,5.21638,5.21638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.02325,-7.02325,-7.02325,-7.02325,-7.02325,-7.02325,-7.02325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.30099,6.31227,5.80838,0.107422,4.69722,4.70754,5.14349,6.25861,6.30944,6.31145,6.3133,10.4703,10.4902,10.2084,0.0509869,9.78458,9.80162,9.80162,10.4237,10.4451,10.4479,10.4746,-9999,-9999
20200722,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.405,9.303,1.21,13.683,2.203,12.405,0.0,9.303,1.21,0.0,13.683,2.203,0.0,447.629,250.89,1.0,223.607,250.89,1.0,-9999,-9999,310.739,310.739,0.0,-9999,-9999,305.79,305.79,0.0,-9999,-9999,3.208,3.208,0.0,100.573,100.567,1.0,0.14,0.2,1.0,3.875,4.408,1.0,0.5750434680851063,0.9791666666666666,393.563,1.0,-9999,-9999,67.4733,-9999,-9999,-9999,-9999,-9999,-9999,86.4614,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-4.30922,1.0,-9999,-9999,-4.29144,1.0,-9999,-9999,-4.30526,1.0,0.00326811,-4.33796,-4.3191,-4.30922,-4.2922,-4.2922,-4.29144,-4.29144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7754,1.15439,1.0,-9999,-9999,-7.82878,7.76379,1.0,-9999,-9999,4.7754,1.15439,1.0,-9999,-9999,-7.8046,7.79958,1.0,-9999,-9999,4.7754,4.7754,4.7754,4.7754,4.7754,4.7754,4.7754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.86789,-7.84223,-7.82878,-7.80563,-7.80563,-7.8046,-7.8046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.99297,6.00807,5.68182,0.0626034,5.02172,5.26952,5.41025,5.87553,6.01728,6.03249,6.03739,9.85318,9.87233,9.6693,0.0368382,9.27399,9.36735,9.61911,9.77869,9.84207,9.84536,9.855,-9999,-9999
20200723,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.459,10.228,2.691,13.378,2.437,12.459,0.0,10.228,2.691,0.0,13.378,2.437,0.0,445.435,113.302,1.0,84.286,113.302,1.0,-9999,-9999,353.254,353.254,0.0,-9999,-9999,326.465,326.465,0.0,-9999,-9999,1.862,1.862,0.0,99.979,99.972,1.0,10.166,7.8,1.0,3.034,3.454,1.0,0.46411329268292684,0.8541666666666666,402.096,1.0,-9999,-9999,43.8684,-9999,-9999,-9999,-9999,-9999,-9999,12.7801,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-2.10929,1.0,-9999,-9999,-1.99397,1.0,-9999,-9999,-2.09494,1.0,0.0298867,-2.49136,-2.27643,-2.10929,-1.99218,-1.98306,-1.98306,-1.9798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.39863,0.659555,1.0,-9999,-9999,-4.68077,8.93397,1.0,-9999,-9999,4.4513,0.644772,1.0,-9999,-9999,-4.54557,9.09788,1.0,-9999,-9999,4.31262,4.39419,4.39863,4.45497,4.47846,4.47846,4.48508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.16514,-4.90124,-4.68077,-4.54464,-4.54191,-4.54191,-4.54021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.41969,5.43414,5.2038,0.0718186,4.34087,4.50861,5.24402,5.43414,5.48805,5.50451,5.50837,6.24806,6.26899,6.14658,0.032377,5.7739,5.78153,6.15355,6.26834,6.27463,6.2791,6.2814,-9999,-9999
20200724,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.514,12.413,1.127,15.379,1.319,14.514,0.0,12.413,1.127,0.0,15.379,1.319,0.0,443.185,156.407,1.0,201.87,156.407,1.0,-9999,-9999,346.654,346.654,0.0,-9999,-9999,323.256,323.256,0.0,-9999,-9999,1.936,1.936,0.0,99.156,99.156,1.0,7.477,3.3,1.0,4.544,4.563,1.0,0.7092599714285713,0.7291666666666666,428.412,1.0,-9999,-9999,86.3541,-9999,-9999,-9999,-9999,-9999,-9999,8.55665,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-2.32364,1.0,-9999,-9999,-2.29968,1.0,-9999,-9999,-2.33973,1.0,0.0119445,-2.49528,-2.34846,-2.32631,-2.31678,-2.31459,-2.30741,-2.29909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.69066,0.94777,1.0,-9999,-9999,-5.09263,8.93001,1.0,-9999,-9999,4.74918,0.925098,1.0,-9999,-9999,-5.08413,8.93946,1.0,-9999,-9999,4.28247,4.65852,4.66173,4.68508,4.69066,4.73243,4.75014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.15805,-5.11316,-5.09263,-5.08434,-5.081,-5.081,-5.08029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.8843,4.88975,4.59629,0.0957129,3.34847,3.67532,4.65814,4.88975,4.98227,4.98826,4.98948,8.62381,8.63553,8.48025,0.0493353,7.84971,7.93467,8.48377,8.63553,8.68845,8.69124,8.69192,-9999,-9999
20200725,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.609,11.927,3.425,15.713,3.056,14.609,0.0,11.927,3.425,0.0,15.713,3.056,0.0,440.881,170.662,1.0,149.464,170.662,1.0,-9999,-9999,352.873,352.873,0.0,-9999,-9999,326.28,326.28,0.0,-9999,-9999,2.204,2.204,0.0,99.402,99.409,1.0,3.01,0.3,1.0,2.898,3.271,1.0,0.44381937804878047,0.8541666666666666,449.606,1.0,-9999,-9999,101.92,-9999,-9999,-9999,-9999,-9999,-9999,26.4469,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-6.58343,1.0,-9999,-9999,-6.56392,1.0,-9999,-9999,-6.59929,1.0,0.0129383,-6.69866,-6.63302,-6.58343,-6.57148,-6.57148,-6.57021,-6.56541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.83968,1.45898,1.0,-9999,-9999,-10.9492,14.0698,1.0,-9999,-9999,4.89384,1.44281,1.0,-9999,-9999,-10.9449,14.0747,1.0,-9999,-9999,4.75443,4.81963,4.83968,4.8713,4.8713,4.87946,4.88935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.0893,-11.0064,-10.9492,-10.946,-10.946,-10.946,-10.9451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.92444,3.93293,3.73585,0.0767394,2.69573,3.07549,3.66668,3.93293,4.07462,4.08211,4.0825,9.22863,9.23598,9.08031,0.0533383,8.39389,8.50166,9.07624,9.23598,9.30986,9.31166,9.31185,-9999,-9999
20200726,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.636,14.434,1.379,16.131,0.901,15.636,0.0,14.434,1.379,0.0,16.131,0.901,0.0,438.524,117.172,1.0,111.733,117.172,1.0,-9999,-9999,362.748,362.748,0.0,-9999,-9999,331.082,331.082,0.0,-9999,-9999,1.383,1.383,0.0,99.146,99.17,1.0,20.14,10.6,1.0,4.093,4.332,1.0,0.6129074634146341,0.8541666666666666,419.565,1.0,-9999,-9999,72.6087,-9999,-9999,-9999,-9999,-9999,-9999,-8.05766,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-3.25117,1.0,-9999,-9999,-3.23549,1.0,-9999,-9999,-3.26567,1.0,0.00880453,-3.34648,-3.30416,-3.25117,-3.24679,-3.24256,-3.24256,-3.23591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.11306,11.4589,1.0,-9999,-9999,-5.29312,10.0635,1.0,-9999,-9999,2.13807,11.4644,1.0,-9999,-9999,-5.28208,10.0741,1.0,-9999,-9999,2.08172,2.10223,2.11306,2.11988,2.12324,2.12929,2.13667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.41832,-5.35811,-5.29312,-5.28997,-5.28559,-5.28559,-5.28208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.14135,3.15396,3.14916,0.0297386,2.86305,2.8873,2.94428,3.17516,3.2959,3.302,3.30238,6.55901,6.56901,6.45097,0.0425522,5.94365,5.96163,6.42474,6.56901,6.63907,6.64255,6.64274,-9999,-9999
20200727,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.17,12.551,1.568,16.249,2.595,15.17,0.0,12.551,1.568,0.0,16.249,2.595,0.0,436.114,176.596,1.0,168.764,176.596,1.0,-9999,-9999,345.203,345.203,0.0,-9999,-9999,322.55,322.55,0.0,-9999,-9999,2.408,2.408,0.0,99.743,99.743,1.0,5.419,4.3,1.0,3.655,4.111,1.0,0.5441107209302326,0.8958333333333334,391.657,1.0,-9999,-9999,76.2923,-9999,-9999,-9999,-9999,-9999,-9999,23.259,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-4.10753,1.0,-9999,-9999,-4.06027,1.0,-9999,-9999,-4.06892,1.0,0.0163092,-4.12213,-4.12079,-4.10753,-4.07892,-4.06812,-4.06618,-4.05958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.35468,6.09374,1.0,-9999,-9999,-6.9694,10.1775,1.0,-9999,-9999,3.3594,6.09434,1.0,-9999,-9999,-6.90704,10.2516,1.0,-9999,-9999,3.3255,3.3255,3.3255,3.35024,3.35468,3.36767,4.44994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.01493,-6.98733,-6.9694,-6.91846,-6.91846,-6.91229,-6.91132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.136,2.15679,2.37102,0.0565815,1.84658,1.93883,2.136,2.31556,2.32669,2.93744,3.0569,8.35675,8.3675,8.24755,0.0438134,7.67583,7.77271,8.20974,8.3675,8.44374,8.44778,8.44799,-9999,-9999
20200728,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.798,13.591,1.43,15.295,1.107,14.798,0.0,13.591,1.43,0.0,15.295,1.107,0.0,433.653,160.299,1.0,205.316,160.299,1.0,-9999,-9999,349.95,349.95,0.0,-9999,-9999,324.858,324.858,0.0,-9999,-9999,2.652,2.652,0.0,98.983,98.993,1.0,5.892,9.1,1.0,5.45,5.054,1.0,0.7950249268292683,0.8541666666666666,393.686,1.0,-9999,-9999,109.843,-9999,-9999,-9999,-9999,-9999,-9999,-31.1996,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,34,0,0,-6.55337,1.0,-9999,-9999,-6.42767,1.0,-9999,-9999,-6.46176,1.0,0.0187006,-6.6038,-6.59331,-6.55435,-6.42405,-6.36537,-6.35337,-6.35335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.96562,6.32934,1.0,-9999,-9999,-10.1366,14.8334,1.0,-9999,-9999,2.96186,6.32872,1.0,-9999,-9999,-9.96407,15.0081,1.0,-9999,-9999,2.92983,2.92983,2.92983,2.95286,2.96562,2.96887,2.98832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.2177,-10.1902,-10.1374,-9.96203,-9.86612,-9.85928,-9.85905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.20079,1.22814,1.64459,0.112219,0.90163,0.999795,1.20079,1.39712,1.41103,2.93164,2.98889,7.48695,7.50063,7.39287,0.041425,6.84944,6.92703,7.33683,7.50063,7.58239,7.58791,7.58815,-9999,-9999
20200729,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.362,11.583,0.066,12.716,0.628,12.362,0.0,11.583,0.066,0.0,12.716,0.628,0.0,431.142,100.778,1.0,96.808,100.778,1.0,-9999,-9999,343.485,343.485,0.0,-9999,-9999,321.715,321.715,0.0,-9999,-9999,1.827,1.827,0.0,99.541,99.549,1.0,1.5,2.2,1.0,6.126,5.365,1.0,0.8026851999999999,0.625,427.869,1.0,-9999,-9999,67.6373,-9999,-9999,-9999,-9999,-9999,-9999,-36.1842,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15,33,0,0,-2.85589,1.0,-9999,-9999,-2.69987,1.0,-9999,-9999,-2.76894,1.0,0.0288359,-3.05293,-2.93883,-2.85819,-2.69387,-2.64374,-2.62439,-2.61379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.24526,6.26257,1.0,-9999,-9999,-5.47813,7.92591,1.0,-9999,-9999,3.29572,6.26899,1.0,-9999,-9999,-5.28238,8.11707,1.0,-9999,-9999,3.2143,3.2143,3.2143,3.24297,3.27684,3.30345,3.32092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.8182,-5.59309,-5.4791,-5.27989,-5.1667,-5.1583,-5.15314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.35797,1.38437,1.70603,0.085045,1.15103,1.23206,1.38151,1.51403,1.52199,2.64977,2.81333,5.37925,5.39084,5.29124,0.0368196,4.83052,4.85334,5.26006,5.39084,5.45413,5.45628,5.4571,-9999,-9999
20200730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.095,11.419,0.45,13.934,1.38,13.095,0.0,11.419,0.45,0.0,13.934,1.38,0.0,428.582,159.07,1.0,164.472,159.07,1.0,-9999,-9999,343.344,343.344,0.0,-9999,-9999,321.646,321.646,0.0,-9999,-9999,2.571,2.571,0.0,100.218,100.229,1.0,0.364,0.4,1.0,5.525,5.143,1.0,0.804910772727273,0.9166666666666666,406.44,1.0,-9999,-9999,69.7678,-9999,-9999,-9999,-9999,-9999,-9999,26.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16,32,0,0,-5.7909,1.0,-9999,-9999,-5.72158,1.0,-9999,-9999,-5.73852,1.0,0.0096456,-5.79387,-5.79304,-5.7909,-5.71692,-5.69822,-5.68289,-5.67311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.722973,18.1162,1.0,-9999,-9999,-8.73206,8.43283,1.0,-9999,-9999,0.743803,18.1205,1.0,-9999,-9999,-8.64228,8.56427,1.0,-9999,-9999,0.689927,0.689927,0.689927,0.722973,0.731015,0.751907,0.760293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.74812,-8.73691,-8.73334,-8.63959,-8.58157,-8.57228,-8.56583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.87051,2.8886,2.86633,0.0217058,2.57853,2.71468,2.85679,2.90783,2.92698,2.92757,3.00274,6.97164,6.98022,6.85735,0.0391726,6.32755,6.37895,6.88362,7.00062,7.01152,7.01152,7.01211,-9999,-9999
20200731,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.261,12.035,2.415,16.873,3.777,15.261,0.0,12.035,2.415,0.0,16.873,3.777,0.0,425.974,243.186,1.0,262.334,243.186,1.0,-9999,-9999,324.298,324.298,0.0,-9999,-9999,312.384,312.384,0.0,-9999,-9999,3.598,3.598,0.0,100.376,100.392,1.0,0.001,0.4,1.0,2.179,2.736,1.0,0.3711601777777778,0.9375,386.856,1.0,-9999,-9999,64.1046,-9999,-9999,-9999,-9999,-9999,-9999,71.7302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16,32,0,0,-2.44423,1.0,-9999,-9999,-2.45413,1.0,-9999,-9999,-2.59122,1.0,0.0385631,-2.92936,-2.85753,-2.51821,-2.51534,-2.46654,-2.44511,-2.44423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.05567,1.90877,1.0,-9999,-9999,-6.56089,8.70272,1.0,-9999,-9999,5.96453,2.03326,1.0,-9999,-9999,-6.52964,8.75,1.0,-9999,-9999,5.72861,5.75289,5.75704,5.76388,5.96723,6.05376,6.05567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.13216,-7.08832,-6.56121,-6.52897,-6.51438,-6.51211,-6.51055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.3784,4.39164,4.07647,0.104959,2.89698,3.05354,4.0307,4.26427,4.33125,4.33341,4.39164,8.32706,8.33529,8.1957,0.0613823,7.52605,7.60892,8.1526,8.29092,8.32616,8.32948,8.33529,-9999,-9999
