TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20200307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.056,1.321,2.247,2.855,2.581,2.056,0.0,1.321,2.247,0.0,2.855,2.581,0.0,197.048,-9999,-9999,96.47,96.47,0.0,-9999,-9999,261.847,261.847,0.0,-9999,-9999,282.014,282.014,0.0,-9999,-9999,0.717,0.717,0.0,99.605,99.605,0.0,0.133,0.133,0.0,2.572,2.572,0.0,-9999,0.0,-9999,-9999,-9999,-9999,67.3484,-9999,-9999,-9999,-9999,-9999,-9999,68.7773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-5.24707,0.0,-9999,-9999,-5.15911,0.0,-9999,-9999,-5.19048,0.0,0.0095343,-5.29709,-5.24707,-5.24707,-5.15911,-5.12186,-5.12186,-5.12186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71169,4.20058,0.0,-9999,-9999,-12.4129,3.62981,0.0,-9999,-9999,1.8577,3.86831,0.0,-9999,-9999,-12.3947,3.63758,0.0,-9999,-9999,1.64656,1.71169,1.71169,1.8577,1.92661,1.92661,1.92661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.4129,-12.4129,-12.4129,-12.3947,-12.3947,-12.3947,-12.3947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.37553,1.35311,1.36128,0.00205884,1.34061,1.34945,1.34945,1.35588,1.3753,1.37557,1.38147,6.14754,6.08054,6.10926,0.00567883,6.07313,6.07313,6.07639,6.08697,6.14707,6.14759,6.15991,-9999,-9999
20200308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.369,5.847,0.591,6.935,0.237,6.369,0.0,5.847,0.591,0.0,6.935,0.237,0.0,200.692,-9999,-9999,18.398,18.398,0.0,-9999,-9999,336.728,336.728,0.0,-9999,-9999,318.429,318.429,0.0,-9999,-9999,0.728,0.728,0.0,99.014,99.014,0.0,2.56,2.56,0.0,6.159,6.159,0.0,-9999,0.0,-9999,-9999,-9999,-9999,73.6131,-9999,-9999,-9999,-9999,-9999,-9999,79.1663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-5.29003,0.0,-9999,-9999,-5.28182,0.0,-9999,-9999,-5.22464,0.0,0.0160047,-5.32193,-5.29003,-5.29003,-5.28182,-5.07362,-5.07362,-5.07362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96056,5.11588,0.0,-9999,-9999,-11.6828,3.66976,0.0,-9999,-9999,0.97576,5.11162,0.0,-9999,-9999,-11.6828,3.66976,0.0,-9999,-9999,0.901543,0.96056,0.96056,0.97576,1.36096,1.36096,1.36096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6828,-11.6828,-11.6828,-11.6828,-11.6828,-11.6828,-11.6828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.55986,2.51813,2.53332,0.00383149,2.49486,2.51132,2.51132,2.52328,2.55943,2.55992,2.5709,2.00742,1.95186,1.97828,0.00481972,1.94828,1.94828,1.94989,1.95491,2.0072,2.00743,2.0139,-9999,-9999
20200309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.2,5.299,0.698,7.179,0.981,6.2,0.0,5.299,0.698,0.0,7.179,0.981,0.0,204.357,-9999,-9999,76.077,76.077,0.0,-9999,-9999,304.093,304.093,0.0,-9999,-9999,302.558,302.558,0.0,-9999,-9999,0.713,0.713,0.0,99.097,99.097,0.0,3.989,3.989,0.0,2.791,2.791,0.0,-9999,0.0,-9999,-9999,-9999,-9999,64.0873,-9999,-9999,-9999,-9999,-9999,-9999,67.9588,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-5.20754,0.0,-9999,-9999,-4.97011,0.0,-9999,-9999,-5.06871,0.0,0.023269,-5.23758,-5.20754,-5.20754,-4.97145,-4.90812,-4.90812,-4.90812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22644,4.68339,0.0,-9999,-9999,-11.8059,3.49438,0.0,-9999,-9999,1.63972,3.99849,0.0,-9999,-9999,-11.7776,3.50121,0.0,-9999,-9999,1.17087,1.22644,1.22644,1.63724,1.75442,1.75442,1.75442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.8059,-11.8059,-11.8059,-11.7776,-11.7776,-11.7776,-11.7776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.51919,2.47812,2.49307,0.00377062,2.45522,2.47142,2.47142,2.48319,2.51876,2.51925,2.53006,5.28775,5.21802,5.24883,0.00590374,5.21122,5.21122,5.21422,5.22389,5.28733,5.2878,5.29926,-9999,-9999
20200310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.746,5.759,1.101,5.733,1.483,5.746,0.0,5.759,1.101,0.0,5.733,1.483,0.0,208.041,-9999,-9999,21.119,21.119,0.0,-9999,-9999,330.356,330.356,0.0,-9999,-9999,315.33,315.33,0.0,-9999,-9999,0.422,0.422,0.0,98.013,98.013,0.0,7.62,7.62,0.0,5.18,5.18,0.0,-9999,-9999,-9999,-9999,-9999,-9999,67.3484,-9999,-9999,-9999,-9999,-9999,-9999,68.7773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.24707,0.0,-9999,-9999,-5.15911,0.0,-9999,-9999,-5.19048,0.0,0.0095343,-5.29709,-5.24707,-5.24707,-5.15911,-5.12186,-5.12186,-5.12186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19113,3.5236,0.0,-9999,-9999,-12.3038,3.59003,0.0,-9999,-9999,2.28147,3.30603,0.0,-9999,-9999,-12.2246,3.6539,0.0,-9999,-9999,2.19113,2.19113,2.19113,2.28147,2.35325,2.35325,2.35325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.3038,-12.3038,-12.3038,-12.2246,-12.2246,-12.2246,-12.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.35779,2.31935,2.33335,0.00352905,2.29793,2.31309,2.31309,2.3241,2.35739,2.35785,2.36796,2.20908,2.15158,2.17881,0.00497399,2.14777,2.14777,2.14948,2.15485,2.20885,2.20909,2.21594,-9999,-9999
20200311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.372,5.86,0.477,6.885,1.081,6.372,0.0,5.86,0.477,0.0,6.885,1.081,0.0,211.745,-9999,-9999,115.213,115.213,0.0,-9999,-9999,277.711,277.711,0.0,-9999,-9999,289.729,289.729,0.0,-9999,-9999,1.514,1.514,0.0,98.492,98.492,0.0,2.891,2.891,0.0,6.257,6.257,0.0,-9999,0.0,-9999,-9999,-9999,-9999,73.6131,-9999,-9999,-9999,-9999,-9999,-9999,79.1663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.29003,0.0,-9999,-9999,-5.28182,0.0,-9999,-9999,-5.22464,0.0,0.0160047,-5.32193,-5.29003,-5.29003,-5.28182,-5.07362,-5.07362,-5.07362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46227,4.55452,0.0,-9999,-9999,-11.6577,3.5912,0.0,-9999,-9999,1.47811,4.54769,0.0,-9999,-9999,-11.6577,3.5912,0.0,-9999,-9999,1.42936,1.46227,1.46227,1.47811,1.87936,1.87936,1.87936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.57017,2.52827,2.54353,0.00384693,2.50491,2.52144,2.52144,2.53345,2.56974,2.57023,2.58126,6.69791,6.63903,6.66319,0.00505022,6.63055,6.63145,6.63476,6.6448,6.69743,6.69797,6.71039,-9999,-9999
20200312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.283,5.493,1.381,5.074,0.515,5.283,0.0,5.493,1.381,0.0,5.074,0.515,0.0,215.467,-9999,-9999,103.798,103.798,0.0,-9999,-9999,285.832,285.832,0.0,-9999,-9999,293.678,293.678,0.0,-9999,-9999,1.27,1.27,0.0,97.895,97.895,0.0,9.273,9.273,0.0,7.73,7.73,0.0,-9999,0.0,-9999,-9999,-9999,-9999,64.0873,-9999,-9999,-9999,-9999,-9999,-9999,67.9588,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.20754,0.0,-9999,-9999,-4.97011,0.0,-9999,-9999,-5.06871,0.0,0.023269,-5.23758,-5.20754,-5.20754,-4.97145,-4.90812,-4.90812,-4.90812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6785,4.19007,0.0,-9999,-9999,-11.715,3.4465,0.0,-9999,-9999,2.02588,3.57672,0.0,-9999,-9999,-11.6047,3.52745,0.0,-9999,-9999,1.623,1.6785,1.6785,2.0233,2.14536,2.14536,2.14536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.715,-11.715,-11.715,-11.6047,-11.6047,-11.6047,-11.6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.19012,2.15442,2.16742,0.00327809,2.13451,2.1486,2.1486,2.15883,2.18975,2.19017,2.19957,6.36497,6.30064,6.32783,0.00546738,6.29315,6.29315,6.29643,6.30633,6.36449,6.36502,6.37742,-9999,-9999
20200313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.468,2.205,2.344,4.731,1.016,3.468,0.0,2.205,2.344,0.0,4.731,1.016,0.0,219.204,-9999,-9999,103.121,103.121,0.0,-9999,-9999,266.363,266.363,0.0,-9999,-9999,284.21,284.21,0.0,-9999,-9999,1.15,1.15,0.0,98.958,98.958,0.0,2.318,2.318,0.0,4.566,4.566,0.0,-9999,0.0,-9999,-9999,-9999,-9999,67.3484,-9999,-9999,-9999,-9999,-9999,-9999,68.7773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.24707,0.0,-9999,-9999,-5.15911,0.0,-9999,-9999,-5.19048,0.0,0.0095343,-5.29709,-5.24707,-5.24707,-5.15911,-5.12186,-5.12186,-5.12186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19113,3.5236,0.0,-9999,-9999,-12.3038,3.59003,0.0,-9999,-9999,2.28147,3.30603,0.0,-9999,-9999,-12.2246,3.6539,0.0,-9999,-9999,2.19113,2.19113,2.19113,2.28147,2.35325,2.35325,2.35325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.3038,-12.3038,-12.3038,-12.2246,-12.2246,-12.2246,-12.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.70281,1.67505,1.68516,0.0025487,1.65957,1.67052,1.67052,1.67848,1.70252,1.70285,1.71016,6.29883,6.23593,6.26246,0.00534959,6.22854,6.22854,6.23178,6.24155,6.29837,6.29889,6.31111,-9999,-9999
20200314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.232,-0.564,3.319,3.028,3.222,1.232,0.0,-0.564,3.319,0.0,3.028,3.222,0.0,222.958,-9999,-9999,129.716,129.716,0.0,-9999,-9999,235.765,235.765,0.0,-9999,-9999,269.33,269.33,0.0,-9999,-9999,1.456,1.456,0.0,100.526,100.526,0.0,0.0,0.0,0.0,3.291,3.291,0.0,-9999,0.0,-9999,-9999,-9999,-9999,73.6131,-9999,-9999,-9999,-9999,-9999,-9999,79.1663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.29003,0.0,-9999,-9999,-5.28182,0.0,-9999,-9999,-5.22464,0.0,0.0160047,-5.32193,-5.29003,-5.29003,-5.28182,-5.07362,-5.07362,-5.07362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46227,4.55452,0.0,-9999,-9999,-11.6577,3.5912,0.0,-9999,-9999,1.47811,4.54769,0.0,-9999,-9999,-11.6577,3.5912,0.0,-9999,-9999,1.42936,1.46227,1.46227,1.47811,1.87936,1.87936,1.87936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.28886,1.26785,1.2755,0.00192911,1.25614,1.26442,1.26442,1.27044,1.28864,1.28889,1.29442,7.16925,7.114,7.13595,0.00481112,7.10325,7.10617,7.10617,7.11998,7.16875,7.16932,7.18206,-9999,-9999
20200315,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.201,5.506,1.837,6.897,1.167,6.201,0.0,5.506,1.837,0.0,6.897,1.167,0.0,226.724,-9999,-9999,27.207,27.207,0.0,-9999,-9999,326.363,326.363,0.0,-9999,-9999,313.388,313.388,0.0,-9999,-9999,1.317,1.317,0.0,99.447,99.447,0.0,0.774,0.774,0.0,6.54,6.54,0.0,-9999,0.0,-9999,-9999,-9999,-9999,64.0873,-9999,-9999,-9999,-9999,-9999,-9999,67.9588,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.20754,0.0,-9999,-9999,-4.97011,0.0,-9999,-9999,-5.06871,0.0,0.023269,-5.23758,-5.20754,-5.20754,-4.97145,-4.90812,-4.90812,-4.90812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6785,4.19007,0.0,-9999,-9999,-11.715,3.4465,0.0,-9999,-9999,2.02588,3.57672,0.0,-9999,-9999,-11.6047,3.52745,0.0,-9999,-9999,1.623,1.6785,1.6785,2.0233,2.14536,2.14536,2.14536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.715,-11.715,-11.715,-11.6047,-11.6047,-11.6047,-11.6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.54199,2.50055,2.51564,0.00380475,2.47745,2.49379,2.49379,2.50567,2.54156,2.54205,2.55296,2.7913,2.72099,2.7542,0.0060744,2.71624,2.71624,2.71837,2.72504,2.79101,2.79131,2.7998,-9999,-9999
20200316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.454,5.587,0.993,7.321,1.26,6.454,0.0,5.587,0.993,0.0,7.321,1.26,0.0,230.504,-9999,-9999,108.374,108.374,0.0,-9999,-9999,287.241,287.241,0.0,-9999,-9999,294.363,294.363,0.0,-9999,-9999,1.232,1.232,0.0,99.958,99.958,0.0,1.37,1.37,0.0,3.679,3.679,0.0,-9999,0.0,-9999,-9999,-9999,-9999,67.3484,-9999,-9999,-9999,-9999,-9999,-9999,68.7773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.24707,0.0,-9999,-9999,-5.15911,0.0,-9999,-9999,-5.19048,0.0,0.0095343,-5.29709,-5.24707,-5.24707,-5.15911,-5.12186,-5.12186,-5.12186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19113,3.5236,0.0,-9999,-9999,-12.3038,3.59003,0.0,-9999,-9999,2.28147,3.30603,0.0,-9999,-9999,-12.2246,3.6539,0.0,-9999,-9999,2.19113,2.19113,2.19113,2.28147,2.35325,2.35325,2.35325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.3038,-12.3038,-12.3038,-12.2246,-12.2246,-12.2246,-12.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.62204,2.5793,2.59486,0.00392456,2.55547,2.57233,2.57233,2.58457,2.6216,2.6221,2.63335,6.603,6.53593,6.56431,0.00570006,6.52814,6.52814,6.53156,6.54187,6.60251,6.60306,6.61595,-9999,-9999
20200317,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.299,5.594,1.047,7.004,1.03,6.299,0.0,5.594,1.047,0.0,7.004,1.03,0.0,234.295,-9999,-9999,41.585,41.585,0.0,-9999,-9999,327.467,327.467,0.0,-9999,-9999,313.925,313.925,0.0,-9999,-9999,1.047,1.047,0.0,100.607,100.607,0.0,0.044,0.044,0.0,4.991,4.991,0.0,-9999,-9999,-9999,-9999,-9999,-9999,73.6131,-9999,-9999,-9999,-9999,-9999,-9999,79.1663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.29003,0.0,-9999,-9999,-5.28182,0.0,-9999,-9999,-5.22464,0.0,0.0160047,-5.32193,-5.29003,-5.29003,-5.28182,-5.07362,-5.07362,-5.07362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46227,4.55452,0.0,-9999,-9999,-11.6577,3.5912,0.0,-9999,-9999,1.47811,4.54769,0.0,-9999,-9999,-11.6577,3.5912,0.0,-9999,-9999,1.42936,1.46227,1.46227,1.47811,1.87936,1.87936,1.87936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,-11.6577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.55455,2.51291,2.52807,0.00382355,2.48969,2.50612,2.50612,2.51805,2.55412,2.55461,2.56557,3.81313,3.73234,3.76998,0.00693077,3.72638,3.72638,3.72904,3.73745,3.81277,3.81315,3.82363,-9999,-9999
20200318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.174,6.59,1.355,7.757,0.333,7.174,0.0,6.59,1.355,0.0,7.757,0.333,0.0,238.096,-9999,-9999,51.57,51.57,0.0,-9999,-9999,330.609,330.609,0.0,-9999,-9999,315.453,315.453,0.0,-9999,-9999,0.85,0.85,0.0,100.298,100.298,0.0,2.661,2.661,0.0,5.242,5.242,0.0,-9999,0.0,-9999,-9999,-9999,-9999,64.0873,-9999,-9999,-9999,-9999,-9999,-9999,67.9588,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.20754,0.0,-9999,-9999,-4.97011,0.0,-9999,-9999,-5.06871,0.0,0.023269,-5.23758,-5.20754,-5.20754,-4.97145,-4.90812,-4.90812,-4.90812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6785,4.19007,0.0,-9999,-9999,-11.715,3.4465,0.0,-9999,-9999,2.02588,3.57672,0.0,-9999,-9999,-11.6047,3.52745,0.0,-9999,-9999,1.623,1.6785,1.6785,2.0233,2.14536,2.14536,2.14536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.715,-11.715,-11.715,-11.6047,-11.6047,-11.6047,-11.6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.8884,2.84132,2.85846,0.00432324,2.81507,2.83364,2.83364,2.84713,2.88791,2.88847,2.90087,4.22377,4.14834,4.18293,0.00643055,4.14223,4.14223,4.14495,4.1536,4.2234,4.2238,4.23438,-9999,-9999
20200319,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.104,3.819,0.998,6.39,1.939,5.104,0.0,3.819,0.998,0.0,6.39,1.939,0.0,241.907,-9999,-9999,133.921,133.921,0.0,-9999,-9999,267.005,267.005,0.0,-9999,-9999,284.522,284.522,0.0,-9999,-9999,1.42,1.42,0.0,100.924,100.924,0.0,0.002,0.002,0.0,3.174,3.174,0.0,-9999,0.0,-9999,-9999,-9999,-9999,67.3484,-9999,-9999,-9999,-9999,-9999,-9999,68.7773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-5.24707,0.0,-9999,-9999,-5.15911,0.0,-9999,-9999,-5.19048,0.0,0.0095343,-5.29709,-5.24707,-5.24707,-5.15911,-5.12186,-5.12186,-5.12186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19113,3.5236,0.0,-9999,-9999,-12.3038,3.59003,0.0,-9999,-9999,2.28147,3.30603,0.0,-9999,-9999,-12.2246,3.6539,0.0,-9999,-9999,2.19113,2.19113,2.19113,2.28147,2.35325,2.35325,2.35325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.3038,-12.3038,-12.3038,-12.2246,-12.2246,-12.2246,-12.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.18421,2.1486,2.16157,0.00326924,2.12875,2.1428,2.1428,2.153,2.18384,2.18426,2.19363,7.36267,7.3058,7.3284,0.00495101,7.29489,7.29775,7.29775,7.31194,7.36216,7.36274,7.37584,-9999,-9999
